Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
24.7691,93.0375,0.303759,"1;2;2.92263;3.60811;4.44714;5.27705;5.37736;5.93593;6.93126;7.92717;8.82267;9.64049;10.5767;11.4903;12.2253;13.1231;13.4116;14.1345;15.0738;16.0683;17.0138;17.8788;18.7068;19.6794;20.5637;21.1589;21.5895;21.4719;21","15;15;15.3857;16.1046;15.6628;15.9814;16.0298;16.8593;16.7627;16.6723;16.2273;16.8027;16.4514;16.0447;15.6519;15.5549;16.1555;16.1308;16.4737;16.3688;16.6945;17.1962;17.7569;17.5244;17.068;16.7454;15.9586;15.6598;15",0.303759,"0;0;1"
25.2717,92334.2,0.289355,"1;1.93097;2.93029;3.60209;4.00049;4.99226;5.72689;6.72274;7.45837;7.59377;8.45706;9.13319;10.0996;10.4167;11.2629;12.2378;12.6325;13.5135;14.2413;14.6311;15.4119;15.909;16.5272;16.8308;17.4556;18.4412;19.3194;20.0059;20.7757;21","15;14.6349;14.6718;15.4125;16.3297;16.4578;15.7793;15.6884;16.0871;16.1796;16.41;16.2333;16.2428;16.3032;15.7704;15.5475;14.6287;14.1555;14.5698;15.3434;15.8893;15.4008;16.058;16.6466;17.4273;17.2584;16.7801;16.0529;15.4146;15",4616.99,"0;0.05;0.95"
39.2563,34.8197,10.9917,"1;1.70983;2.36691;2.7041;2.86276;3.18488;3.59809;4.1392;3.96669;4.39037;4.29439;5.0649;5.80565;6.53338;7.15795;7.83835;7.70406;8.10466;8.97291;9.74916;10.6647;11.2676;12.1556;13.1506;13.6989;14.4498;14.8736;15.6021;16.5253;16.8915;17.8432;18.8424;19.6376;20.5185;20.5721;21.3555;21.496;21.4182;21.9773;21.7665;21.778;21.8331;21.2216;20.9137;21","15;15.7044;16.4582;17.3996;18.387;19.3337;20.2443;20.8865;21.8084;22.7142;23.7096;24.347;24.1079;24.3574;23.5947;23.0141;23.2772;24.1476;24.3301;23.6997;23.2976;23.3404;23.5719;23.4722;23.4793;23.3515;23.4348;23.4663;23.8508;24.7813;25.0883;25.049;24.4425;23.9692;22.9706;22.3491;21.359;20.362;19.5329;18.5554;17.7365;16.9763;16.1974;15.9403;15",13.3745,"0;0.1;0.9"
33.2901,109.5,6.77609,"1;1.81155;2.091;2.53488;2.83522;3.71473;4.70945;5.39695;5.25863;5.60495;5.0383;5.06378;5.54021;6.36858;7.34224;7.59662;8.59648;9.58994;10.5054;10.9951;11.6753;11.8542;12.6945;13.5372;14.415;14.6959;15.6419;16.0796;17.0103;17.6409;17.5908;18.0926;18.5744;19.0064;19.6053;20.1025;20.5997;21","15;15.5341;15.8028;16.5359;17.3;17.7759;17.6732;18.3994;19.3898;20.3279;21.1519;22.1516;23.0308;23.591;23.8189;24.7861;24.7697;24.8839;24.4816;23.8582;23.2297;22.7185;23.2224;22.684;22.2049;22.1725;21.9323;21.326;21.6919;21.3668;20.8777;20.0127;19.1364;18.2345;17.4337;16.5661;15.6985;15",22.1847,"0;0.15;0.85"
23.6362,18.2869,0.24596,"1;1.98791;2.62394;3.5342;4.5152;5.46894;6.28637;7.28619;8.28494;9.06423;9.79407;10.0676;10.5281;11.3972;12.3679;13.0664;13.3096;14.3095;15.1307;16.119;16.6476;17.462;17.9624;18.4559;18.9564;19.8035;20.3718;20.9401;21","15;14.9688;15.3772;15.7913;15.5973;15.2967;14.7207;14.7396;14.6896;14.8196;14.2202;14.0902;14.9779;15.4725;15.2323;14.982;14.8958;14.9094;14.3387;14.3059;13.4969;13.2227;13.7249;13.0261;13.0884;13.2676;14.0904;14.9132;15",3.85415,"0;0.2;0.8"
24.1601,33.6496,0.26996,"1;1.10655;1.98572;2.98274;3.96382;4.90142;5.85517;6.77166;7.70505;8;8.54328;8.47723;9.17373;9.98924;10.9358;11.4714;12.187;12.4387;12.6574;13.0058;13.8514;14.5726;15.1158;15.5884;16.4177;17.4177;18.1826;19.0532;20.0418;20.8585;21","15;15.9943;16.4708;16.3937;16.5873;16.2755;16.3012;15.9012;16.26;15.8893;15.7147;14.7169;14.7892;14.7702;15.0775;14.9848;15.2345;15.6125;15.9557;16.2922;16.826;16.4893;16.2147;15.9645;15.6075;15.61;14.9658;14.474;14.3229;14.9;15",8.61487,"0;0.25;0.75"
24.5386,19.8537,0.267265,"1;2;2.913;3.90839;4.6443;4.80061;5.57258;6.3913;6.91802;7.48899;7.88581;8.85102;9.48643;10.48;11.3149;12.2634;12.6083;12.6997;13.6911;14.2131;14.7127;15.0482;15.8448;16.8296;17.4086;18.2623;18.9976;19.4236;19.8414;20.392;21","15;15;15.408;15.5038;16.1809;16.2863;15.6577;16.1392;16.3979;16.5817;15.6638;15.4023;14.6302;14.517;15.0673;14.7504;15.4463;15.6501;15.5189;15.6369;16.2092;16.4089;15.9498;16.1055;15.445;14.9242;14.2464;14.6737;15.4428;15.3479;15",6.1432,"0;0.3;0.7"
23.1607,22.4061,0.251128,"1;1.92571;2.89112;3.89079;4.84308;5.77813;6.40478;6.70408;7.5615;8.55565;8.77654;9.7343;10.3031;11.0534;11.3372;11.9959;12.5031;12.6966;13.5724;14.2428;15.1514;16.0422;16.4888;17.1228;17.8207;18.7563;19.6907;20.5092;21","15;14.6218;14.8825;14.9081;15.2133;15.5678;15.718;15.9455;16.4601;16.3521;15.8026;15.7007;14.8783;15.3068;15.4898;15.9816;16.1858;16.695;16.2123;15.4703;15.0527;14.941;14.9251;15.1507;14.4978;14.1448;14.5009;15.0754;15",8.00538,"0;0.35;0.65"
23.3265,40.5432,0.256917,"1;1.89904;2.82822;3.76464;4.76444;5.64773;6.62061;7.20435;8.01714;9.01289;9.87016;10.4154;10.7311;11.4745;12.2402;12.4574;13.4403;13.9133;14.6823;15.3317;16.1066;16.515;17.4057;18.2562;18.9951;19.2377;20.09;20.9422;21","15;14.5621;14.1925;14.5434;14.5637;14.7397;14.9063;15.1155;15.6722;15.5801;16.095;16.3394;16.6427;16.7842;16.5766;16.6001;16.416;16.0539;15.9261;16.5325;15.9005;14.9877;14.533;15.046;15.1548;16.0816;15.5585;15.0354;15",16.3714,"0;0.4;0.6"
42.9943,47.3386,0.431423,"1;1.88791;2.74071;3.64974;4.15518;4.26771;3.94505;4.39244;3.93463;4.83027;5.03138;5.32349;5.75294;6.48796;6.91731;7.83285;7.87306;8.7197;9.59878;9.95739;10.6167;10.6752;11.5666;11.7092;12.2215;12.5644;12.9374;13.7913;14.4162;14.9074;15.7033;15.4115;15.2665;15.3799;15.985;16.4868;16.87;17.3118;18.1827;18.5182;18.9842;19.651;19.6898;20.3376;21.1555;22.1422;22.7601;23.3831;23.7366;23.251;22.6329;22.1044;22.1131;21.5695;21.5045;21","15;14.54;14.0177;13.601;12.7381;12.4986;11.743;10.8827;10.1483;9.85538;8.87582;8.4816;8.38996;8.33217;8.34424;7.96717;8.05005;8.58221;8.56756;7.63407;7.98865;8.83269;8.3795;7.95276;7.35251;7.43454;8.33731;8.0404;8.60612;8.49063;8.10213;7.29795;6.69994;5.84357;5.57709;6.04254;6.86543;6.55938;6.40143;6.46494;6.57547;6.43165;7.2829;7.54638;7.46788;7.63054;8.41677;9.19897;9.8284;10.3825;10.8012;11.6435;12.6435;13.3526;14.1812;15",21.5397,"0;0.45;0.55"
24.4489,21.251,0.262075,"1;1.98402;2.93015;3.92977;4.92328;5.89599;6.71497;7.25517;8.17867;8.56875;9.19686;10.1078;11.1069;11.83;12.1211;13.0923;13.2064;13.8847;14.4981;14.9841;15.9512;16.648;17.2397;17.8669;18.4682;18.5229;18.8805;19.5213;20.5213;21","15;14.8219;14.4982;14.5259;14.6397;14.8717;15.4455;14.604;14.4843;14.4245;14.1258;14.5384;14.5807;15.2714;16.2281;16.0876;15.9701;16.4707;16.0524;16.5827;16.3282;15.9992;15.3189;15.5404;15.2229;14.2244;14.2281;14.1673;14.169;15",10.7566,"0;0.5;0.5"
22.8959,20.2305,0.245939,"1;1.94059;2.92003;3.88714;4.22529;5.21437;6.05939;6.7286;7.29541;8.0346;8.85181;8.9926;9.67314;10.5876;11.2956;12.2832;13.1436;13.7573;14.1309;14.7951;15.4337;16.0374;16.9954;17.5629;17.8744;18.6316;18.8718;19.7081;19.8322;20.4083;21","15;15.3395;15.1378;14.8834;15.0745;15.0904;14.8354;14.7982;15.1204;15.7939;16.2283;16.1873;16.2415;15.8369;16.5432;16.3861;16.117;15.3985;14.914;14.6471;15.0156;14.2184;14.0403;14.0393;13.6757;13.7072;13.6043;14.1527;14.2592;14.8666;15",11.2375,"0;0.55;0.45"
26.4433,50.3869,0.295787,"1;1.63701;2.61857;3.35017;3.97239;4.61757;5.44663;6.15157;6.85682;7.47187;8.40347;8.96459;9.51724;10.2294;10.6404;11.5284;11.9921;12.2253;12.9922;13.0887;13.2019;14.0744;14.3072;15.0741;15.6964;16.4826;15.9659;16.4062;17.3745;17.8798;17.9923;18.5604;19.4428;20.094;21","15;15.4027;15.2906;15.7513;15.992;15.6768;15.7502;16.2461;15.6346;16.3977;16.219;16.4413;16.103;15.4915;15.3088;15.7686;16.2125;16.4932;16.5081;15.919;15.2037;15.2674;15.1701;15.3866;15.1778;15.6903;16.486;16.6909;16.9404;16.0775;15.0838;14.9917;14.5489;14.8805;15",30.3504,"0;0.6;0.4"
23.049,35.763,0.260167,"1;1.97642;2.79407;3.4176;4.3569;5.30183;5.88188;6.55123;7.31676;7.54974;8.40514;9.25363;10.168;10.8927;11.223;11.4501;11.8658;12.8548;13.2405;13.6216;14.4717;14.776;15.4662;15.879;16.7087;17.5968;18.4136;19.2583;20.013;21","15;14.7841;15.3599;16.1417;16.4848;16.1575;16.6345;16.2902;16.0554;16.2356;15.7176;16.1019;16.0487;16.7378;16.5986;15.7862;16.5072;16.6545;16.2828;16.192;15.6845;15.5909;15.5802;15.6274;15.2837;15.2811;15.221;15.2155;14.9827;15",23.337,"0;0.65;0.35"
