Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
20.9262,74.5234,0.222928,"1;1.65868;2.34611;2.87812;3.73541;4.13168;4.97075;5.6589;6.30293;7.17897;7.85985;8.83919;9.78736;10.6068;11.477;12.2835;13.0839;14.0334;14.3622;15.0953;15.6748;16.5503;17.4054;18.032;18.6228;19.4152;19.6901;20.4293;20.697;21","15;14.3735;14.0274;13.8265;13.6266;13.5535;13.3847;13.2475;13.1777;13.1182;13.1116;13.1238;13.1313;13.1276;13.1105;13.0848;13.0571;13.0888;13.1182;13.1835;13.2414;13.2949;13.4171;13.5063;13.6162;13.8827;13.9675;14.3386;14.5585;15",0.222928,"0;0;1"
37.7823,5.18048,0.393078,"1;1.56523;2.00882;2.489;2.49279;2.41336;2.48629;2.26259;2.36176;2.80004;2.78648;3.22027;3.23478;3.54415;4.0652;4.6445;5.53838;6.07889;6.90197;7.64878;7.80002;8.64252;9.56484;9.67169;10.5126;11.2666;11.8882;12.5045;13.3984;13.8967;14.3427;15.0817;15.5404;16.1432;16.8769;17.4347;17.9554;18.5021;18.8095;19.1589;19.7165;20.3964;21.2243;21.7934;22.0283;22.3674;22.4126;21.9817;21.1673;21.2284;21.0824;20.6028;21","15;15.0283;14.2952;13.7383;12.7652;12.1145;11.3041;10.4689;9.85305;9.08031;8.46512;7.87353;6.96512;6.66408;6.23206;5.51234;5.19826;4.90012;4.44598;4.20367;3.856;4.09191;4.29611;4.30723;3.92683;3.65613;3.46716;3.67848;3.70293;3.88592;4.19275;4.72908;4.92301;5.27177;5.68366;6.1082;6.60065;7.24943;7.4568;8.02483;8.34615;8.99059;9.3893;9.98227;10.7826;10.9226;11.7855;12.2694;12.5768;13.5496;13.6274;14.4406;15",0.632448,"0;0.05;0.95"
40.9735,12.796,0.425515,"1;1.94213;2.09352;2.25777;2.48784;2.65609;2.59457;2.92566;3.15607;2.80354;3.25842;3.74621;4.00824;4.66921;5.40514;5.73623;6.67315;7.0302;7.80702;8.76713;9.62415;10.2558;11.0185;11.9662;12.7816;13.5865;14.3214;14.8082;15.263;15.9034;16.8484;17.6479;18.4248;18.6218;18.8141;19.0133;18.9196;18.8947;18.6059;17.9852;17.1034;16.9065;16.828;16.7826;16.4084;16.6418;17.6342;18.2463;19.058;19.7001;20.133;20.9034;21","15;14.6647;13.6763;12.9862;12.1335;11.2402;10.3515;9.64771;9.01033;8.07453;7.38895;6.58892;6.11611;5.52531;5.1135;4.70294;4.39867;4.31427;3.84932;3.73124;3.59781;3.45464;3.3347;3.15276;3.18486;3.21497;3.09088;3.78208;3.95786;4.11882;4.39649;4.602;5.21901;6.12972;7.00949;7.595;8.13843;9.13051;9.65265;10.2597;10.6392;11.5406;11.8045;12.5656;13.1572;13.8983;13.939;13.9897;14.1193;14.1665;13.9611;14.3516;15",1.66257,"0;0.1;0.9"
37.5737,6.49462,0.38727,"1;1.2654;1.85421;1.97252;2.20653;2.51409;2.39804;2.64812;2.65967;2.82221;3.46802;3.43803;3.44084;3.59092;4.12411;4.81734;5.28659;5.79636;6.44561;7.06759;7.66769;8.24439;9.0391;9.94956;10.5505;11.4829;12.0715;12.834;12.9978;13.8674;14.7464;15.3754;15.6996;16.3511;16.9737;17.4676;17.7508;17.9304;17.8423;17.7305;17.361;17.3801;18.3424;18.7779;19.6622;20.5418;21.1206;21.5661;21.7255;22.0077;21.5594;21","15;14.8347;14.4629;14.0179;13.3011;12.735;11.8977;10.937;10.2704;9.87497;9.11147;8.47051;7.7618;6.79384;6.16006;5.60093;5.29171;4.96604;4.61927;4.41721;4.17217;3.88018;3.51163;3.45793;3.36914;3.57428;4.29191;4.66097;4.73715;5.20065;5.05228;4.89388;4.98014;5.40256;5.57603;6.08934;6.44683;6.91295;7.61956;8.14511;8.84768;9.68632;9.8976;10.7148;10.8118;10.6883;11.3783;12.1489;12.8208;13.5688;14.3939;15",1.30337,"0;0.15;0.85"
38.5813,5.26172,0.400003,"1;1.88868;2.03665;2.26234;2.72406;2.94749;3.06893;3.14724;3.04496;3.04658;3.26435;3.42386;3.50834;3.76328;4.13988;4.61533;5.29887;5.68525;6.04538;6.80691;7.44585;7.88715;8.80544;8.93462;9.87794;10.5349;11.059;11.8675;12.3177;13.2982;14.2825;15.0002;15.8508;16.6777;17.2816;17.8527;18.7579;19.3831;20.0228;20.3108;20.5743;20.9017;20.8293;20.6975;21.2154;21.3529;21.1256;20.6395;20.5071;19.9876;19.489;20.0483;20.7277;21","15;14.5415;14.3599;13.5829;12.7427;12.2905;11.2979;10.6649;9.82827;9.21867;8.42162;7.51152;6.72976;6.41115;5.92669;5.34994;4.89487;4.54907;4.14297;4.16307;4.11138;4.10488;3.94113;3.95585;3.78073;3.3494;3.31551;3.36839;3.26253;3.45427;3.54753;3.8545;3.93692;4.23145;4.58909;4.96603;5.32634;5.45224;5.56035;6.35056;6.6512;7.58007;8.02328;8.82904;9.64147;10.5189;10.9198;11.4066;12.1905;13.006;13.7726;14.5365;14.7455;15",1.37235,"0;0.2;0.8"
36.186,6.14366,0.375968,"1;1.18387;1.92616;2.37185;2.39488;2.49738;2.78035;2.76573;2.70728;2.76143;2.82555;3.32963;3.55366;3.69917;3.99863;4.44649;5.03713;5.42666;6.04336;6.77024;7.72295;8.51359;9.22398;9.81558;10.4587;10.9175;11.8863;12.437;13.008;13.6853;14.6428;15.02;15.5204;16.1425;16.6888;17.1241;17.4736;17.0201;17.9015;18.0302;18.6583;19.2499;19.9953;19.9848;19.9527;19.9151;19.4655;19.6448;20.0928;20.1484;21","15;14.9356;14.4961;13.7601;13.561;12.8932;12.4328;11.9039;11.1896;10.3359;9.57782;9.01125;8.71712;7.80701;7.10998;6.57419;5.84688;5.11263;4.9521;4.77769;4.83792;4.63459;3.98895;3.6848;3.6224;4.00972;3.78638;3.79659;3.88018;3.8872;3.87434;4.01013;4.23533;4.69515;5.23146;6.02389;6.94758;7.77569;7.93868;8.44794;8.88796;9.61959;10.2819;10.4838;11.3837;11.8406;12.6936;13.6506;14.3816;14.5112;15",1.81789,"0;0.25;0.75"
41.4752,9.39093,0.428531,"1;1.78986;2.08645;2.26189;2.2933;2.6073;2.86092;3.00015;3.23994;3.50817;3.48163;3.6305;3.82394;4.13155;4.63751;5.0874;5.75269;6.26309;7.16255;7.93549;8.8622;9.27242;10.0826;10.4819;11.0574;11.7513;12.5256;12.8185;13.7407;14.5599;15.3021;16.2772;17.1479;17.7456;18.4222;19.3234;19.0298;19.3383;19.2922;19.2069;19.559;19.713;19.0013;18.3204;17.4503;17.0172;17.2373;17.5788;17.7683;17.8724;18.3594;19.1052;19.4628;20.1597;20.6959;21","15;14.5404;13.8473;13.0822;12.236;11.4659;10.9359;10.3352;9.68631;8.90967;8.5696;7.84076;7.09869;6.20207;5.54599;5.05655;4.5138;4.21766;3.83308;3.67329;3.61512;3.44378;3.81992;3.94822;3.34927;3.36493;3.31355;3.4152;3.55565;3.8044;3.9625;4.06508;4.30305;4.75235;5.46466;5.85735;6.52659;6.94919;7.88979;8.484;9.2538;10.1703;10.8024;11.1675;11.6242;11.779;12.4044;12.8559;13.6592;13.867;14.4697;13.8812;13.8911;13.4914;14.0823;15",3.11725,"0;0.3;0.7"
38.397,4.85977,0.396246,"1;1.182;1.21233;1.71455;1.96491;1.98177;2.21656;2.17994;2.26064;2.25005;2.62958;2.9767;3.02506;3.26355;3.32162;3.36337;3.59482;4.02872;4.86606;5.56162;6.44054;7.25613;7.76944;8.40504;9.06656;9.19682;10.143;10.8982;11.5923;12.4196;13.3344;13.9881;14.8236;15.669;16.3894;17.2553;17.7598;18.3798;19.1358;19.9874;20.4802;20.9074;21.3359;21.5544;22.0376;22.456;22.4539;22.7044;22.1026;22.4416;22.3693;21.8095;21.2455;21","15;14.8584;14.8344;14.373;13.4753;13.199;12.3353;11.3639;10.7732;10.482;9.68129;8.89166;8.46045;7.60652;6.91328;6.61028;6.18265;5.335;4.90135;4.32956;4.23402;4.36727;3.6628;3.6681;3.49873;3.47389;3.26829;3.39765;3.62577;4.04154;3.96497;4.4506;4.57594;5.04968;5.49334;5.55494;5.55713;5.87333;6.43024;6.37147;6.68866;7.50446;8.29783;8.86906;9.50474;10.161;11.145;11.9941;12.633;13.2595;13.8005;14.5092;14.8537;15",1.95848,"0;0.35;0.65"
38.6121,4.90643,0.39917,"1;1.75004;2.02882;2.30375;2.4164;2.50481;2.42646;2.89232;3.43301;3.82737;3.45343;3.76195;3.95593;4.49098;4.98835;5.53715;6.06594;6.76353;7.74977;8.03248;9.03175;9.85515;10.4945;11.3349;12.1303;12.5103;13.1917;13.6811;14.4947;15.2028;16.01;16.6217;17.2929;18.0719;18.6421;19.4666;20.3085;21.0308;21.5368;21.9677;21.9469;22.1832;22.2957;22.4143;22.4718;22.1301;22.1329;21.4891;21.7898;21.0442;21","15;14.7948;14.0849;13.4457;12.5594;11.6425;10.9281;10.163;9.52315;8.68621;8.02919;7.0912;6.41338;5.87198;5.17496;4.62162;3.97652;3.98493;4.04666;4.11865;4.15697;3.98685;3.94684;3.47755;3.73398;3.71699;4.00445;4.02292;4.31066;4.16306;4.40423;4.40658;4.37228;4.76353;5.21985;5.70782;6.15858;6.73486;7.20175;7.87141;8.45517;9.22983;9.70665;10.5334;11.5268;12.2985;12.9174;13.3746;14.0202;14.6686;15",2.20207,"0;0.4;0.6"
39.4947,4.84921,0.411133,"1;1.26628;2.03234;2.12199;2.36568;2.30374;2.31878;2.37165;2.23988;2.26928;2.98559;3.46009;3.59879;3.87148;4.42992;4.92119;5.35151;6.1389;7.0168;7.73202;8.65707;9.59383;10.5552;11.3807;12.2574;12.7264;13.3563;14.0481;14.6962;15.0893;15.7803;16.5127;16.8921;17.7902;18.5339;19.3664;19.9501;20.2142;20.4397;20.805;21.0439;21.1699;21.5358;22.1732;22.3405;23.0906;23.1645;23.2504;23.0409;22.9972;22.7774;22.1758;21.5158;21","15;14.8;14.1581;13.4828;12.578;12.0536;11.3459;10.8982;9.90805;9.34484;8.79975;8.4271;7.45687;6.84764;6.10938;5.3237;4.82445;4.30332;3.90426;3.88223;3.69916;3.60264;3.704;3.40814;3.86915;4.15115;3.88746;3.46376;3.5166;3.65438;3.80975;4.11723;4.09401;4.447;4.86372;5.16567;5.84968;5.78;6.35809;7.03224;7.89611;8.7022;8.97398;9.68396;9.97629;10.3634;10.9552;11.748;12.1885;12.6698;13.6376;14.2784;15.0033;15",2.40827,"0;0.45;0.55"
