Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
20.909,74.6746,0.223014,"1;1.25874;1.97501;2.80736;3.41801;3.9559;4.56645;5.27332;5.68448;6.54483;7.46439;8.29923;9.01855;9.75921;10.6988;11.0519;11.7482;12.6333;13.5268;14.3267;15.0751;16.0197;16.7524;17.521;18.0947;18.5184;18.9693;19.9016;20.2413;20.5735;21","15;14.6614;14.1245;13.8217;13.5932;13.4761;13.3738;13.2844;13.2613;13.1219;13.0744;13.0557;13.054;13.0421;13.027;13.0526;13.092;13.1739;13.2326;13.3288;13.3667;13.4797;13.4793;13.5445;13.6469;13.7202;13.8015;14.1416;14.3;14.5012;15",0.223014,"0;0;1"
35.4083,5.76624,0.362813,"1;1.19487;1.54278;1.5372;1.74856;1.61074;1.91531;2.05999;2.49821;2.80736;2.7659;2.77641;3.36814;3.49788;3.70115;3.78155;3.94362;4.49335;4.87314;5.34582;5.9384;6.72964;7.16866;7.71035;8.24585;8.95987;9.90601;10.6432;10.862;11.7281;12.1666;12.9011;13.5182;14.3569;14.8521;15.7403;16.2752;16.5594;17.3875;17.7982;18.4337;18.9572;19.3087;19.5956;19.7787;20.1714;20.3425;20.5864;20.4397;20.4828;20.5437;20.7296;20.8327;21","15;14.6558;14.1184;13.52;12.8825;12.2301;11.3049;11.0878;10.3939;9.90598;9.10935;8.74321;8.05866;7.39807;6.99986;6.79727;5.8638;5.23989;5.10318;4.48102;4.12961;3.73012;3.8511;3.92557;4.35939;4.08146;4.09555;3.92148;3.70989;3.70341;3.90422;4.2363;4.90975;4.97847;4.83049;5.14145;5.66883;5.86241;6.16821;6.84586;7.0932;7.69492;8.48751;9.14267;9.61212;10.1183;10.9173;11.7771;12.3708;12.893;13.5415;14.5231;14.6654;15",0.542927,"0;0.0333333;0.966667"
35.9881,5.1629,0.368664,"1;1.55002;1.74639;2.00285;2.56112;2.8434;2.73834;2.70577;2.80719;3.1978;3.56486;3.85689;4.25848;4.79451;5.44557;6.21468;6.89449;7.57715;8.43526;8.86929;9.3505;10.2305;11.0168;11.6922;12.6042;13.3603;14.2651;15.147;16.0206;16.8493;17.497;17.6268;18.2246;18.7814;19.0247;19.7131;19.996;20.3095;20.8053;21.1613;21.2494;21.2501;21.0305;21.2821;21.3388;21","15;14.1671;13.5909;12.689;11.8683;11.3302;10.727;10.4046;9.45601;8.80401;8.04627;7.21077;6.50979;5.67208;4.91781;4.47594;4.25762;4.09971;3.90963;3.6291;2.85981;2.44011;2.81194;3.24524;3.44837;3.93532;4.11284;4.29938;4.48026;4.79575;5.08856;5.47691;6.14607;6.76948;7.59047;8.26191;9.08259;9.39029;10.0827;10.8661;11.699;12.3422;13.1483;13.8219;14.228;15",0.68828,"0;0.0666667;0.933333"
41.4979,8.27463,0.466547,"1;1.3185;2.02475;2.72523;2.53118;2.49512;2.61439;2.66931;3.01955;3.48298;3.65599;3.91414;4.23592;4.55037;5.29561;6.25341;6.36036;6.71026;7.30627;7.43409;7.66123;8.4226;8.94679;9.84577;10.3348;11.2635;11.9549;12.8439;13.3948;14.1812;14.8709;15.4796;15.7643;16.6686;17.1772;17.3854;17.7642;18.499;18.9448;19.7708;20.3013;20.4399;20.5758;20.4236;20.228;20.0178;19.6196;19.1577;18.2673;17.9263;18.4623;18.7943;18.3133;18.8757;19.6885;19.8408;20.7218;21","15;14.6339;14.2318;13.7362;12.8812;12.4806;11.6968;10.7476;9.93559;9.1994;8.32004;7.81063;6.98085;6.49566;6.04131;6.0721;5.62576;4.95858;4.55505;4.47145;4.34805;3.80027;3.67384;3.54148;3.53266;3.61802;3.9025;3.61504;3.68269;3.9432;4.40265;4.79676;5.20549;5.54897;5.78701;5.84872;6.74267;7.31549;7.91096;8.28226;9.12295;9.91288;10.7355;11.5826;12.1641;12.6781;13.134;13.0511;12.9696;13.9001;14.6493;15.5565;15.0032;14.5455;14.6321;14.6484;14.6926;15",1.24735,"0;0.1;0.9"
37.0202,5.00969,0.378866,"1;1.19833;1.67711;1.72746;2.06637;2.10178;2.48814;2.69132;2.98573;3.14619;3.51243;4.10202;4.30738;4.72652;5.54087;5.96425;6.11182;6.58017;7.13526;7.8666;8.53867;9.04563;9.76617;10.37;10.6055;11.5228;12.2941;13.2151;13.9805;14.7744;15.3285;16.0804;16.6066;17.0041;17.6333;18.2558;18.7015;19.0738;19.7235;20.4783;20.5549;20.8127;21.0335;21.7345;21.9183;22.0904;22.2475;22.5077;21.7432;21.0481;20.9481;21","15;14.7781;13.9002;13.4947;12.6248;12.4359;11.6296;10.6704;9.72065;8.77201;7.84316;7.15313;6.84968;6.24876;6.11551;5.31064;5.14549;4.80847;4.4369;3.93113;3.61668;3.32937;3.28651;3.824;3.65386;3.61248;3.63344;3.8657;3.76452;3.86409;3.88653;4.31599;4.67744;5.50253;5.56546;5.96463;6.19867;6.56081;7.03589;7.66831;8.29244;8.81113;9.11765;9.82595;10.568;10.9689;11.587;12.4461;12.861;13.2425;14.1979;15",0.996308,"0;0.133333;0.866667"
39.1717,5.0276,0.402367,"1;1.43201;1.69515;1.77855;1.89626;2.19537;2.54146;3.06786;3.15872;3.11761;3.2819;3.39702;3.39155;3.40888;3.41345;3.06793;3.45925;3.93796;4.67355;5.57139;6.32214;6.91599;7.43906;8.07889;9.02057;9.78656;10.4492;10.9809;11.6563;12.6478;13.4507;14.1801;14.5852;15.1965;15.8578;16.7064;17.4799;17.7258;18.5212;19.2095;19.9627;20.522;21.0845;21.6175;21.9873;21.9282;21.9916;21.6438;21.6363;22.0039;21.9607;21.6043;21.0743;21","15;14.7126;14.3134;13.3168;12.6957;12.1839;11.3636;10.9343;10.4739;9.54725;8.73133;7.88145;7.24353;6.35086;5.73475;4.92378;4.54326;4.19697;4.15809;4.3162;4.09024;3.40137;3.54536;3.60847;3.69927;3.63569;3.41511;3.4036;3.57869;3.44796;3.58945;3.79866;4.19209;4.07179;4.18436;4.37379;4.44062;4.72741;5.24245;5.7315;6.33799;7.12289;7.92775;8.75202;9.36508;10.3033;10.8299;11.7138;12.3352;13.1984;13.6604;14.2858;14.899;15",1.17324,"0;0.166667;0.833333"
39.1997,5.53542,0.416595,"1;1.26007;2.20353;2.37781;1.8075;1.60592;1.62443;1.99615;2.42444;2.66628;2.75919;2.82389;3.24866;3.6069;3.90865;4.29601;4.74458;4.95735;5.03216;5.67737;6.09389;6.94926;7.82316;8.29854;9.25471;9.9538;10.3335;11.0212;11.687;12.481;12.9767;13.7974;14.4652;14.9607;15.1773;15.3796;15.9963;16.4629;17.4154;17.8457;18.3576;18.7862;19.3864;19.8531;20.2786;20.5045;21.2392;21.3493;21.6955;21.8127;22.1616;22.435;22.134;21.8074;21.5117;21","15;15.0154;15.0027;14.4796;13.8071;12.8337;12.1258;11.1988;10.4253;9.64365;8.81147;8.05166;7.58126;6.70186;5.97417;5.28089;4.91234;4.75168;4.5275;3.90245;3.71474;3.75498;3.44538;3.28686;3.41539;2.91813;2.89465;3.04317;2.92099;2.94156;3.25157;3.27893;3.59977;4.09587;4.41845;4.85518;5.38433;5.45752;5.51323;6.01322;6.66037;7.39067;7.43231;7.8691;8.5577;8.81694;9.45278;10.3947;10.51;11.376;12.1856;13.067;13.3607;14.2092;14.9568;15",1.44036,"0;0.2;0.8"
37.6523,4.82507,0.38683,"1;1.17131;1.86403;2.25499;2.115;2.41621;2.78459;2.80068;2.82697;3.25759;3.60011;3.67465;3.981;4.36052;4.79065;5.43749;5.96715;6.30382;7.10197;7.72573;8.60599;9.07651;9.98974;10.7703;11.2279;12.0356;12.8559;13.201;13.9584;14.39;15.1234;16.0338;16.6988;17.3974;17.9152;18.2412;18.9418;19.3433;20.2198;20.4439;21.0285;21.6088;21.7447;22.1229;22.1359;22.3087;22.6756;22.5128;22.1567;21.4421;21","15;14.8307;14.312;13.7656;12.8726;11.9285;11.554;10.821;9.85647;9.11591;8.3996;7.49344;6.66584;5.94209;5.74278;5.34515;4.619;4.17482;3.87718;3.43804;3.53194;3.51829;3.6621;3.7524;3.78748;3.88889;3.56509;3.71208;3.82044;3.6752;4.1396;4.31456;4.4101;4.88351;5.58407;5.78385;6.03052;6.40703;6.78737;6.96553;7.47081;8.0076;8.94661;9.79126;10.6824;11.2629;12.1831;12.6136;13.5284;14.1332;15",1.42242,"0;0.233333;0.766667"
31.162,8.07022,12.8932,"1;1.91119;2.67606;3.23889;3.6255;3.8354;4.14165;4.33166;4.72099;5.46147;5.70672;6.09471;6.87927;7.41443;8.13497;8.73269;9.54135;10.2176;11.0417;11.3949;12.2921;12.9651;13.6676;14.6393;15.4489;16.111;16.9223;17.4512;17.7013;18.14;18.4944;18.6991;19.0359;19.4926;19.7323;19.8309;19.8779;20.0018;20.1174;20.1181;20.8615;21.1525;21","15;15.2611;15.7773;16.4496;17.0088;17.6515;18.5965;19.4914;20.3108;20.834;20.9197;21.6924;21.8623;21.8753;22.463;23.0026;23.4759;23.7298;24.0471;23.6578;23.9991;23.949;23.9722;23.9746;23.7057;23.461;23.0986;22.8359;22.2791;21.8276;21.2018;20.3263;19.8672;19.3321;18.8464;18.3206;17.4843;16.5785;16.5008;15.5254;15.6096;14.9346;15",11.6071,"0;0.266667;0.733333"
41.0742,5.2755,0.420977,"1;1.39575;2.19487;2.32032;2.4925;2.69163;2.88459;2.9039;2.74573;2.95177;3.05192;3.11498;3.34941;3.84265;4.18275;4.60349;4.96457;5.45087;6.16005;6.81545;7.46074;8.19126;8.70297;9.51852;10.3848;10.7803;11.3986;12.2801;12.6343;13.5124;14.3244;14.9248;15.4164;15.8141;16.2631;16.3084;17.2703;18.2282;18.9138;19.7803;20.216;20.958;21.5586;21.8977;22.2271;22.1659;22.0414;21.4958;20.8163;19.9076;19.4302;19.7625;20.6575;20.8644;20.9833;21.2464;21.2138;21","15;14.6666;14.126;13.4554;12.658;12.3661;11.594;10.8298;9.95308;9.39747;8.9337;8.03352;7.49373;6.8692;6.19746;5.64484;5.09984;4.49601;4.50844;4.33311;4.1598;4.03279;4.14084;3.82299;3.62391;3.52967;3.5866;3.54089;3.53104;3.52742;3.79636;4.20076;4.3904;4.75885;5.35641;5.74049;5.80169;6.01062;5.9566;6.38235;6.62956;6.3407;6.38947;7.0664;7.66235;8.61263;9.42599;10.1184;10.7724;10.6092;10.966;11.8934;12.0374;12.5226;13.2266;14.0123;14.512;15",1.87733,"0;0.3;0.7"
