Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
21.1334,0.974272,0.239011,"1;1.86967;2.63985;3.4687;4.08331;4.62147;5.58271;6.1026;7.02747;7.788;8.7264;9.71787;10.2257;10.9405;11.0665;12.06;13.0495;13.7605;14.2708;14.8058;15.774;16.7736;17.307;18.2009;19.1242;19.6581;20.3073;21","15;14.8847;14.8887;14.8346;14.9524;15.1085;15.2673;15.6801;15.6587;15.6941;15.9904;15.8682;15.9711;16.4628;16.7667;16.6528;16.5085;16.5411;16.2874;16.6011;16.3508;16.3814;16.2566;15.9292;15.5787;15.6188;15.5186;15",0.239011,"0;0;1"
23.5427,1.01651,0.30098,"1;1.81447;2.7138;3.18755;4.01009;4.36858;5.07687;5.87279;6.79783;7.69735;7.97527;8.86292;9.45863;9.96368;10.4963;11.4732;12.2035;13.1338;13.9665;14.3055;14.5052;15.3422;15.851;16.4265;17.2534;17.9166;18.803;19.4002;20.1792;20.7952;21","15;15.2445;15.1359;14.7587;14.5345;14.5201;14.657;14.6922;14.6933;14.8298;15.0891;15.275;16.0701;16.4885;15.9137;15.782;16.2512;16.3381;16.6057;17.1581;17.8875;18.3514;18.3602;17.8954;17.8751;17.1746;16.8821;16.2876;15.6606;15.2049;15",0.336757,"0;0.05;0.95"
23.3804,1.05603,0.27114,"1;1.93452;2.34426;3.14598;3.59188;4.08042;4.95454;5.48852;6.21938;7.21733;7.84472;8.65331;9.46953;10.4349;11.3656;11.7703;12.2938;13.1462;13.7225;14.1704;14.9534;15.6196;16.2437;17.0149;17.5417;17.7438;18.6144;19.328;19.8207;20.6596;21.0551;21","15;15.3559;15.7428;15.9228;16.0482;16.3161;16.6289;16.7644;16.8958;16.9597;17.097;16.6582;16.907;16.9713;16.7638;16.0627;15.615;15.3859;14.6573;14.595;14.5135;14.2954;14.1858;14.3891;14.8647;15.2947;15.6615;16.2919;16.5413;16.0136;15.0952;15",0.349629,"0;0.1;0.9"
21.8534,1.00111,0.230835,"1;1.97609;2.97602;3.402;4.13142;4.96811;5.96806;6.96658;7.6485;8.10665;8.84406;9.38305;10.1281;10.7814;11.5936;12.3045;13.1587;13.7937;14.5386;15.3766;16.3027;17.0637;18.0279;18.3806;19.0438;19.9977;20.5141;20.9857;21","15;14.7826;14.794;14.9355;14.3447;14.1915;14.1818;14.2362;14.9676;14.7255;14.9602;14.9685;14.4716;14.385;14.4885;14.6304;14.8173;15.2963;15.3828;15.7247;15.8408;15.5061;15.499;15.4922;15.9002;15.8983;15.9086;15.0267;15",0.346376,"0;0.15;0.85"
22.2473,1.06977,0.246818,"1;1.96145;2.70309;2.87463;3.84971;4.58726;5.28733;6.11109;6.37767;7.07721;7.0031;7.79701;8.27098;9.16612;10.0401;11.0254;11.963;12.8723;13.6216;14.6001;15.5121;16.4736;17.4735;18.0231;18.8583;19.5267;20.0981;21","15;14.725;14.0542;14.0629;13.9684;14.4404;15.0246;15.2004;15.3299;15.6911;16.4784;16.6136;16.7605;16.6045;16.9002;16.7293;16.3814;15.9654;15.5793;15.7696;15.3594;15.0846;15.0659;14.9805;15.0028;14.808;14.7019;15",0.411408,"0;0.2;0.8"
21.5056,1.03905,0.220569,"1;1.91019;2.88366;3.87389;4.74953;5.61428;6.51246;7.4735;8.47348;9.41505;9.82333;10.5078;11.4758;12.2961;12.7171;13.6846;14.3922;15.3757;16.3737;16.8834;17.5408;18.2067;19.0592;19.6731;20.0045;20.8404;21","15;14.5858;14.357;14.2176;14.7005;14.1983;14.6379;14.9144;14.9207;14.7531;14.5565;13.8275;14.0784;13.8627;13.8695;13.777;13.7532;13.5723;13.6364;13.6255;13.5719;14.2124;14.0747;14.5385;14.7445;14.9863;15",0.42519,"0;0.25;0.75"
22.3595,1.05243,0.240936,"1;1.88805;2.6254;3.45048;4.45012;4.70312;5.57017;6.26302;7.03908;7.69363;8.69344;9.55994;10.5532;11.114;11.8881;12.8542;13.414;14.312;15.0615;15.5684;16.3473;17.0693;18.0486;18.8353;19.4345;20.2954;21","15;15.2175;15.7803;16.3453;16.3184;16.491;16.3144;16.1426;15.7977;15.3213;15.3019;15.7404;15.832;15.0811;15.0563;15.1699;15.2871;15.3086;14.7464;13.9704;13.5266;14.2185;14.1863;14.417;14.6529;14.9826;15",0.484385,"0;0.3;0.7"
22.4644,1.09431,0.235709,"1;1.67686;2.57001;3.13858;3.61522;4.53058;4.93959;5.42868;6.01765;6.66443;7.46834;7.9657;8.86057;9.58087;10.1472;11.1345;12.1269;12.7941;13.7374;14.582;15.4683;16.1295;16.7693;17.1265;18.1024;18.4367;19.2494;20.1163;21","15;15.4144;15.0839;15.0427;14.5831;14.7637;14.6025;15.4244;15.2106;14.5831;14.6185;14.8339;14.4341;14.597;14.0098;13.9761;14.0993;13.9566;14.0851;14.5964;14.7581;14.8948;15.6029;15.8774;16.0447;15.9426;15.36;15.3523;15",0.53622,"0;0.35;0.65"
25.5058,1.02102,0.283408,"1;1.99858;2.49014;3.13907;3.89836;4.05115;5.03176;5.90135;6.47381;6.62752;7.52078;8.18728;9.16071;9.90131;10.7916;11.5725;11.8854;12.8273;13.4691;13.7279;13.8319;14.204;14.6029;15.3959;16.1933;16.3298;16.494;17.2737;17.9879;18.8144;19.3611;20.1052;20.7863;21","15;14.9467;14.9268;14.6547;14.1738;14.1495;13.9714;14.1823;14.2943;15.0234;15.2901;15.8584;16.0206;16.0513;15.7991;15.4242;15.3647;15.5238;15.8392;16.3334;17.3118;17.2128;17.1152;16.6463;17.2297;16.4869;15.5005;14.8743;14.1744;13.766;13.981;14.1288;14.2778;15",0.578451,"0;0.4;0.6"
23.4186,1.09997,0.238206,"1;1.05539;1.85354;2.79411;3.17287;3.87503;4.55738;5.27761;6.26351;6.97619;7.88451;8.78808;9.60909;10.2603;10.4719;11.3791;12.0974;12.5373;13.2628;14.1626;14.8277;15.4287;16.0935;16.8074;17.3493;18.0637;18.6829;19.4368;19.7689;20.2126;20.6563;21","15;14.9805;14.479;14.8186;15.0012;14.8847;14.5365;14.2997;14.1563;14.4994;14.5681;14.5371;14.2968;13.7479;13.4852;13.3847;12.9505;12.6389;12.1981;11.7618;11.7025;11.2056;11.0241;11.4342;11.7194;11.9105;12.284;12.606;12.5136;13.4098;14.3059;15",0.626,"0;0.45;0.55"
