Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
23.3095,1.02039,0.253307,"1;1.46378;2.36483;2.45814;3.27841;3.63204;4.19366;4.76605;5.63296;6.5766;7.34202;7.97534;8.37772;8.667;9.53472;10.2462;10.9111;11.657;12.2633;12.8276;13.3905;13.9364;14.4618;15.2764;16.235;16.8211;17.7588;18.6737;19.6605;20.5764;21","15;15.0586;15.3532;15.421;15.548;15.5637;16.0315;15.6954;15.9119;15.8995;15.741;15.5093;14.7074;14.4244;14.1592;13.9358;14.654;14.9669;15.3524;16.0327;16.5921;16.5929;16.2557;16.0449;16.3298;15.5196;15.2165;14.8863;14.7246;14.3231;15",0.253307,"0;0;1"
21.2931,1.03888,0.218292,"1;1.36949;2.0745;2.72767;3.55064;4.16736;4.95471;5.91943;6.7896;7.71983;8.5234;9.49608;10.4928;11.4728;12.4004;13.3972;14.2475;15.2304;16.1209;17.082;17.7664;18.6056;18.7365;19.5831;20.2722;21","15;15.0994;14.6423;14.5912;14.5746;14.6555;14.039;13.8173;14.093;13.726;13.1308;13.363;13.2816;13.2579;13.128;13.2077;13.7339;13.9182;14.3732;14.6493;14.5999;14.9679;15.035;15.1785;15.3842;15",0.259322,"0;0.05;0.95"
23.3231,1.03671,0.23678,"1;1.99794;2.91103;3.66426;4.55111;5.35449;6.1249;6.8228;7.59813;8.56484;9.49822;9.93126;10.4132;10.8436;11.7606;12.7541;12.7796;13.751;14.2945;15.1886;16.1788;16.9072;17.7805;18.2873;18.9925;19.1916;19.7742;19.737;20.1533;21","15;15.0641;14.6564;13.9986;13.6225;13.5372;13.7233;13.7801;13.3454;13.2139;13.0589;13.7338;13.5367;12.8127;12.8039;12.8286;12.7119;12.5911;12.2769;12.0864;11.9911;12.2835;12.5276;12.9464;13.2715;13.1894;13.9348;14.423;15.2084;15",0.316773,"0;0.1;0.9"
21.5075,1.08759,0.225795,"1;1.31037;2.28597;2.7406;3.35644;4.09929;4.38851;5.16898;6.09393;6.29055;7.03991;7.85268;8.22663;9.19018;9.77634;10.7706;11.7332;12.3562;13.2295;14.1516;14.3957;15.395;16.1824;17.1083;17.4661;17.8028;18.1611;18.952;19.601;20.5212;21","15;15.2428;15.0282;15.5579;15.4662;15.4882;15.4734;14.8482;14.4681;14.3729;14.1033;14.2548;14.2946;14.1926;14.1164;14.0096;14.2805;14.601;14.6963;14.8533;15.2456;15.2084;15.7357;15.5631;15.5975;15.4581;15.32;15.094;15.083;15.3345;15",0.355064,"0;0.15;0.85"
23.2444,1.08587,0.27004,"1;1.41244;2.30852;3.1676;3.74736;4.38951;4.89358;5.52456;6.40309;7.25666;7.52402;8.31809;9.26493;10.0489;10.8116;11.5587;11.9683;12.4547;13.3012;13.9829;14.9168;15.6171;16.419;17.2488;17.4816;18.3834;19.0775;19.7772;20.7424;21","15;15.2124;14.8165;15.3137;16.0181;16.4197;16.3454;16.3633;16.2114;16.012;16.0509;15.9635;15.671;15.5552;15.0014;15.3076;16.199;16.2821;16.434;16.5536;16.8542;16.5186;16.8027;17.3011;16.6336;16.6687;16.3768;15.7291;15.6965;15",0.433205,"0;0.2;0.8"
21.8862,1.00363,0.231835,"1;1.47003;2.29653;2.77504;3.61625;4.42361;5.37418;6.35722;7.34948;8.34946;9.23904;9.86016;10.8071;11.7351;12.4859;13.1204;13.8744;14.216;15.2011;15.9773;16.6957;17.5471;17.8629;18.7037;19.5025;20.0484;20.6931;21","15;14.9537;14.7244;14.597;14.2136;14.7369;15.0474;15.2308;15.1065;15.1013;14.6446;13.8608;14.1821;14.5548;15.2153;15.5567;15.9708;15.8021;15.6304;15.5812;15.4061;15.3715;15.4993;15.8167;15.7317;15.6104;14.9414;15",0.424785,"0;0.25;0.75"
28.5237,1.15286,0.299318,"1;1.40731;2.29716;3.15594;3.78134;4.33981;4.95405;5.34035;5.88795;6.52989;6.72395;7.25336;7.55856;7.84337;8.49848;9.16005;9.93165;10.7269;11.1761;11.8776;12.4755;13.0034;13.8395;14.31;15.0731;15.7767;16.2791;17.2107;17.9156;18.7335;19.4082;19.7608;20.0745;20.3095;20.123;20.8915;21.1586;21.538;21.4068;21","15;15.0311;15.3059;15.6818;16.355;17.16;16.9044;16.5496;16.3933;15.8969;15.3123;14.6155;14.4044;13.5029;12.9334;12.5345;11.9245;11.6086;11.3304;11.8441;11.8746;11.6691;11.2449;10.8398;10.6436;10.1143;10.0629;9.80884;9.97448;10.1205;10.227;10.8884;11.1447;11.7249;12.3953;12.7072;13.3389;14.1659;14.7783;15",0.555381,"0;0.3;0.7"
29.3852,1.34338,0.305088,"1;1.74354;2.22675;2.95437;3.34237;3.95316;3.94372;4.23176;5.05828;5.98682;6.7375;7.73749;8.61536;9.32229;9.4149;9.45087;8.8658;9.30452;10.299;10.3879;10.5494;11.3635;11.9105;12.6203;12.9505;13.7821;14.7505;14.6824;15.4164;16.3383;16.7446;17.5957;18.3053;18.912;19.3523;19.8588;20.5145;21","15;14.3313;13.8199;13.5096;13.4262;12.9191;12.4253;11.4948;10.9319;10.5606;11.2213;11.2254;11.4383;12.1184;12.7073;13.3224;14.038;14.8121;14.8516;15.8006;16.5254;16.0206;16.0322;15.5611;15.3014;14.746;14.4966;13.957;13.6951;14.0234;14.769;15.2771;15.3523;15.4722;15.1098;14.9052;14.6941;15",0.668492,"0;0.35;0.65"
22.7315,1.0116,0.234608,"1;1.90047;2.14981;3.00978;3.44935;4.08361;4.76019;5.70081;6.52068;7.47062;8.44601;8.82012;9.26794;9.89387;10.7734;11.6637;12.1478;12.9904;13.4985;14.262;14.5712;15.2942;16.2067;16.9122;17.5942;18.3808;19.0998;19.9847;20.4318;21","15;15.0359;14.9899;14.9195;15.3546;15.4198;15.1547;14.8556;15.0693;15.271;15.4059;14.8203;14.2688;13.7451;14.2209;14.6762;14.6047;14.3851;14.2035;13.6727;13.6307;13.1577;12.8716;12.5132;12.8584;13.1342;13.4147;13.7608;14.6023;15",0.545405,"0;0.4;0.6"
21.749,1.05049,0.248474,"1;1.86076;2.8604;3.81863;4.06608;4.97241;5.54104;6.35547;6.67903;7.33429;8.18134;8.89199;9.31584;10.1684;10.7249;11.5955;12.227;12.8599;13.7386;14.5565;15.5143;16.4536;17.2392;17.6774;18.443;18.9727;19.791;20.5286;21","15;15.509;15.4824;15.3621;15.5557;15.7599;15.6186;15.698;16.0229;16.0241;15.8669;16.0801;15.8971;16.3718;16.6672;17.0456;17.1576;16.8136;16.3363;15.7609;15.4736;15.7628;16.1538;16.0593;16.1116;15.7583;15.8414;15.5154;15",0.60938,"0;0.45;0.55"
