Parent Map for Subproblem Tree 11
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.45773, 14.7988) -> 0 (1, 15)
    2 (1.49435, 14.3001) -> 33934 (1.30349, 14.7022)
    3 (1.19973, 15.4584) -> 0 (1, 15)
    4 (1.88962, 13.9939) -> 35672 (1.62886, 14.3567)
    5 (1.50617, 15.8535) -> 76177 (1.50368, 15.8144)
    6 (2.37443, 13.8716) -> 62156 (2.20389, 13.9647)
    7 (1.89834, 16.1636) -> 72697 (1.78395, 16.0087)
    8 (2.38979, 16.2557) -> 76810 (2.04594, 15.9755)
    9 (2.49045, 16.7455) -> 39715 (2.37804, 16.5913)
    10 (2.79933, 13.6081) -> 46067 (2.51684, 13.7938)
    11 (2.87979, 13.1146) -> 73741 (2.59971, 13.5137)
    12 (3.37413, 13.0396) -> 36049 (3.14303, 12.9924)
    13 (3.65166, 12.6237) -> 68760 (3.16871, 12.6995)
    14 (2.97326, 16.8755) -> 66487 (2.69123, 16.6741)
    15 (3.66487, 12.1238) -> 76010 (3.24961, 12.3933)
    16 (3.98056, 11.7361) -> 62095 (3.75899, 11.9172)
    17 (4.3542, 11.4039) -> 77912 (4.33837, 11.3971)
    18 (4.49141, 10.9231) -> 74727 (4.13218, 11.2142)
    19 (3.44136, 17.0512) -> 66664 (3.13868, 16.8801)
    20 (3.76094, 17.4357) -> 39861 (3.38498, 17.1779)
    21 (4.97356, 11.0555) -> 76646 (4.67691, 11.2601)
    22 (5.1849, 10.6023) -> 64232 (4.85902, 10.809)
    23 (5.41663, 11.2872) -> 51668 (5.00737, 11.5148)
    24 (3.77553, 13.3377) -> 79312 (3.67431, 13.3766)
    25 (5.19163, 10.1024) -> 75385 (4.78891, 10.3763)
    26 (5.32525, 9.62057) -> 24110 (4.92631, 9.78352)
    27 (5.91296, 11.3477) -> 64328 (5.59776, 11.3205)
    28 (6.3848, 11.1823) -> 79442 (6.36089, 11.1903)
    29 (4.11398, 17.7898) -> 53867 (4.11196, 17.7704)
    30 (5.69116, 9.27982) -> 68287 (5.4668, 9.48877)
    31 (6.86893, 11.0573) -> 78216 (6.56144, 11.0202)
    32 (7.36412, 11.1264) -> 21071 (6.9237, 11.096)
    33 (6.08551, 8.97243) -> 52700 (5.70117, 9.1073)
    34 (7.84665, 11.2575) -> 24377 (7.39086, 11.1549)
    35 (5.77427, 8.58111) -> 31626 (5.40458, 8.69678)
    36 (8.3276, 11.1207) -> 56904 (7.9871, 10.8463)
    37 (4.42663, 18.18) -> 68946 (4.16199, 18.032)
    38 (6.00458, 8.13732) -> 25460 (5.61151, 8.33823)
    39 (5.82061, 7.67239) -> 47016 (5.78065, 7.70466)
    40 (5.88528, 7.1766) -> 59872 (5.72197, 7.35894)
    41 (4.26483, 18.6531) -> 30336 (4.01118, 18.4167)
    42 (6.31927, 6.92829) -> 26541 (5.94153, 7.24503)
    43 (6.13915, 6.46186) -> 72277 (5.88228, 6.61575)
    44 (4.63559, 18.9885) -> 37584 (4.59492, 18.9705)
    45 (4.01654, 17.9666) -> 45222 (3.66032, 17.6516)
    46 (6.80517, 6.81037) -> 66212 (6.32781, 6.94682)
    47 (4.98568, 19.3455) -> 76311 (4.7516, 19.1896)
    48 (6.16421, 5.96249) -> 79979 (6.03834, 5.9712)
    49 (5.67432, 5.86247) -> 54458 (5.37855, 6.17152)
    50 (6.50287, 5.59464) -> 60641 (6.10701, 5.81496)
    51 (5.44689, 19.5386) -> 72215 (5.03094, 19.3394)
    52 (6.9874, 5.47124) -> 56164 (6.63611, 5.63669)
    53 (5.89051, 19.7693) -> 51 (5.44689, 19.5386)
    54 (6.38979, 19.7961) -> 33877 (6.07945, 19.6534)
    55 (7.21373, 5.0254) -> 75915 (7.09218, 5.05659)
    56 (7.28078, 6.96461) -> 48511 (6.88786, 7.07185)
    57 (7.11445, 4.53536) -> 73989 (6.8142, 4.8236)
    58 (3.77642, 18.5865) -> 29593 (3.61836, 18.4845)
