Parent Map for Subproblem Tree 1
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.45773, 14.7988) -> 0 (1, 15)
    2 (1.49435, 14.3001) -> 33934 (1.30349, 14.7022)
    3 (1.19973, 15.4584) -> 37342 (1.16889, 15.3949)
    4 (1.88962, 13.9939) -> 35672 (1.62886, 14.3567)
    5 (1.50617, 15.8535) -> 3 (1.19973, 15.4584)
    6 (2.37443, 13.8716) -> 62156 (2.20389, 13.9647)
    7 (1.89834, 16.1636) -> 72942 (1.72722, 16.0119)
    8 (2.38979, 16.2557) -> 74230 (2.20092, 16.1552)
    9 (2.49045, 16.7455) -> 53503 (2.45718, 16.7338)
    10 (2.79933, 13.6081) -> 13773 (2.38701, 13.851)
    11 (2.87979, 13.1146) -> 57689 (2.59957, 13.175)
    12 (3.37413, 13.0396) -> 62064 (3.06384, 13.2026)
    13 (3.65166, 12.6237) -> 73819 (3.5266, 12.6938)
    14 (2.97326, 16.8755) -> 52243 (2.56376, 16.6457)
    15 (3.66487, 12.1238) -> 47774 (3.53204, 12.1559)
    16 (3.98056, 11.7361) -> 78644 (3.89835, 11.7766)
    17 (4.3542, 11.4039) -> 72618 (3.98597, 11.5338)
    18 (4.49141, 10.9231) -> 73388 (4.13649, 10.9546)
    19 (3.44136, 17.0512) -> 14 (2.97326, 16.8755)
    20 (3.76094, 17.4357) -> 49036 (3.35659, 17.3451)
    21 (4.97356, 11.0555) -> 76889 (4.60155, 11.0444)
    22 (5.1849, 10.6023) -> 28088 (4.8701, 10.6721)
    23 (5.41663, 11.2872) -> 79559 (4.93006, 11.2826)
    24 (3.77553, 13.3377) -> 48517 (3.39474, 13.444)
    25 (5.19163, 10.1024) -> 49175 (4.71237, 10.1439)
    26 (5.32525, 9.62057) -> 74278 (4.89223, 9.58537)
    27 (5.91296, 11.3477) -> 23 (5.41663, 11.2872)
    28 (6.3848, 11.1823) -> 76972 (6.11279, 11.1431)
    29 (4.11398, 17.7898) -> 45222 (3.66032, 17.6516)
    30 (5.69116, 9.27982) -> 77288 (5.22743, 9.17363)
    31 (6.86893, 11.0573) -> 46020 (6.80002, 11.0377)
    32 (7.36412, 11.1264) -> 79045 (6.90767, 10.9503)
    33 (6.08551, 8.97243) -> 56079 (5.68412, 8.78617)
    34 (7.84665, 11.2575) -> 32 (7.36412, 11.1264)
    35 (5.77427, 8.58111) -> 57125 (5.61672, 8.47718)
    36 (8.3276, 11.1207) -> 35117 (7.95803, 10.8478)
    37 (4.42663, 18.18) -> 70340 (4.0088, 18.1264)
    38 (6.00458, 8.13732) -> 78023 (5.55315, 7.98178)
    39 (5.82061, 7.67239) -> 32886 (5.48268, 7.56404)
    40 (5.88528, 7.1766) -> 26334 (5.54228, 7.05493)
    41 (4.26483, 18.6531) -> 56971 (3.93287, 18.6064)
    42 (6.31927, 6.92829) -> 68564 (6.2515, 6.90059)
    43 (6.13915, 6.46186) -> 61021 (5.7956, 6.35235)
    44 (4.63559, 18.9885) -> 77309 (4.58509, 18.9709)
    45 (4.01654, 17.9666) -> 53189 (3.8863, 17.9445)
    46 (6.80517, 6.81037) -> 58651 (6.4432, 6.61244)
    47 (4.98568, 19.3455) -> 49571 (4.52583, 19.3086)
    48 (6.16421, 5.96249) -> 22088 (5.88854, 5.9145)
    49 (5.67432, 5.86247) -> 74029 (5.22708, 5.79669)
    50 (6.50287, 5.59464) -> 52809 (6.06309, 5.40284)
    51 (5.44689, 19.5386) -> 14531 (4.97289, 19.5482)
    52 (6.9874, 5.47124) -> 73893 (6.60528, 5.3991)
    53 (5.89051, 19.7693) -> 57877 (5.76395, 19.8029)
    54 (6.38979, 19.7961) -> 37302 (5.94948, 19.9495)
    55 (7.21373, 5.0254) -> 73989 (6.8142, 4.8236)
    56 (7.28078, 6.96461) -> 76371 (7.00715, 6.7911)
    57 (7.11445, 4.53536) -> 77957 (6.68537, 4.38701)
    58 (3.77642, 18.5865) -> 48203 (3.40067, 18.3711)
