Parent Map for Subproblem Tree 17
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.95679, 15.2908) -> 0 (1, 15)
    2 (2.90764, 14.9811) -> 7027 (2.14933, 15.0794)
    3 (3.28724, 15.9062) -> 2415 (2.4881, 15.6367)
    4 (3.41676, 14.1204) -> 9342 (2.96908, 14.1389)
    5 (4.20499, 13.505) -> 8185 (3.64763, 13.7229)
    6 (4.47092, 12.541) -> 4724 (4.30385, 12.6376)
    7 (5.39812, 12.1665) -> 5323 (4.91899, 12.3743)
    8 (6.0278, 11.3896) -> 4667 (5.34844, 11.559)
    9 (3.83564, 16.7425) -> 5109 (3.10779, 16.4769)
    10 (5.84275, 10.4069) -> 3154 (4.98638, 10.5658)
    11 (6.30275, 9.51895) -> 7181 (5.70896, 9.58045)
    12 (4.80174, 17.0006) -> 7445 (4.4483, 16.9267)
    13 (7.29543, 9.63969) -> 7248 (6.83901, 9.38029)
    14 (5.70802, 8.71503) -> 9556 (4.94673, 8.91295)
    15 (5.10329, 17.9541) -> 6313 (4.13078, 17.7733)
    16 (6.78728, 12.0401) -> 627 (5.94627, 12.0954)
    17 (5.89094, 18.5702) -> 9701 (5.48457, 18.5786)
    18 (7.5299, 8.66756) -> 4692 (6.86866, 8.5155)
    19 (4.76376, 8.38582) -> 9088 (4.21991, 8.79512)
    20 (8.50668, 8.45331) -> 9192 (7.62768, 8.24907)
    21 (4.21736, 7.54829) -> 5635 (3.88512, 7.77366)
    22 (6.36789, 19.4491) -> 9156 (5.8252, 19.4991)
    23 (9.19521, 7.7281) -> 8743 (8.56211, 7.52212)
    24 (9.49197, 6.77315) -> 9518 (9.04976, 6.37396)
    25 (10.3071, 6.19394) -> 9595 (9.45402, 5.92381)
    26 (7.19661, 20.0088) -> 6579 (6.7202, 19.8577)
    27 (11.2965, 6.04851) -> 4850 (10.7652, 5.77712)
    28 (8.18711, 19.8712) -> 5637 (7.71602, 20.0826)
    29 (12.271, 6.27316) -> 7568 (11.5222, 6.06905)
    30 (12.9821, 6.9762) -> 9417 (12.5373, 6.55591)
    31 (13.786, 6.38142) -> 9167 (13.4412, 6.07885)
    32 (14.6975, 5.97011) -> 9191 (14.9073, 5.94501)
    33 (15.2926, 6.77376) -> 9191 (14.9073, 5.94501)
    34 (8.66952, 20.7472) -> 8366 (8.02941, 20.9886)
    35 (9.63017, 21.0249) -> 4246 (8.97468, 21.0819)
    36 (15.248, 7.77277) -> 6892 (15.1682, 7.02044)
    37 (15.3973, 5.25577) -> 5260 (14.5797, 4.8216)
    38 (10.5474, 20.6266) -> 2628 (9.8426, 20.9299)
    39 (15.8392, 8.5793) -> 7999 (15.739, 8.39733)
    40 (11.4907, 20.2948) -> 9503 (10.5671, 20.6434)
    41 (12.4789, 20.4482) -> 8393 (11.6403, 20.8321)
    42 (4.59677, 14.3846) -> 9261 (3.79156, 14.5219)
    43 (8.01229, 21.5009) -> 7752 (7.3231, 21.2667)
    44 (7.19885, 22.0825) -> 8767 (6.83148, 21.9985)
    45 (9.92293, 5.2707) -> 5335 (9.47556, 5.09453)
    46 (15.8832, 8.86799) -> 8660 (15.736, 8.42293)
    47 (16.051, 4.49903) -> 8301 (15.1556, 4.46995)
    48 (9.47537, 4.37644) -> 9983 (8.59879, 4.37129)
    49 (3.22418, 7.43174) -> 9840 (2.68238, 8.10161)
    50 (7.46217, 11.3022) -> 5905 (6.7116, 11.0156)
    51 (13.2226, 21.1167) -> 6237 (13.0575, 21.2247)
    52 (7.52304, 23.0285) -> 9153 (7.319, 23.0148)
    53 (16.03, 3.49925) -> 9338 (15.7717, 3.43559)
    54 (17.0415, 4.63663) -> 9558 (16.2897, 4.10045)
    55 (14.075, 21.6397) -> 7298 (13.2854, 22.1998)
    56 (11.53, 19.2955) -> 8685 (11.2699, 19.8167)
    57 (7.81593, 23.9847) -> 9916 (7.22803, 23.7837)
    58 (16.1725, 9.82523) -> 8398 (16.615, 9.0139)
    59 (13.5313, 5.41439) -> 6470 (12.9436, 4.74181)
    60 (18.0415, 4.63411) -> 5089 (17.617, 4.40559)
    61 (18.838, 4.02954) -> 6105 (18.0224, 3.67992)
    62 (7.5147, 12.7263) -> 7992 (7.43958, 12.7224)
    63 (2.84355, 6.50701) -> 6729 (2.41155, 7.094)
    64 (7.90791, 24.9804) -> 9316 (7.49845, 24.5008)
    65 (17.0357, 10.33) -> 8637 (17.7278, 10.1511)
    66 (17.8855, 10.8571) -> 8637 (17.7278, 10.1511)
    67 (6.94662, 25.256) -> 9652 (6.60089, 24.5402)
    68 (10.9523, 18.4792) -> 4063 (10.5424, 19.3725)
    69 (14.3331, 22.6058) -> 9833 (13.9801, 22.89)
    70 (15.5104, 2.64486) -> 9920 (14.6954, 2.532)
    71 (8.96855, 5.56928) -> 6573 (8.14513, 5.68821)
    72 (15.5989, 1.64878) -> 6615 (14.7215, 1.6738)
    73 (3.70422, 12.7615) -> 6578 (3.12484, 13.2337)
    74 (4.87406, 17.1378) -> 8456 (4.03537, 16.8873)
    75 (8.76528, 25.4951) -> 7585 (7.98198, 25.45)
    76 (6.20256, 22.1686) -> 8453 (5.40487, 21.7997)
    77 (12.6122, 21.9088) -> 9586 (12.3442, 21.9948)
    78 (19.8232, 3.85806) -> 6581 (18.9111, 3.50161)
    79 (14.7819, 23.4995) -> 5553 (13.8709, 23.894)
    80 (11.0193, 17.4815) -> 2197 (10.7236, 17.6595)
    81 (3.33091, 11.8338) -> 9395 (3.05299, 11.9435)
    82 (1.85453, 6.35926) -> 9915 (1.44252, 7.11958)
    83 (20.0526, 2.88471) -> 9219 (19.2999, 3.11284)
