Parent Map for Subproblem Tree 14
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.94987, 15.3126) -> 0 (1, 15)
    2 (2.5817, 16.0877) -> 17681 (2.12605, 15.7856)
    3 (3.56666, 15.9149) -> 11736 (2.72497, 15.5589)
    4 (4.50259, 15.5628) -> 29317 (3.99402, 15.4689)
    5 (5.30308, 16.1621) -> 39182 (4.47864, 15.9574)
    6 (5.60951, 17.114) -> 32286 (5.34807, 17.0189)
    7 (5.0611, 14.7333) -> 31611 (4.17722, 14.8344)
    8 (6.3962, 17.7314) -> 25390 (5.5965, 17.4433)
    9 (5.89274, 14.178) -> 33664 (5.1869, 14.3439)
    10 (6.49839, 13.3822) -> 36147 (5.77123, 13.5881)
    11 (6.39592, 18.7314) -> 37037 (5.77077, 18.3099)
    12 (6.78476, 19.6527) -> 28241 (6.10594, 19.1767)
    13 (7.49801, 13.4096) -> 14370 (6.85377, 13.5893)
    14 (8.01282, 12.5523) -> 17220 (7.02087, 12.6606)
    15 (6.20307, 20.4661) -> 32490 (5.66665, 19.9075)
    16 (7.8105, 11.5729) -> 29228 (7.5028, 11.6646)
    17 (7.5538, 10.6065) -> 13489 (7.34172, 10.6973)
    18 (5.6467, 21.297) -> 33309 (5.46924, 21.0781)
    19 (7.58077, 20.2579) -> 31063 (7.25672, 20.0173)
    20 (5.27457, 22.2252) -> 37279 (4.85173, 21.524)
    21 (8.58047, 20.2333) -> 33055 (7.81977, 19.6704)
    22 (8.03338, 9.72896) -> 32803 (7.34393, 10.1066)
    23 (8.86275, 9.17025) -> 34029 (8.2767, 9.60355)
    24 (9.56411, 8.45745) -> 30637 (9.04636, 8.80571)
    25 (9.54744, 19.9785) -> 32125 (8.80929, 19.5495)
    26 (9.03112, 7.61133) -> 31198 (8.46465, 8.04649)
    27 (10.4556, 8.91051) -> 39820 (10.1288, 9.00651)
    28 (7.3919, 17.6387) -> 36057 (6.58048, 17.3161)
    29 (5.98423, 22.9297) -> 34896 (5.83621, 22.7058)
    30 (6.69682, 10.0911) -> 23227 (6.44618, 10.2759)
    31 (6.80131, 23.5063) -> 29212 (6.20002, 22.734)
    32 (7.5721, 24.1434) -> 37744 (7.17825, 23.6012)
    33 (6.16268, 9.24571) -> 29991 (5.58613, 9.9231)
    34 (9.53228, 6.74597) -> 37173 (9.09293, 7.12879)
    35 (10.4454, 6.33822) -> 25302 (10.1453, 6.57091)
    36 (8.10818, 11.6675) -> 30833 (7.91394, 11.6979)
    37 (10.5447, 20.052) -> 11184 (10.0559, 19.8371)
    38 (8.31255, 24.8155) -> 38124 (7.83353, 24.1827)
    39 (11.1597, 5.63842) -> 23873 (10.5197, 6.12366)
    40 (8.86326, 6.00272) -> 32467 (8.83114, 6.05326)
    41 (12.0589, 5.20086) -> 8858 (11.3172, 5.80868)
    42 (12.5011, 4.30393) -> 36390 (11.815, 4.93592)
    43 (11.4151, 19.5596) -> 36867 (10.6052, 19.2883)
    44 (8.15149, 25.8024) -> 22518 (7.71704, 25.1617)
    45 (8.43654, 26.7609) -> 28450 (7.98294, 25.9558)
    46 (12.8658, 3.37282) -> 39465 (12.6038, 3.5914)
