Parent Map for Subproblem Tree 1
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.94987, 15.3126) -> 0 (1, 15)
    2 (2.5817, 16.0877) -> 18593 (2.16627, 15.8951)
    3 (3.56666, 15.9149) -> 24551 (2.77938, 15.856)
    4 (4.50259, 15.5628) -> 30580 (3.64481, 15.6129)
    5 (5.30308, 16.1621) -> 8393 (4.99583, 16.2008)
    6 (5.60951, 17.114) -> 23850 (5.44113, 17.1525)
    7 (5.0611, 14.7333) -> 33155 (4.17799, 14.8756)
    8 (6.3962, 17.7314) -> 20552 (6.16792, 17.8275)
    9 (5.89274, 14.178) -> 33664 (5.1869, 14.3439)
    10 (6.49839, 13.3822) -> 29803 (5.88766, 13.4746)
    11 (6.39592, 18.7314) -> 36584 (5.88512, 18.911)
    12 (6.78476, 19.6527) -> 18828 (6.19171, 19.8871)
    13 (7.49801, 13.4096) -> 19241 (6.77001, 13.4637)
    14 (8.01282, 12.5523) -> 20460 (7.0579, 12.4341)
    15 (6.20307, 20.4661) -> 37733 (5.40627, 20.6587)
    16 (7.8105, 11.5729) -> 11593 (6.95684, 11.2797)
    17 (7.5538, 10.6065) -> 28908 (7.06425, 10.3248)
    18 (5.6467, 21.297) -> 30339 (4.91759, 21.3986)
    19 (7.58077, 20.2579) -> 20602 (7.30271, 20.4196)
    20 (5.27457, 22.2252) -> 23652 (4.86337, 22.2537)
    21 (8.58047, 20.2333) -> 29757 (8.37828, 20.4423)
    22 (8.03338, 9.72896) -> 30652 (7.57267, 9.28891)
    23 (8.86275, 9.17025) -> 31189 (8.49149, 8.59119)
    24 (9.56411, 8.45745) -> 27196 (9.19898, 7.68162)
    25 (9.54744, 19.9785) -> 37576 (9.25201, 20.3847)
    26 (9.03112, 7.61133) -> 10431 (8.72052, 7.19224)
    27 (10.4556, 8.91051) -> 39366 (10.3519, 8.24321)
    28 (7.3919, 17.6387) -> 31799 (6.68539, 18.0995)
    29 (5.98423, 22.9297) -> 27519 (5.253, 22.9802)
    30 (6.69682, 10.0911) -> 34512 (6.06404, 9.86526)
    31 (6.80131, 23.5063) -> 33703 (5.87396, 23.7225)
    32 (7.5721, 24.1434) -> 33569 (7.13203, 24.2993)
    33 (6.16268, 9.24571) -> 14609 (5.36102, 9.05047)
    34 (9.53228, 6.74597) -> 29464 (9.28144, 6.35846)
    35 (10.4454, 6.33822) -> 21867 (10.1225, 5.60186)
    36 (8.10818, 11.6675) -> 20092 (7.32425, 11.3074)
    37 (10.5447, 20.052) -> 31157 (10.3598, 20.3852)
    38 (8.31255, 24.8155) -> 21322 (7.58583, 25.1854)
    39 (11.1597, 5.63842) -> 30698 (10.8665, 4.92156)
    40 (8.86326, 6.00272) -> 36806 (8.68962, 5.77144)
    41 (12.0589, 5.20086) -> 36840 (11.9496, 4.68706)
    42 (12.5011, 4.30393) -> 35795 (12.4762, 4.18117)
    43 (11.4151, 19.5596) -> 30575 (11.2116, 20.3645)
    44 (8.15149, 25.8024) -> 18770 (7.54309, 25.955)
    45 (8.43654, 26.7609) -> 38104 (7.78385, 26.9277)
    46 (12.8658, 3.37282) -> 38059 (12.526, 2.49751)
    47 (8.2254, 18.1912) -> 7423 (7.57677, 18.7512)
    48 (13.2203, 2.43775) -> 18327 (13.039, 1.92197)
    49 (8.00746, 10.941) -> 3110 (7.49497, 10.6061)
    50 (8.50902, 5.06757) -> 38236 (7.8438, 4.53232)
    51 (7.45375, 26.9456) -> 31537 (7.32651, 26.9727)
    52 (6.07807, 23.0132) -> 21636 (5.52707, 23.1036)
    53 (14.1551, 2.79277) -> 34806 (14.0834, 2.44803)
    54 (15.1418, 2.63004) -> 38646 (14.9737, 2.01616)
    55 (15.7349, 3.43518) -> 33214 (15.6882, 2.63716)
    56 (12.314, 19.9979) -> 8993 (12.3026, 20.1345)
    57 (16.6999, 3.69723) -> 22380 (16.7661, 2.82028)
    58 (5.2431, 18.0445) -> 23178 (4.98221, 18.071)
    59 (16.9572, 2.73088) -> 30252 (16.9371, 1.98363)
    60 (17.3394, 4.46604) -> 38055 (17.3965, 3.84048)
    61 (13.2636, 20.3114) -> 12457 (13.2557, 21.0018)
    62 (7.62735, 22.9427) -> 37545 (6.90283, 23.1848)
    63 (14.2216, 20.5979) -> 17152 (14.276, 21.4199)
    64 (5.23697, 8.86747) -> 13638 (4.52958, 8.76444)
