Parent Map for Subproblem Tree 44
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.44949, 15.219) -> 0 (1, 15)
    2 (1.94282, 15.1376) -> 3616 (1.4819, 15.1307)
    3 (2.14286, 15.5958) -> 8523 (1.74727, 15.4064)
    4 (2.6421, 15.6234) -> 24320 (2.18113, 15.4506)
    5 (3.05072, 15.3352) -> 14885 (2.65047, 15.1484)
    6 (1.04919, 14.5024) -> 0 (1, 15)
    7 (3.47261, 15.0669) -> 29434 (3.20126, 15.1274)
    8 (3.9503, 15.2146) -> 859 (3.52306, 15.2861)
    9 (2.77459, 16.1055) -> 38531 (2.43106, 15.8063)
    10 (4.20194, 14.7826) -> 34338 (3.78448, 14.7121)
    11 (4.41114, 14.3284) -> 35698 (4.19582, 14.3726)
    12 (4.84485, 14.0796) -> 18385 (4.78821, 14.0363)
    13 (4.90336, 13.5831) -> 27018 (4.77067, 13.3424)
    14 (5.38215, 13.439) -> 38259 (5.31374, 13.1785)
    15 (4.30865, 15.5633) -> 36761 (4.0034, 15.4929)
    16 (5.68327, 13.0398) -> 30834 (5.41982, 13.0086)
    17 (4.74208, 15.8126) -> 9552 (4.32151, 15.5855)
    18 (6.05923, 12.7102) -> 31579 (5.57211, 12.7565)
    19 (0.96185, 14.0101) -> 6 (1.04919, 14.5024)
    20 (6.39127, 12.3364) -> 27398 (6.01966, 12.3359)
    21 (6.58618, 11.8759) -> 31115 (6.16513, 11.7949)
    22 (5.21018, 15.9883) -> 34237 (4.9221, 15.8521)
    23 (6.32887, 11.4472) -> 36133 (6.19367, 11.5112)
    24 (6.20614, 10.9625) -> 29265 (5.889, 10.9679)
    25 (6.42207, 10.5115) -> 39583 (6.08043, 10.6319)
    26 (6.7606, 10.1436) -> 24017 (6.54465, 10.3917)
    27 (5.60571, 16.2942) -> 25223 (5.30768, 16.1407)
    28 (2.56882, 16.5612) -> 35348 (2.36863, 16.4614)
    29 (5.84238, 16.7346) -> 16815 (5.62225, 16.5963)
    30 (7.25598, 10.2114) -> 30152 (6.90709, 10.4143)
    31 (6.05219, 17.1885) -> 26413 (5.68685, 17.0914)
    32 (6.46836, 17.4656) -> 8230 (6.08903, 17.4044)
    33 (5.71287, 13.814) -> 36430 (5.7086, 13.3459)
    34 (7.71735, 10.0187) -> 21705 (7.32036, 10.1862)
    35 (7.65279, 9.52287) -> 23049 (7.33511, 9.70888)
    36 (8.05589, 9.22705) -> 26466 (7.64452, 9.47697)
    37 (8.3148, 8.7993) -> 32537 (7.94813, 8.90705)
    38 (8.71353, 8.49762) -> 26843 (8.67806, 8.51999)
    39 (8.6258, 8.00538) -> 15436 (8.55481, 7.97963)
    40 (6.44018, 9.75975) -> 34758 (6.29741, 9.74644)
    41 (8.90088, 7.58785) -> 23447 (8.7867, 7.87358)
    42 (8.96857, 7.09245) -> 28700 (8.78396, 7.38416)
    43 (0.910381, 13.5128) -> 19 (0.96185, 14.0101)
    44 (9.11049, 8.80163) -> 37837 (8.90189, 8.91431)
    45 (0.76208, 13.0353) -> 30861 (0.743394, 13.2074)
    46 (8.8113, 6.61783) -> 31247 (8.67872, 6.78076)
    47 (6.94902, 17.6033) -> 32 (6.46836, 17.4656)
    48 (8.95291, 6.1383) -> 35628 (8.97116, 6.23593)
    49 (2.5286, 17.0596) -> 30659 (2.32751, 16.6786)
    50 (9.46855, 7.09657) -> 30770 (9.31088, 7.21326)
    51 (5.47488, 16.5612) -> 17455 (5.33872, 16.5184)
    52 (8.62397, 5.76174) -> 38205 (8.44143, 5.93184)
    53 (7.44791, 17.6366) -> 15735 (7.02267, 17.5216)
    54 (1.81496, 15.9733) -> 31778 (1.62278, 15.8487)
