Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.0021,0.9596,10.001, 0
-2,0,1, 0, 20.0678,0.9589,10.0339, 0
-1,0,0, 1, 25.5458,2.9142,2.2169, 0
0,0,0.536317,0.463683, 28.1287,1.31564,10.3487, 0.359845
1,0,0.537277,0.462723, 28.0921,1.66944,2.58332, 0.360489
1,0.781414,0,0.218586, 22.2498,1.04442,11.1249, 0.169575
2,0,0.752809,0.247191, 27.9888,1.24455,6.97056, 0.192576
2,0.781414,0,0.218586, 21.5239,1.05379,10.762, 0.169575
2,0,0.752809,0.247191, 24.158,1.14022,3.51732, 0.113569
2,0,0.0787617,0.921238, 29.5199,2.97726,6.72854, 0.0311649
2,1,0,0, 21.1755,1.04099,10.5878, 0
2,0,0,1, 28.2968,4.34037,4.13294, 0
3,0,0.452624,0.547376, 37.3671,2.28733,5.43125, 0.303691
3,0,0.373763,0.626237, 28.2229,2.06739,2.63681, 0.187759
3,0.781414,0,0.218586, 21.3529,1.05844,10.6764, 0.169575
3,0,0.749932,0.250068, 25.7731,1.24601,3.44079, 0.112053
3,0,0.912574,0.0874258, 25.7385,1.10683,3.94941, 0.0402133
3,0,0.912574,0.0874258, 24.2772,1.12468,5.79298, 0.0402133
3,0,0.0787617,0.921238, 26.4839,1.98543,2.55938, 0.0328731
3,0,0.0787617,0.921238, 26.1369,1.13461,4.44834, 0.0311649
4,0,0.537277,0.462723, 26.3506,1.3828,3.09108, 0.360489
4,0,0.452624,0.547376, 27.9173,1.18774,3.11144, 0.188914
4,0.781414,0,0.218586, 20.8848,1.00551,10.4424, 0.169575
4,0,0.633597,0.366403, 25.7639,1.32661,2.8986, 0.0750231
4,0,0.869611,0.130389, 23.8922,1.10357,3.98167, 0.0599056
4,0,0.881374,0.118626, 28.5754,1.18261,8.97208, 0.0545016
4,0,0.869611,0.130389, 24.236,1.12617,3.8208, 0.0471515
4,0,0.912574,0.0874258, 26.7939,1.26911,7.07581, 0.0402133
5,0.781414,0,0.218586, 21.6166,1.13185,5.79416, 0.169575
5,0,0.826294,0.173706, 25.6504,1.10414,4.25966, 0.135327
5,0,0.752809,0.247191, 27.2136,1.15925,3.81907, 0.113569
5,0,0.826294,0.173706, 26.6113,1.17794,5.29057, 0.090855
5,0,0.142214,0.857786, 33.3598,1.77687,4.08811, 0.0640619
5,0,0.130801,0.869199, 27.1403,2.36677,2.4291, 0.0633882
5,0,0.130801,0.869199, 26.3866,1.95723,2.3525, 0.0633882
5,0,0.110883,0.889117, 28.3413,1.48577,2.59013, 0.0560501
6,0,0.24686,0.75314, 24.8667,1.40632,2.49141, 0.165632
6,0.698607,0,0.301393, 22.0627,1.15754,11.0314, 0.151605
6,0,0.540303,0.459697, 26.0471,1.38882,2.65182, 0.133735
6,0,0.142214,0.857786, 27.9178,1.64957,2.9378, 0.0822448
6,0,0.862816,0.137184, 24.8197,1.07282,6.21707, 0.0717525
6,0,0.142214,0.857786, 25.9483,1.70923,2.67637, 0.0640619
6,0,0.143896,0.856104, 30.7948,2.00259,2.43834, 0.0608088
6,0,0.130089,0.869911, 25.3199,3.20321,2.79733, 0.0539907
7,0.781414,0,0.218586, 22.7495,1.16256,11.3748, 0.169575
7,0,0.830396,0.169604, 23.3453,1.08666,11.6727, 0.132132
7,0,0.413102,0.586898, 30.6784,1.39897,2.92256, 0.101804
7,0,0.629567,0.370433, 26.3192,1.34793,4.11387, 0.0780166
7,0,0.745474,0.254526, 25.8863,1.22099,3.72332, 0.0654484
7,0,0.142045,0.857955, 27.827,1.55696,2.71333, 0.063986
7,0,0.110883,0.889117, 31.7711,2.10644,2.45311, 0.0560501
7,0,0.193491,0.806509, 29.2778,2.55233,2.38821, 0.0510404
8,0,0.537277,0.462723, 24.9626,1.30901,2.62024, 0.360489
