Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 24.7668,2.99986,12.3834, 0.313691
1,0,0.278209,0.721791, 36.5719,12.6231,2.46865, 0.277863
2,0,0.278209,0.721791, 22.2748,5.69969,11.1374, 0.220127
3,0,0.254808,0.745192, 22.6062,6.71191,11.3031, 0.201612
4,0,0.259048,0.740952, 25.5387,4.29914,12.7694, 0.204967
5,0,0.278209,0.721791, 23.1675,4.01364,11.5837, 0.220127
6,0,0.262885,0.737115, 22.4478,16.6831,11.2239, 0.208003
7,0,0.264958,0.735042, 22.3485,6.31338,11.1742, 0.209643
8,0,0.256037,0.743963, 22.3453,4.56663,11.1726, 0.202585
9,0,0.254727,0.745273, 22.0087,4.00414,11.0043, 0.201548
10,0,0.250756,0.749244, 22.2654,3.57818,11.1327, 0.198406
11,0,0.253168,0.746832, 48.1377,5.80001,24.0688, 0.200315
12,0,0.278209,0.721791, 27.7343,2.69808,13.8671, 0.220127
13,0,0.278209,0.721791, 29.7713,2.55107,14.8857, 0.220127
14,0,0.278209,0.721791, 27.449,2.61089,13.7245, 0.220127
15,0,0.278209,0.721791, 24.0567,31.9855,12.0283, 0.220127
16,0,0.278209,0.721791, 24.7177,8.95418,12.3589, 0.220127
17,0,0.278209,0.721791, 23.4663,3.09921,11.7331, 0.220127
18,0,0.265267,0.734733, 27.3304,2.90287,13.6652, 0.209888
19,0,0.278209,0.721791, 39.3367,4.1651,19.6684, 0.220127
20,0,0.278209,0.721791, 25.9742,2.5012,12.9871, 0.220127
21,0,0.278209,0.721791, 34.7446,5.34081,2.52349, 0.220127
22,0.785078,0.214922,0, 24.1277,5.53256,12.0639, 0.0694603
23,0.764933,0,0.235067, 28.2676,3.15947,14.1338, 0.0694301
24,0.764933,0,0.235067, 24.2024,27.1076,12.1012, 0.0694301
