Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.0021,0.9596,10.001, 0
-2,0,1, 0, 20.0678,0.9589,10.0339, 0
-1,0,0, 1, 25.5458,2.9142,2.2169, 0
0,0,0.536317,0.463683, 29.9075,1.62665,3.93782, 0.359845
1,0,0.726137,0.273863, 24.9391,1.14426,3.09332, 0.213355
2,0.781414,0,0.218586, 21.8006,1.01736,10.9003, 0.169575
3,0.781414,0,0.218586, 21.5602,1.00649,10.7801, 0.169575
4,0.781414,0,0.218586, 22.0256,1.1032,11.0128, 0.169575
5,0.781414,0,0.218586, 21.3146,1.02627,10.6573, 0.169575
6,0.781414,0,0.218586, 27.1039,1.27151,13.5519, 0.169575
7,0.781414,0,0.218586, 22.2779,1.19418,6.64299, 0.169575
8,0.775193,0,0.224807, 21.8744,1.04258,5.55218, 0.168225
9,0.698147,0,0.301853, 20.9954,1.01777,10.4977, 0.151505
10,0.781414,0,0.218586, 22.4576,1.0237,11.2288, 0.169575
12,0.288765,0.381448,0.329788, 24.552,1.13898,3.50004, 0.111969
13,0.288765,0.381448,0.329788, 25.5064,1.29191,2.72624, 0.111969
14,0,0.125733,0.874267, 27.2923,2.03485,3.97684, 0.0843613
15,0,0.620494,0.379506, 30.8185,1.38471,2.81207, 0.295658
16,0,0.831247,0.168753, 29.2538,1.33426,3.42502, 0.131469
17,0,0.836432,0.163568, 25.5055,1.07886,12.7528, 0.127429
18,0,0.537277,0.462723, 28.6276,1.21084,3.48889, 0.360489
19,0,0.178229,0.821771, 29.5038,1.46702,8.9389, 0.119584
20,0,0.537277,0.462723, 28.1269,2.19316,2.30814, 0.360489
21,0,0.645134,0.354866, 30.1664,1.33314,3.10648, 0.276462
22,0,0.843165,0.156835, 25.7912,1.12211,4.01338, 0.122184
23,0,0.225495,0.774505, 27.172,1.29496,2.9963, 0.151297
24,0,0.8588,0.1412, 23.8373,1.09177,3.62545, 0.110003
