Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.2203,29.8171,10.1101, 0
-2,0,1, 0, 31.6455,3.057,2.9557, 0
-1,0,0, 1, 26.4619,52.3009,2.2283, 0
0,0.638535,0.128861,0.232605, 34.2971,41.542,17.1486, 0.24727
1,0.586296,0.413704,0, 22.8321,8.12681,11.416, 0.211675
2,0.798087,0,0.201913, 25.3334,12.0082,12.6667, 0.157411
3,0.798087,0,0.201913, 33.6075,5.26259,16.8037, 0.157411
4,0.798087,0,0.201913, 24.0558,66.0224,12.0279, 0.157411
5,0.798087,0,0.201913, 23.1543,70.5913,11.5771, 0.157411
6,0.798087,0,0.201913, 37.5033,12.7615,18.7517, 0.157411
7,0.798087,0,0.201913, 23.8451,19.4894,11.9226, 0.157411
8,0.798087,0,0.201913, 22.4159,21.0884,11.2079, 0.157411
9,0.798087,0,0.201913, 23.6316,15.1774,11.8158, 0.157411
10,0.798087,0,0.201913, 27.5862,8.89265,3.97842, 0.157411
11,0.798087,0,0.201913, 34.7284,20.1289,17.3642, 0.157411
12,0.798087,0,0.201913, 23.0213,24.1268,11.5106, 0.157411
13,0.798087,0,0.201913, 22.5603,7.10031,11.2802, 0.157411
15,0.258191,0.741809,0, 35.9914,5.72666,17.9957, 0.0932165
16,0.586296,0.413704,0, 25.6126,13.0302,12.8063, 0.211675
17,0.500066,0.499934,0, 23.3389,25.6517,11.6694, 0.180542
18,0.586296,0.413704,0, 24.8424,94.0805,12.4212, 0.211675
19,0.586296,0.413704,0, 26.0083,34.6678,13.0042, 0.211675
20,0.586296,0.413704,0, 25.4149,11.6979,12.7075, 0.211675
21,0.456267,0.543733,0, 23.756,11.4981,11.878, 0.164729
22,0.39297,0.60703,0, 24.0637,7.7922,12.0318, 0.141877
23,0.776157,0.223843,0, 22.3622,7.147,11.1811, 0.114531
24,0.653215,0.346785,0, 25.5264,25.971,12.7632, 0.09958
