Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 26.7755,12.9774,13.3878, 0.313691
1,0,0.305585,0.694415, 23.2548,3.63678,11.6274, 0.305206
1,0,0.304206,0.695794, 23.1609,5.06567,11.5804, 0.223363
2,0,0.263504,0.736496, 23.6887,6.11789,11.8444, 0.263176
2,0,0.263599,0.736401, 23.9637,19.8089,11.9819, 0.193548
3,0,0.269799,0.730201, 21.9512,9.21176,10.9756, 0.269464
3,0,0.283467,0.716533, 25.3866,7.54085,12.6933, 0.208136
4,0,0.253935,0.746065, 28.5515,2.63438,14.2757, 0.253619
4,0,0.287812,0.712188, 22.9738,5.79408,11.4869, 0.211326
5,0,0.31329,0.68671, 24.0012,16.8687,12.0006, 0.3129
5,0,0.263504,0.736496, 29.6246,34.3388,12.6736, 0.193478
6,0,0.281444,0.718556, 25.8034,4.8762,12.9017, 0.281094
6,0,0.305585,0.694415, 25.2395,4.4981,12.6198, 0.224376
7,0,0.28973,0.71027, 24.4272,6.01542,12.2136, 0.28937
7,0,0.283988,0.716012, 25.3284,6.59596,11.1497, 0.208518
8,0,0.277162,0.722838, 24.5654,5.16885,12.2827, 0.276818
8,0,0.262206,0.737794, 31.9113,2.25403,15.9556, 0.192525
9,0,0.277884,0.722116, 26.4049,5.35326,13.2025, 0.277539
9,0,0.305585,0.694415, 25.2255,3.31649,12.6127, 0.224376
10,0,0.295832,0.704168, 23.3109,4.04801,11.6554, 0.295464
10,0,0.282934,0.717066, 23.9967,3.9692,11.9983, 0.207745
11,0,0.264384,0.735616, 23.878,4.77347,11.939, 0.264055
11,0,0.271288,0.728712, 28.4203,4.20599,14.2102, 0.199193
12,0,0.2707,0.7293, 25.5719,2.31051,12.786, 0.270363
12,0,0.305585,0.694415, 25.9755,2.90403,12.9878, 0.224376
13,0,0.285502,0.714498, 23.1865,3.79454,11.5932, 0.285147
13,0,0.289823,0.710177, 22.1774,5.36171,11.0887, 0.212803
14,0,0.262919,0.737081, 22.8736,6.09337,11.4368, 0.262592
14,0,0.255725,0.744275, 30.9018,2.24135,15.4509, 0.187766
15,0,0.261387,0.738613, 27.0233,5.03885,11.8169, 0.261062
15,0,0.305585,0.694415, 30.3092,2.5,15.1546, 0.224376
16,0,0.268424,0.731576, 24.2992,18.7572,12.1496, 0.26809
16,0,0.305585,0.694415, 27.2066,5.27406,13.6033, 0.224376
17,0,0.286049,0.713951, 23.4299,3.82815,11.7149, 0.285694
17,0,0.303256,0.696744, 23.0964,4.09401,11.5482, 0.222666
18,0,0.265438,0.734562, 26.4722,6.85887,13.2361, 0.265108
18,0,0.262213,0.737787, 25.2795,2.45249,12.6397, 0.19253
19,0,0.297678,0.702322, 26.2459,6.21941,13.1229, 0.297308
19,0,0.282791,0.717209, 22.975,3.79685,11.4875, 0.207639
20,0,0.29502,0.70498, 24.0922,7.02274,12.0461, 0.294653
20,0,0.260739,0.739261, 41.1709,4.16406,20.5855, 0.191448
21,0,0.274579,0.725421, 25.083,18.1936,12.5415, 0.274238
21,0,0.305585,0.694415, 25.8669,8.81181,12.9335, 0.224376
22,0,0.293507,0.706493, 24.4712,9.35864,12.2356, 0.293142
22,0,0.293482,0.706518, 29.5083,7.40703,11.5659, 0.215489
23,0,0.280208,0.719792, 30.7422,2.15283,15.3711, 0.27986
23,0,0.265053,0.734947, 24.2102,2.43554,12.1051, 0.194615
24,0,0.331813,0.668187, 22.7929,14.6274,11.3964, 0.3314
24,0,0.272269,0.727731, 24.9972,6.80024,12.4986, 0.199914
