Parent Map for Subproblem Tree 186
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.42856, 14.7424) -> 0 (1, 15)
    2 (1.81018, 14.4194) -> 20224 (1.51146, 14.6576)
    3 (1.95766, 13.9416) -> 65347 (1.75449, 14.1416)
    4 (2.24418, 14.6677) -> 47797 (1.91006, 14.7332)
    5 (2.65406, 14.954) -> 61484 (2.42481, 14.9766)
    6 (2.19554, 13.5018) -> 76089 (2.0548, 13.7319)
    7 (0.998438, 15.5) -> 0 (1, 15)
    8 (2.48797, 13.0963) -> 47116 (2.2769, 13.2998)
    9 (2.95021, 12.9057) -> 27934 (2.69263, 12.9454)
    10 (3.34619, 12.6004) -> 11695 (3.11596, 12.6852)
    11 (0.85052, 15.9776) -> 79515 (0.904431, 15.6253)
    12 (3.06595, 15.2375) -> 68523 (2.6942, 15.1996)
    13 (3.8458, 12.5805) -> 36896 (3.38914, 12.6672)
    14 (3.54961, 15.3642) -> 12 (3.06595, 15.2375)
    15 (3.85239, 12.0805) -> 50958 (3.83996, 12.0953)
    16 (4.04095, 15.4569) -> 48562 (3.70306, 15.4213)
    17 (4.01582, 11.608) -> 58367 (3.89876, 11.7203)
    18 (4.37192, 15.8317) -> 64939 (4.07237, 15.7541)
    19 (4.31106, 11.2045) -> 41657 (4.0408, 11.5487)
    20 (4.81007, 16.0725) -> 43788 (4.76588, 16.0611)
    21 (2.17587, 12.7056) -> 65673 (2.16682, 12.6891)
    22 (5.3094, 16.0984) -> 71904 (5.07397, 16.0327)
    23 (4.52036, 10.7504) -> 55862 (4.40069, 10.9553)
    24 (4.77939, 10.3227) -> 78840 (4.54083, 10.6223)
    25 (5.76715, 16.2996) -> 75105 (5.45543, 16.1998)
    26 (5.27861, 10.3506) -> 66886 (5.0246, 10.5438)
    27 (5.65631, 10.0229) -> 53656 (5.4151, 10.2797)
    28 (6.07869, 9.75536) -> 66549 (5.96484, 9.92041)
    29 (6.57851, 9.74211) -> 71971 (6.35258, 9.93848)
    30 (6.68055, 9.25263) -> 5777 (6.39553, 9.48972)
    31 (6.8932, 8.80011) -> 61807 (6.66075, 9.16343)
    32 (5.73704, 16.7987) -> 62437 (5.31955, 16.6354)
    33 (7.36433, 8.96756) -> 46630 (7.11433, 9.1015)
    34 (6.26702, 16.3112) -> 20192 (5.86327, 16.1926)
    35 (7.85001, 8.84879) -> 45425 (7.58285, 9.11045)
    36 (0.931981, 16.4709) -> 57358 (0.918807, 16.1096)
    37 (8.32827, 8.70293) -> 60586 (8.1075, 8.97797)
    38 (6.66321, 16.6162) -> 7832 (6.38226, 16.532)
    39 (8.4302, 8.21343) -> 67024 (8.06235, 8.43073)
    40 (7.00278, 16.9832) -> 48684 (6.78549, 16.8831)
    41 (7.47984, 17.1329) -> 52949 (7.18538, 16.9857)
    42 (7.8815, 17.4307) -> 28858 (7.51216, 17.2599)
    43 (8.4749, 7.71544) -> 59946 (8.20417, 7.93053)
    44 (8.6738, 7.2567) -> 61242 (8.38513, 7.58842)
    45 (8.35264, 17.5981) -> 51077 (7.91505, 17.4272)
    46 (8.90953, 6.81576) -> 47454 (8.57214, 7.01759)
    47 (9.22515, 6.42796) -> 42162 (9.16834, 6.48005)
    48 (8.79573, 17.3664) -> 64614 (8.75455, 17.3591)
    49 (9.24913, 17.1556) -> 45540 (8.88824, 17.1194)
    50 (9.43356, 5.97347) -> 79225 (9.41425, 6.04498)
    51 (9.77827, 5.61129) -> 76421 (9.49022, 5.95547)
    52 (10.2708, 5.6974) -> 75679 (9.9802, 6.06619)
    53 (9.72649, 17.0069) -> 71507 (9.36477, 16.9172)
    54 (10.1998, 16.8457) -> 58994 (9.86878, 16.7766)
    55 (10.6875, 16.9561) -> 74436 (10.2066, 16.9134)
    56 (4.76674, 11.4103) -> 61664 (4.71185, 11.4779)
    57 (7.00254, 10.0071) -> 77928 (6.62851, 10.2316)
    58 (10.6529, 5.37495) -> 73473 (10.5677, 5.56492)
    59 (0.933928, 16.9709) -> 36598 (0.938449, 16.7059)
    60 (11.0512, 5.07265) -> 61473 (10.651, 5.34126)
    61 (11.5406, 5.17491) -> 71950 (11.1364, 5.46235)
    62 (9.56789, 5.1577) -> 58581 (9.28852, 5.56789)
    63 (9.51026, 4.66103) -> 77496 (9.30791, 4.91071)
    64 (11.9491, 4.88652) -> 60654 (11.8805, 4.96641)
    65 (8.34527, 18.098) -> 57754 (7.97237, 18.0847)
    66 (12.1136, 4.41437) -> 69892 (11.9017, 4.58174)
    67 (11.0938, 17.2475) -> 70492 (10.7971, 17.1888)
    68 (12.5784, 4.23016) -> 75152 (12.2984, 4.45036)
    69 (9.30699, 4.20421) -> 57057 (9.17234, 4.29989)
    70 (12.9297, 3.87433) -> 60922 (12.5586, 4.18353)
    71 (4.44323, 9.95258) -> 41715 (4.32784, 10.1193)
    72 (11.5625, 17.4216) -> 55696 (11.3482, 17.3721)
    73 (1.26807, 17.3429) -> 27981 (1.2796, 17.1581)
    74 (12.0616, 17.3913) -> 70177 (11.6549, 17.3387)
    75 (3.95708, 9.83572) -> 70401 (3.76213, 10.135)
    76 (12.5593, 17.439) -> 68978 (12.0842, 17.3754)
    77 (13.4224, 3.78941) -> 73629 (13.0509, 3.97525)
    78 (8.63122, 18.5082) -> 47990 (8.35721, 18.3341)
    79 (5.55796, 17.2655) -> 37718 (5.39184, 17.137)
    80 (13.7928, 4.12527) -> 61362 (13.6726, 4.19616)
    81 (12.8946, 17.8099) -> 64970 (12.6813, 17.6774)
    82 (8.80713, 4.19229) -> 35847 (8.75398, 4.22301)
    83 (7.00408, 8.35642) -> 74850 (6.81179, 8.49731)
    84 (8.70321, 3.70321) -> 65871 (8.54496, 4.08735)
    85 (8.67913, 3.20379) -> 52721 (8.52658, 3.47155)
    86 (8.3475, 4.3891) -> 60537 (8.25902, 4.45181)
    87 (13.3934, 17.8441) -> 77891 (12.913, 17.7075)
    88 (13.8235, 17.5892) -> 41020 (13.5119, 17.4836)
    89 (8.45077, 18.9745) -> 78818 (8.11304, 18.6868)
    90 (12.8563, 18.3084) -> 50167 (12.433, 18.2424)
    91 (8.7948, 18.1424) -> 76544 (8.6403, 18.0666)
    92 (13.1402, 18.72) -> 78392 (12.7657, 18.6063)
    93 (6.60796, 8.05131) -> 61746 (6.4845, 8.15997)
    94 (3.79307, 9.76308) -> 73678 (3.56599, 10.1506)
    95 (14.2906, 17.7677) -> 62514 (14.1327, 17.7713)
    96 (1.3528, 17.8357) -> 34256 (1.35005, 17.7654)
    97 (1.35098, 17.9689) -> 34256 (1.35005, 17.7654)
    98 (14.1774, 4.44484) -> 28779 (13.8586, 4.6986)
    99 (0.869244, 18.1028) -> 42435 (0.862152, 17.6641)
    100 (14.6592, 18.1055) -> 73681 (14.2663, 17.9738)
    101 (14.6246, 4.66849) -> 74641 (14.3935, 4.82424)
    102 (15.1539, 18.1781) -> 43081 (15.0824, 18.2117)
    103 (10.0067, 4.60141) -> 27222 (9.69613, 4.98114)
    104 (10.8494, 16.483) -> 55421 (10.4, 16.4056)
    105 (8.15268, 19.3759) -> 62766 (7.87642, 19.1911)
    106 (12.8872, 19.1513) -> 69594 (12.7586, 19.097)
    107 (9.04882, 2.86715) -> 63737 (8.97666, 2.97192)
    108 (15.026, 4.96663) -> 41931 (14.8059, 5.03215)
    109 (13.0476, 19.6249) -> 70976 (12.8711, 19.5207)
    110 (11.9139, 3.95599) -> 21677 (11.6378, 4.28149)
    111 (13.467, 3.2914) -> 79878 (13.4092, 3.38096)
    112 (12.9728, 20.1193) -> 64177 (12.8169, 20.0379)
    113 (15.4237, 18.5991) -> 43433 (15.147, 18.3891)
    114 (7.92332, 17.2837) -> 41 (7.47984, 17.1329)
    115 (15.4689, 5.19866) -> 51391 (15.332, 5.30508)
    116 (5.2658, 11.441) -> 34752 (5.0669, 11.5714)
    117 (15.7619, 4.79355) -> 53562 (15.329, 5.02171)
    118 (7.4021, 8.65352) -> 51989 (7.21905, 8.83399)
    119 (1.68193, 12.628) -> 18567 (1.57657, 12.9488)
    120 (8.88075, 2.39624) -> 31882 (8.66937, 2.67881)
    121 (8.22828, 19.8702) -> 52596 (8.01676, 19.6562)
    122 (13.5429, 2.79719) -> 30094 (13.2661, 3.10603)
    123 (15.8963, 18.7624) -> 76330 (15.4181, 18.6315)
    124 (15.4587, 5.69855) -> 55169 (15.2056, 5.82561)
    125 (8.41351, 2.21825) -> 66635 (8.27321, 2.42433)
    126 (8.11722, 1.81549) -> 71586 (7.96009, 2.08979)
    127 (8.10189, 1.31572) -> 75909 (8.02885, 1.69271)
    128 (13.5201, 18.3949) -> 65095 (13.0957, 18.3364)
    129 (8.22528, 0.831187) -> 63295 (8.04235, 1.14373)
    130 (8.41935, 0.370384) -> 39408 (8.2061, 0.718321)
    131 (13.2224, 20.5525) -> 78903 (12.8363, 20.4826)
    132 (11.2484, 16.1817) -> 20613 (10.8582, 16.0974)
    133 (13.0821, 21.0324) -> 44085 (12.8789, 20.9415)
    134 (13.1034, 21.532) -> 75073 (12.7717, 21.3363)
    135 (16.1756, 4.51267) -> 71672 (15.9904, 4.65566)
    136 (15.8989, 5.93568) -> 29583 (15.7528, 6.01057)
    137 (11.7997, 5.60256) -> 65419 (11.5009, 5.94788)
    138 (0.95275, 18.5958) -> 74694 (0.928935, 18.2876)
    139 (16.6696, 4.43565) -> 58490 (16.4344, 4.5389)
    140 (0.905218, 19.0935) -> 17781 (0.91212, 18.8156)
    141 (7.74522, 0.691398) -> 78155 (7.51813, 1.09539)
    142 (16.8129, 3.95661) -> 66315 (16.3678, 4.14127)
    143 (16.355, 18.5635) -> 20154 (15.9696, 18.5577)
    144 (16.1185, 6.38487) -> 67946 (15.981, 6.46693)
    145 (8.06133, 20.3415) -> 49570 (7.68319, 20.0452)
    146 (8.72596, -0.0245679) -> 45726 (8.58985, 0.227477)
    147 (0.900184, 19.5935) -> 140 (0.905218, 19.0935)
    148 (16.1064, 6.88473) -> 40154 (15.743, 7.0526)
    149 (9.05005, -0.405309) -> 65314 (8.85485, -0.0128058)
    150 (7.38128, 0.348545) -> 72096 (7.21485, 0.791829)
    151 (16.573, 19.0135) -> 56184 (16.3253, 18.9321)
    152 (13.7898, 2.36238) -> 37456 (13.645, 2.54053)
    153 (7.60609, 1.33046) -> 69033 (7.5568, 1.5262)
    154 (12.4125, 19.3084) -> 57667 (12.2992, 19.2505)
    155 (8.98484, -0.901038) -> 62791 (8.81, -0.528508)
    156 (8.92232, -1.39711) -> 72589 (8.73312, -1.01114)
    157 (17.0717, 19.0483) -> 72506 (16.5855, 18.9655)
    158 (7.69185, 20.6783) -> 24011 (7.33326, 20.3707)
    159 (17.0342, 3.50827) -> 77924 (16.7847, 3.65428)
    160 (7.84793, 4.36841) -> 67176 (7.5544, 4.75502)
    161 (7.54566, 4.7667) -> 60914 (7.29982, 5.06373)
    162 (7.02903, -0.00630253) -> 50897 (6.93205, 0.262699)
    163 (6.2281, 16.0527) -> 77619 (5.77083, 15.9038)
    164 (9.28118, -1.74528) -> 63000 (9.25969, -1.45881)
    165 (2.15334, 15.1166) -> 41161 (1.94064, 15.0808)
    166 (9.49525, -0.177715) -> 16384 (9.38102, 0.0147683)
    167 (6.28637, 15.5561) -> 75645 (6.1318, 15.5123)
