Parent Map for Subproblem Tree 26
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.50125, 13.6785) -> 0 (1, 15)
    2 (3.25674, 11.8267) -> 14598 (1.80974, 12.6287)
    3 (1.6091, 16.905) -> 0 (1, 15)
    4 (3.94205, 15.0657) -> 19026 (3.25499, 15.0597)
    5 (4.91572, 10.7097) -> 10513 (3.8865, 11.3036)
    6 (5.40546, 16.4289) -> 18069 (4.43751, 16.1047)
    7 (6.28647, 9.2533) -> 17683 (4.81948, 10.3456)
    8 (5.24493, 7.5459) -> 18586 (4.43884, 8.5916)
    9 (4.16929, 5.85978) -> 9158 (3.86583, 6.53935)
    10 (5.74308, 18.4002) -> 18603 (4.19352, 17.314)
    11 (6.1278, 20.3628) -> 16318 (4.86076, 19.077)
    12 (8.01826, 19.71) -> 14199 (6.41101, 18.6616)
    13 (9.99459, 20.0168) -> 17298 (9.37212, 18.7599)
    14 (7.22332, 15.595) -> 11212 (6.9208, 14.8066)
    15 (7.34851, 15.337) -> 16779 (6.98488, 14.418)
    16 (6.91935, 14.1304) -> 13976 (6.64421, 13.7494)
    17 (2.95707, 4.26903) -> 19396 (2.58788, 5.77858)
    18 (8.12896, 8.47533) -> 15499 (6.86555, 9.33379)
    19 (11.8707, 19.3238) -> 17933 (10.752, 18.1282)
    20 (13.4006, 18.0356) -> 994 (13.7404, 16.6733)
    21 (5.76874, 22.3304) -> 12513 (5.07271, 21.2853)
    22 (5.75236, 23.0742) -> 10922 (5.08642, 21.981)
    23 (10.0583, 19.9545) -> 17298 (9.37212, 18.7599)
    24 (9.87509, 7.50014) -> 17908 (8.74444, 8.20978)
    25 (0.542011, 13.5389) -> 0 (1, 15)
    26 (10.9713, 5.8273) -> 19981 (10.7287, 6.02206)
    27 (12.1774, 21.3001) -> 17597 (11.5536, 20.288)
    28 (7.63167, 20.5644) -> 15415 (6.46567, 19.5443)
    29 (2.67325, 4.11692) -> 9886 (2.28054, 6.02749)
    30 (14.2306, 16.216) -> 12525 (14.3637, 14.8096)
    31 (12.7836, 6.67326) -> 12876 (11.621, 7.37195)
    32 (4.58161, 14.1922) -> 15480 (3.87996, 12.8798)
    33 (14.1083, 20.7789) -> 17182 (14.2013, 18.8435)
    34 (9.8116, 20.8733) -> 18948 (8.85516, 20.2145)
    35 (5.35712, 4.78693) -> 19588 (4.92367, 5.60825)
    36 (2.39734, 6.78723) -> 12892 (2.22151, 7.8705)
    37 (4.29469, 20.7118) -> 12778 (3.57522, 19.4735)
    38 (4.99942, 2.81918) -> 17703 (4.67248, 3.69158)
    39 (6.31478, 22.8406) -> 14001 (5.5693, 21.655)
    40 (16.1065, 20.8645) -> 2796 (15.8419, 19.6039)
    41 (6.99329, 2.97565) -> 19980 (6.04941, 4.65571)
    42 (13.1466, 19.2177) -> 9969 (13.5652, 17.4085)
    43 (15.139, 14.4342) -> 14574 (14.8876, 13.7237)
    44 (14.0591, 5.13284) -> 12849 (12.9488, 5.8195)
    45 (17.7798, 21.9599) -> 12088 (17.6364, 21.5415)
    46 (16.875, 13.4411) -> 14923 (16.4947, 13.0986)
    47 (14.0648, 20.1966) -> 7582 (14.2206, 18.3943)
    48 (15.9067, 4.36701) -> 15535 (15.5806, 4.55554)
    49 (2.57469, 2.11935) -> 11684 (2.29718, 4.01766)
    50 (16.1855, 16.6382) -> 7140 (15.4907, 14.8584)
    51 (16.6054, 11.4594) -> 15151 (15.2379, 10.9059)
    52 (8.27951, 23.2146) -> 14789 (7.77046, 22.6219)
    53 (1.78061, 11.3381) -> 19467 (1.72304, 11.6851)
    54 (10.2474, 23.5717) -> 18141 (9.13453, 22.5664)
    55 (17.8597, 4.79794) -> 17728 (16.4671, 5.47696)
    56 (19.4833, 20.9121) -> 19834 (19.0835, 18.965)
    57 (21.0759, 22.1219) -> 19900 (20.8839, 21.05)
    58 (17.5252, 6.76975) -> 16158 (15.765, 7.43306)
    59 (20.825, 19.4288) -> 14442 (20.3174, 17.9256)
    60 (10.6171, 9.35741) -> 18695 (9.01971, 9.99779)
    61 (10.3238, 3.93501) -> 18027 (9.36809, 4.84241)
    62 (18.4939, 10.8008) -> 12024 (16.5742, 10.4817)
    63 (2.50958, 21.6137) -> 7840 (2.44018, 21.267)
    64 (1.0288, 4.58563) -> 12570 (0.997316, 5.19522)
    65 (18.9965, 4.44692) -> 19637 (17.9304, 4.93537)
    66 (0.421766, 3.35565) -> 13056 (0.507368, 4.82011)
    67 (8.82532, 3.4867) -> 19388 (7.74223, 4.83372)
    68 (4.77831, 21.3485) -> 19374 (4.47835, 20.7846)
    69 (13.746, 18.3814) -> 11437 (13.8834, 17.3677)
    70 (6.50163, 18.7966) -> 5113 (5.63293, 18.2132)
    71 (19.848, 2.63723) -> 17142 (19.5307, 2.81676)
    72 (15.2902, 2.46441) -> 10807 (13.7783, 3.58295)
    73 (4.33446, 19.912) -> 3534 (4.09811, 19.5738)
    74 (0.196787, 12.9938) -> 17534 (0.496109, 12.9016)
    75 (19.4398, 12.563) -> 17548 (18.1838, 12.0411)
    76 (15.1605, 22.058) -> 19199 (15.1425, 21.3914)
    77 (15.0422, 4.36652) -> 12663 (14.4459, 4.73802)
    78 (21.4933, 3.77424) -> 17802 (20.2556, 4.32784)
    79 (8.61333, 17.033) -> 6375 (8.32475, 16.4068)
    80 (10.1788, 7.64111) -> 13912 (9.2098, 8.18365)
    81 (19.9813, 21.6213) -> 11347 (19.8329, 21.1524)
    82 (11.8269, 9.26554) -> 17068 (10.2348, 9.57623)
    83 (7.57634, 21.013) -> 14480 (6.59974, 20.077)
    84 (12.2995, 5.76098) -> 14186 (10.8329, 6.69687)
    85 (21.024, 1.01951) -> 17562 (19.364, 1.91632)
    86 (16.1765, 18.6382) -> 6653 (15.9223, 17.7898)
    87 (15.4064, 22.5383) -> 13313 (15.3282, 21.6818)
    88 (10.9993, 2.05253) -> 18958 (10.4102, 2.70771)
    89 (11.1188, 4.83953) -> 6907 (10.0219, 5.69656)
    90 (17.8075, 7.00977) -> 19922 (16.7249, 7.37929)
    91 (1.77731, 19.7526) -> 2221 (1.68805, 19.167)
    92 (6.0391, 12.8186) -> 13236 (4.05597, 12.8694)
    93 (15.9978, 6.58097) -> 17025 (14.2623, 7.29544)
    94 (8.46572, 10.4468) -> 13416 (7.23881, 10.916)
    95 (23.0179, 21.6438) -> 18577 (22.4303, 19.9084)
    96 (1.07587, 15.7879) -> 0 (1, 15)
    97 (21.2462, 0.197899) -> 12888 (21.1107, 0.280092)
    98 (4.78103, 22.9553) -> 18966 (4.50737, 22.3401)
    99 (15.9975, 9.55403) -> 19003 (14.7339, 9.53603)
    100 (4.87442, 15.3128) -> 18591 (3.63294, 15.2119)
    101 (12.3579, 0.740222) -> 14793 (12.0549, 1.07578)
    102 (4.51045, 19.1684) -> 5944 (3.30325, 17.7688)
    103 (13.0892, 18.15) -> 17029 (13.3911, 17.1578)
    104 (19.4438, 4.02036) -> 10186 (18.5915, 4.38294)
    105 (21.4047, 3.65068) -> 17262 (19.696, 4.50983)
    106 (4.35916, 13.6402) -> 4669 (3.79226, 12.8742)
    107 (13.4089, 18.4539) -> 6012 (13.6465, 17.1759)
    108 (3.4691, 3.22842) -> 15762 (3.00682, 5.1029)
    109 (12.3106, 16.2876) -> 18254 (12.7332, 16.0672)
    110 (0.634217, 19.9379) -> 10175 (0.762898, 17.9958)
    111 (22.972, 5.12093) -> 18341 (21.5038, 5.62121)
    112 (8.3133, 21.4681) -> 5392 (7.58592, 20.8068)
    113 (15.8335, 12.7179) -> 13969 (14.8872, 11.8274)
    114 (19.6579, 7.7686) -> 7387 (17.9375, 8.08506)
    115 (7.4219, 7.20498) -> 19159 (7.12299, 7.47932)
    116 (12.2362, 23.361) -> 15825 (12.0018, 22.7825)
    117 (5.72504, 7.48361) -> 11334 (5.43149, 7.86234)
    118 (22.624, 18.5551) -> 18284 (22.0913, 16.9458)
    119 (6.63659, 15.7572) -> 18234 (6.16596, 14.3416)
    120 (13.4095, 22.3016) -> 7780 (13.6, 20.8825)
    121 (12.1542, 23.148) -> 15825 (12.0018, 22.7825)
    122 (2.28634, 19.617) -> 17459 (1.79622, 17.7891)
    123 (4.10021, 1.42193) -> 12652 (3.69599, 3.16071)
    124 (8.51384, 23.9697) -> 15804 (7.95272, 23.3192)
    125 (17.365, 20.7493) -> 12139 (16.6745, 18.8808)
    126 (0.56108, 17.3074) -> 10905 (0.666904, 16.6917)
    127 (1.15676, 13.4466) -> 0 (1, 15)
    128 (16.3743, 10.5003) -> 14093 (14.4446, 10.1139)
    129 (22.1129, 2.65768) -> 15468 (20.4938, 3.46393)
    130 (6.28706, 19.2541) -> 14018 (5.01303, 18.2586)
    131 (3.03667, 10.0898) -> 15667 (2.77358, 10.4726)
