Parent Map for Subproblem Tree 342
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.50125, 13.6785) -> 0 (1, 15)
    2 (3.25674, 11.8267) -> 3267 (2.32281, 13.533)
    3 (1.6091, 16.905) -> 0 (1, 15)
    4 (3.94205, 15.0657) -> 2853 (2.28224, 15.9953)
    5 (4.91572, 10.7097) -> 2 (3.25674, 11.8267)
    6 (5.40546, 16.4289) -> 15990 (3.51057, 16.6318)
    7 (6.28647, 9.2533) -> 6186 (4.74843, 10.4741)
    8 (5.24493, 7.5459) -> 15378 (3.48118, 8.38821)
    9 (4.16929, 5.85978) -> 16266 (3.44082, 7.69489)
    10 (5.74308, 18.4002) -> 17082 (4.03607, 17.4102)
    11 (6.1278, 20.3628) -> 6709 (4.22278, 19.7949)
    12 (8.01826, 19.71) -> 9362 (6.25267, 20.1252)
    13 (9.99459, 20.0168) -> 18950 (8.09496, 20.4031)
    14 (7.22332, 15.595) -> 7463 (5.59014, 16.5933)
    15 (7.34851, 15.337) -> 17358 (5.45229, 15.8929)
    16 (6.91935, 14.1304) -> 7805 (4.96539, 14.5187)
    17 (2.95707, 4.26903) -> 17643 (1.6139, 5.65044)
    18 (8.12896, 8.47533) -> 7 (6.28647, 9.2533)
    19 (11.8707, 19.3238) -> 11168 (10.1435, 19.9586)
    20 (13.4006, 18.0356) -> 19 (11.8707, 19.3238)
    21 (5.76874, 22.3304) -> 13212 (4.0026, 21.8502)
    22 (5.75236, 23.0742) -> 4379 (4.45571, 21.7404)
    23 (10.0583, 19.9545) -> 9852 (8.22095, 20.3983)
    24 (9.87509, 7.50014) -> 15599 (8.00502, 7.49798)
    25 (0.542011, 13.5389) -> 0 (1, 15)
    26 (10.9713, 5.8273) -> 19312 (8.97425, 5.82607)
    27 (12.1774, 21.3001) -> 18399 (10.2646, 21.5285)
    28 (7.63167, 20.5644) -> 14704 (5.79179, 20.5393)
    29 (2.67325, 4.11692) -> 14009 (1.42749, 5.54488)
    30 (14.2306, 16.216) -> 20 (13.4006, 18.0356)
    31 (12.7836, 6.67326) -> 18473 (10.9918, 6.00227)
    32 (4.58161, 14.1922) -> 2943 (2.60245, 14.0696)
    33 (14.1083, 20.7789) -> 15010 (12.2818, 21.374)
    34 (9.8116, 20.8733) -> 16183 (8.00747, 20.5369)
    35 (5.35712, 4.78693) -> 8895 (4.03395, 6.16459)
    36 (2.39734, 6.78723) -> 15008 (0.788712, 7.71514)
    37 (4.29469, 20.7118) -> 12103 (2.6571, 20.2335)
    38 (4.99942, 2.81918) -> 19394 (3.75108, 4.19819)
    39 (6.31478, 22.8406) -> 13696 (4.62847, 21.8509)
    40 (16.1065, 20.8645) -> 18338 (14.6641, 21.978)
    41 (6.99329, 2.97565) -> 12784 (5.39112, 3.58223)
    42 (13.1466, 19.2177) -> 14798 (11.5016, 20.1309)
    43 (15.139, 14.4342) -> 12364 (15.2415, 16.362)
    44 (14.0591, 5.13284) -> 19135 (12.1112, 4.77806)
    45 (17.7798, 21.9599) -> 10792 (16.0722, 22.6976)
    46 (16.875, 13.4411) -> 18517 (17.3748, 15.206)
    47 (14.0648, 20.1966) -> 11747 (12.1777, 20.8409)
    48 (15.9067, 4.36701) -> 14372 (14.1075, 3.97645)
    49 (2.57469, 2.11935) -> 16886 (2.03316, 3.67533)
    50 (16.1855, 16.6382) -> 19832 (15.7861, 18.4285)
    51 (16.6054, 11.4594) -> 18417 (16.6527, 9.54537)
    52 (8.27951, 23.2146) -> 12343 (6.63322, 22.1023)
    53 (1.78061, 11.3381) -> 6439 (0.834145, 13.093)
    54 (10.2474, 23.5717) -> 19442 (8.40683, 23.3988)
    55 (17.8597, 4.79794) -> 19572 (16.0806, 4.20495)
    56 (19.4833, 20.9121) -> 19326 (18.037, 21.8123)
    57 (21.0759, 22.1219) -> 15879 (19.2231, 22.2173)
    58 (17.5252, 6.76975) -> 17728 (16.4671, 5.47696)
    59 (20.825, 19.4288) -> 17147 (19.2401, 20.4022)
    60 (10.6171, 9.35741) -> 19309 (8.9536, 8.26335)
    61 (10.3238, 3.93501) -> 14979 (8.45148, 4.22866)
    62 (18.4939, 10.8008) -> 17252 (18.5284, 9.09923)
    63 (2.50958, 21.6137) -> 19154 (0.996719, 20.3905)
    64 (1.0288, 4.58563) -> 16027 (0.0171097, 5.54438)
    65 (18.9965, 4.44692) -> 18092 (17.4503, 3.68875)
    66 (0.421766, 3.35565) -> 18462 (0.762392, 5.30007)
    67 (8.82532, 3.4867) -> 14826 (6.9954, 4.26799)
    68 (4.77831, 21.3485) -> 16784 (3.19896, 20.2816)
    69 (13.746, 18.3814) -> 14091 (12.2712, 19.651)
    70 (6.50163, 18.7966) -> 10294 (4.6969, 19.0217)
    71 (19.848, 2.63723) -> 15077 (17.9886, 2.26094)
    72 (15.2902, 2.46441) -> 19860 (13.4191, 2.48526)
    73 (4.33446, 19.912) -> 9470 (2.7011, 19.451)
    74 (0.196787, 12.9938) -> 8775 (1.5494, 13.4008)
    75 (19.4398, 12.563) -> 18077 (20.1966, 14.0489)
    76 (15.1605, 22.058) -> 9228 (13.2988, 22.3377)
    77 (15.0422, 4.36652) -> 19864 (13.3684, 3.43607)
    78 (21.4933, 3.77424) -> 19566 (20.2428, 2.77115)
    79 (8.61333, 17.033) -> 11894 (6.9855, 18.0649)
    80 (10.1788, 7.64111) -> 17036 (8.21594, 7.51428)
    81 (19.9813, 21.6213) -> 17983 (18.3317, 22.3831)
    82 (11.8269, 9.26554) -> 4340 (10.3368, 7.96756)
    83 (7.57634, 21.013) -> 12566 (5.7467, 20.8862)
    84 (12.2995, 5.76098) -> 15708 (10.5913, 4.76441)
    85 (21.024, 1.01951) -> 19978 (19.656, 0.182164)
    86 (16.1765, 18.6382) -> 19078 (15.0685, 20.1916)
    87 (15.4064, 22.5383) -> 7253 (13.423, 22.768)
    88 (10.9993, 2.05253) -> 19902 (9.21131, 2.2176)
    89 (11.1188, 4.83953) -> 15020 (9.1847, 5.12795)
    90 (17.8075, 7.00977) -> 16674 (16.5098, 5.59791)
    91 (1.77731, 19.7526) -> 17613 (0.510777, 18.4072)
    92 (6.0391, 12.8186) -> 6522 (4.1782, 13.5188)
    93 (15.9978, 6.58097) -> 18224 (14.6415, 5.2751)
    94 (8.46572, 10.4468) -> 1358 (6.56438, 9.84478)
    95 (23.0179, 21.6438) -> 18364 (21.6527, 22.6679)
    96 (1.07587, 15.7879) -> 0 (1, 15)
    97 (21.2462, 0.197899) -> 18465 (19.3639, 0.23117)
    98 (4.78103, 22.9553) -> 14299 (3.42136, 21.9738)
    99 (15.9975, 9.55403) -> 14529 (14.869, 7.91366)
    100 (4.87442, 15.3128) -> 17616 (2.93685, 15.3523)
    101 (12.3579, 0.740222) -> 18460 (10.3965, 0.954791)
    102 (4.51045, 19.1684) -> 12322 (2.76938, 18.4831)
    103 (13.0892, 18.15) -> 11047 (12.1267, 19.8364)
    104 (19.4438, 4.02036) -> 19205 (18.4969, 2.7693)
    105 (21.4047, 3.65068) -> 17511 (19.4924, 3.23577)
    106 (4.35916, 13.6402) -> 911 (2.4346, 13.8993)
    107 (13.4089, 18.4539) -> 11047 (12.1267, 19.8364)
    108 (3.4691, 3.22842) -> 17593 (2.12133, 4.49518)
    109 (12.3106, 16.2876) -> 19711 (11.3545, 17.9092)
    110 (0.634217, 19.9379) -> 13174 (1.2582, 18.3886)
    111 (22.972, 5.12093) -> 19884 (21.1389, 4.45513)
    112 (8.3133, 21.4681) -> 15594 (6.79525, 20.1755)
    113 (15.8335, 12.7179) -> 16640 (16.8561, 14.41)
    114 (19.6579, 7.7686) -> 16897 (18.6254, 6.40224)
    115 (7.4219, 7.20498) -> 10413 (5.47776, 7.38515)
    116 (12.2362, 23.361) -> 17009 (10.4102, 23.6231)
    117 (5.72504, 7.48361) -> 9853 (4.02499, 8.45127)
    118 (22.624, 18.5551) -> 15593 (20.769, 19.2898)
    119 (6.63659, 15.7572) -> 9711 (4.68859, 16.0679)
    120 (13.4095, 22.3016) -> 7962 (11.4527, 22.4968)
    121 (12.1542, 23.148) -> 17009 (10.4102, 23.6231)
    122 (2.28634, 19.617) -> 11637 (1.07019, 18.2241)
    123 (4.10021, 1.42193) -> 17552 (2.89001, 2.96992)
    124 (8.51384, 23.9697) -> 16578 (6.82611, 23.6944)
    125 (17.365, 20.7493) -> 12289 (15.5862, 21.6078)
    126 (0.56108, 17.3074) -> 7075 (1.8672, 16.464)
    127 (1.15676, 13.4466) -> 0 (1, 15)
    128 (16.3743, 10.5003) -> 16335 (15.3778, 8.78981)
    129 (22.1129, 2.65768) -> 17739 (20.1253, 2.73042)
    130 (6.28706, 19.2541) -> 12788 (4.39746, 19.1997)
    131 (3.03667, 10.0898) -> 18032 (1.57366, 11.3761)
    132 (21.4523, 8.65194) -> 19972 (20.9571, 6.71865)
    133 (21.3392, 13.1892) -> 18436 (20.4642, 14.9521)
    134 (14.2349, 10.4992) -> 17787 (14.3726, 8.58651)
    135 (20.2826, 3.13041) -> 17208 (18.4098, 2.68589)
    136 (20.6681, 1.01195) -> 19897 (18.8447, 0.83949)
    137 (8.84479, 2.3682) -> 7873 (7.02893, 2.99475)
    138 (13.7579, 24.4217) -> 19660 (12.0425, 24.3218)
    139 (3.83685, 9.33164) -> 17022 (2.17375, 9.93255)
    140 (4.58074, 2.06189) -> 15951 (4.13411, 3.97779)
    141 (2.24194, 21.2084) -> 15340 (0.845943, 20.0522)
    142 (6.85884, 3.61211) -> 17362 (5.15706, 4.65075)
    143 (4.57479, 19.5999) -> 14367 (3.12903, 18.2582)
    144 (10.223, 19.919) -> 4398 (8.34311, 20.4971)
    145 (7.50082, 16.5292) -> 14401 (5.61066, 17.1464)
    146 (1.48433, 19.7041) -> 15296 (0.428796, 18.3389)
    147 (23.5059, 20.9149) -> 16949 (22.2438, 22.0637)
    148 (4.51758, 10.8012) -> 876 (2.98291, 12.0758)
    149 (2.16482, 3.03562) -> 12907 (0.879614, 3.87279)
    150 (4.20369, 3.33095) -> 17858 (2.74448, 4.16972)
    151 (7.64907, 20.8385) -> 19723 (5.7573, 20.8485)
    152 (12.5261, 0.825243) -> 16059 (10.9613, 0.386354)
    153 (10.0229, 5.35878) -> 16293 (8.3575, 4.49142)
    154 (13.0291, 9.73877) -> 13615 (12.5181, 7.81461)
    155 (5.03582, 5.24144) -> 13420 (3.52128, 6.34502)
    156 (21.2377, 3.78214) -> 14250 (19.3559, 3.39162)
    157 (18.503, 9.77248) -> 16918 (17.4037, 8.14301)
    158 (3.90249, 15.1333) -> 2853 (2.28224, 15.9953)
    159 (8.65488, 20.647) -> 13640 (6.74954, 20.1137)
    160 (5.3524, 13.3392) -> 14368 (3.49206, 13.0848)
    161 (14.1627, 22.2567) -> 8993 (12.3278, 22.7231)
    162 (20.5623, 4.75215) -> 14250 (19.3559, 3.39162)
    163 (20.7133, 8.93218) -> 18919 (19.4489, 7.40854)
    164 (24.0842, 23.3359) -> 14228 (22.316, 23.7617)
    165 (2.05957, 15.787) -> 0 (1, 15)
    166 (2.95278, 8.74483) -> 10990 (1.65019, 10.2386)
    167 (19.1138, 19.0835) -> 18115 (17.4092, 20.1017)
    168 (23.2676, 2.39753) -> 19214 (21.7705, 1.95941)
    169 (10.2266, 3.25301) -> 17446 (8.48486, 3.90692)
    170 (2.12824, 12.162) -> 19152 (0.62313, 13.3661)
    171 (23.2851, 7.85144) -> 18521 (21.736, 6.63626)
    172 (1.83932, 16.0927) -> 0 (1, 15)
    173 (8.39199, 3.61372) -> 18184 (6.45463, 4.08181)
    174 (3.82765, 4.48978) -> 12163 (2.28133, 5.50174)
    175 (4.33925, 18.8459) -> 9817 (2.45599, 18.4019)
    176 (18.1335, 22.2349) -> 18018 (16.3561, 22.7243)
    177 (18.8149, 22.7057) -> 19552 (16.8466, 22.7207)
    178 (7.76794, 2.4567) -> 17665 (6.04965, 3.31086)
    179 (15.5319, 0.761162) -> 18737 (13.7221, 1.00996)
