Parent Map for Subproblem Tree 15
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.86972, 14.29) -> 0 (1, 15)
    2 (4.08778, 12.7037) -> 1689 (2.69753, 12.7389)
    3 (5.06823, 10.9605) -> 999 (3.28021, 11.4447)
    4 (5.62723, 9.04019) -> 3908 (4.42532, 10.6133)
    5 (6.55913, 7.27057) -> 3492 (5.22485, 7.6775)
    6 (7.30262, 5.4139) -> 3484 (6.33962, 6.55708)
    7 (8.97039, 4.31002) -> 2199 (7.68854, 4.79224)
    8 (8.76329, 2.32077) -> 3337 (7.19724, 3.43614)
    9 (8.91515, 0.326541) -> 4790 (8.58134, 1.86366)
    10 (6.19536, 3.74837) -> 2488 (5.20024, 4.48873)
    11 (4.3542, 4.52948) -> 2145 (3.11451, 5.94648)
    12 (9.61598, -1.54665) -> 3437 (8.29479, -0.772865)
    13 (11.3447, -2.55239) -> 3198 (10.0851, -1.75576)
    14 (12.0861, -4.4099) -> 4943 (11.2458, -3.25786)
    15 (4.19127, 13.317) -> 2676 (3.23469, 12.776)
    16 (10.3987, -5.48358) -> 3451 (10.4531, -3.9816)
    17 (6.03156, 14.1002) -> 3602 (4.84474, 13.1932)
    18 (10.7757, 5.17082) -> 2072 (9.17418, 5.92355)
    19 (13.2337, -6.04792) -> 4098 (12.3962, -5.09325)
    20 (14.1637, -7.81854) -> 4157 (13.1878, -6.87485)
    21 (15.1533, -5.48683) -> 4484 (14.2118, -4.81278)
    22 (6.95659, 15.8734) -> 1569 (6.39555, 15.5843)
    23 (12.7738, 5.25791) -> 4906 (11.7799, 5.64446)
    24 (15.0785, -9.59706) -> 4655 (14.1345, -7.84674)
    25 (9.26857, -7.13366) -> 3764 (9.00849, -6.47505)
    26 (13.1096, -1.61166) -> 4380 (12.1234, -0.38782)
    27 (16.688, -4.20431) -> 3431 (15.2471, -4.35274)
    28 (13.9468, -11.2461) -> 4825 (13.0518, -10.0329)
    29 (17.5378, -2.39383) -> 4086 (16.195, -1.41026)
    30 (8.55736, -9.00293) -> 4834 (7.54053, -7.29475)
    31 (8.36377, -10.9935) -> 3237 (7.25479, -9.43316)
    32 (15.0622, -12.9062) -> 4946 (14.707, -11.0688)
    33 (7.96482, -2.67521) -> 4667 (7.0198, -1.53566)
    34 (5.75135, 2.43503) -> 4900 (5.07224, 3.12678)
    35 (6.93295, -12.3909) -> 4095 (7.10678, -11.5089)
    36 (6.37783, -2.51593) -> 4599 (6.46531, -0.773115)
    37 (5.25502, 7.15063) -> 3870 (3.68683, 8.33871)
    38 (15.0715, -14.9062) -> 3987 (14.2733, -13.5869)
    39 (17.0008, -15.4335) -> 4892 (16.0667, -14.1298)
    40 (14.3649, 6.46967) -> 4957 (13.5709, 6.19059)
    41 (15.4426, 8.15447) -> 1966 (13.9609, 7.06328)
