Parent Map for Subproblem Tree 7
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.86972, 14.29) -> 0 (1, 15)
    2 (4.08778, 12.7037) -> 2464 (2.4812, 12.6154)
    3 (5.06823, 10.9605) -> 3464 (3.58264, 10.1778)
    4 (5.62723, 9.04019) -> 3908 (4.42532, 10.6133)
    5 (6.55913, 7.27057) -> 4752 (4.5669, 7.26175)
    6 (7.30262, 5.4139) -> 3484 (6.33962, 6.55708)
    7 (8.97039, 4.31002) -> 2937 (7.03532, 4.47668)
    8 (8.76329, 2.32077) -> 3666 (7.27837, 2.77057)
    9 (8.91515, 0.326541) -> 2503 (7.61813, 1.50357)
    10 (6.19536, 3.74837) -> 2983 (4.42229, 4.54101)
    11 (4.3542, 4.52948) -> 2145 (3.11451, 5.94648)
    12 (9.61598, -1.54665) -> 4673 (8.02472, -0.868234)
    13 (11.3447, -2.55239) -> 3175 (9.80323, -2.19676)
    14 (12.0861, -4.4099) -> 3451 (10.4531, -3.9816)
    15 (4.19127, 13.317) -> 1689 (2.69753, 12.7389)
    16 (10.3987, -5.48358) -> 1916 (9.02251, -4.55059)
    17 (6.03156, 14.1002) -> 1734 (4.43291, 13.3681)
    18 (10.7757, 5.17082) -> 4125 (9.41818, 3.89335)
    19 (13.2337, -6.04792) -> 4465 (12.0781, -7.42671)
    20 (14.1637, -7.81854) -> 4885 (12.9131, -8.11817)
    21 (15.1533, -5.48683) -> 4797 (13.5392, -6.60473)
    22 (6.95659, 15.8734) -> 3702 (5.54816, 15.3572)
    23 (12.7738, 5.25791) -> 2862 (11.1564, 4.47099)
    24 (15.0785, -9.59706) -> 4882 (13.3073, -9.20783)
    25 (9.26857, -7.13366) -> 2220 (7.84075, -6.03225)
    26 (13.1096, -1.61166) -> 13 (11.3447, -2.55239)
    27 (16.688, -4.20431) -> 4107 (14.843, -4.91932)
    28 (13.9468, -11.2461) -> 4992 (12.6544, -11.2804)
    29 (17.5378, -2.39383) -> 4086 (16.195, -1.41026)
    30 (8.55736, -9.00293) -> 4834 (7.54053, -7.29475)
    31 (8.36377, -10.9935) -> 3145 (6.65323, -10.1816)
    32 (15.0622, -12.9062) -> 4978 (13.6519, -13.4959)
    33 (7.96482, -2.67521) -> 4673 (8.02472, -0.868234)
    34 (5.75135, 2.43503) -> 3773 (4.02976, 3.3257)
    35 (6.93295, -12.3909) -> 4236 (5.86094, -11.882)
    36 (6.37783, -2.51593) -> 4592 (4.5215, -1.86289)
    37 (5.25502, 7.15063) -> 3870 (3.68683, 8.33871)
    38 (15.0715, -14.9062) -> 4457 (14.5312, -13.0296)
    39 (17.0008, -15.4335) -> 4222 (15.6886, -14.4396)
    40 (14.3649, 6.46967) -> 3932 (12.7569, 5.34723)
    41 (15.4426, 8.15447) -> 40 (14.3649, 6.46967)
    42 (6.09469, -14.2068) -> 4665 (4.6233, -13.595)
    43 (18.7835, -0.829169) -> 4905 (17.3544, -0.231421)
    44 (6.32469, -16.1935) -> 4076 (4.72368, -15.1389)
    45 (4.19641, -14.8365) -> 4665 (4.6233, -13.595)
    46 (3.06096, -16.4829) -> 4617 (3.10117, -14.5328)
    47 (17.4389, 8.275) -> 4828 (17.735, 6.30622)
    48 (6.12704, -18.1837) -> 4712 (4.91342, -17.2199)
    49 (19.4385, 8.23394) -> 4880 (18.9159, 6.49934)
    50 (0.873508, 14.5899) -> 0 (1, 15)
    51 (7.99265, -18.9045) -> 4296 (8.07341, -16.9598)
    52 (15.2159, -15.0251) -> 3987 (14.2733, -13.5869)
