Parent Map for Subproblem Tree 99
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.71976, 13.979) -> 0 (1, 15)
    2 (3.01851, 12.0014) -> 6596 (1.71615, 13.3089)
    3 (4.41648, 15.0378) -> 1 (2.71976, 13.979)
    4 (1.93439, 10.3208) -> 4468 (0.561952, 11.342)
    5 (6.3904, 15.3598) -> 7736 (4.39694, 15.2968)
    6 (3.74719, 9.47593) -> 4332 (1.9381, 10.0013)
    7 (8.34337, 15.7909) -> 8405 (6.91772, 17.1393)
    8 (5.2813, 8.19276) -> 6 (3.74719, 9.47593)
    9 (7.24148, 7.7957) -> 8 (5.2813, 8.19276)
    10 (9.12924, 7.13512) -> 4174 (7.15138, 7.14953)
    11 (9.11819, 9.13509) -> 6993 (7.418, 8.21787)
    12 (6.73779, 5.86016) -> 4678 (4.86274, 5.40132)
    13 (11.1171, 6.91514) -> 5977 (9.44156, 6.03232)
    14 (12.9338, 7.75148) -> 4754 (12.2318, 5.91318)
    15 (14.078, 6.11111) -> 8833 (12.6509, 5.08772)
    16 (0.948521, 13.6554) -> 0 (1, 15)
    17 (15.2967, 4.52528) -> 6666 (13.9188, 3.3896)
    18 (9.4116, 17.4818) -> 5676 (7.55293, 18.198)
    19 (11.4001, 17.2676) -> 6665 (9.90635, 18.5447)
    20 (13.0131, 18.45) -> 9648 (11.6956, 19.784)
    21 (6.61162, 15.6682) -> 423 (4.73674, 15.8615)
    22 (14.8759, 19.1779) -> 5071 (13.4234, 20.5268)
    23 (16.7872, 5.85882) -> 8740 (16.3052, 3.97739)
    24 (3.48855, 9.55629) -> 6426 (1.70219, 10.1575)
    25 (16.8605, 19.4262) -> 9861 (15.8626, 20.9163)
    26 (13.9736, 9.45999) -> 7766 (14.6766, 7.62052)
    27 (5.25684, 4.516) -> 6524 (3.49063, 4.89907)
    28 (12.7598, 5.56003) -> 7074 (10.9761, 5.0532)
    29 (10.2539, 8.10924) -> 2858 (8.74036, 6.88868)
    30 (18.4897, 4.80933) -> 8450 (16.8961, 3.67418)
    31 (15.5602, 10.6776) -> 9843 (15.542, 8.81451)
    32 (14.9433, 21.1768) -> 9954 (14.0476, 22.9342)
    33 (13.2948, 22.3093) -> 9756 (11.9269, 23.3743)
    34 (11.6465, 3.89853) -> 2996 (10.2153, 2.50473)
    35 (16.4339, 6.08059) -> 7817 (16.1422, 4.15763)
    36 (14.6524, 18.9434) -> 7502 (13.5867, 20.4682)
    37 (19.7537, 3.25935) -> 9209 (17.9434, 2.42567)
    38 (16.048, 22.844) -> 6465 (14.1325, 23.0719)
    39 (17.6864, 23.991) -> 9650 (15.7237, 24.1851)
    40 (19.2945, 22.8018) -> 8295 (17.7963, 24.0888)
    41 (20.6838, 4.69933) -> 9992 (19.9429, 2.89198)
    42 (19.8669, 6.52489) -> 7871 (18.806, 4.83891)
    43 (1.82263, 14.7468) -> 4803 (0.759581, 13.1264)
    44 (15.5236, 2.53819) -> 8579 (13.9932, 1.26864)
    45 (21.7971, 7.04831) -> 9484 (22.7001, 5.3096)
    46 (21.8078, 9.04828) -> 6583 (22.8125, 7.3256)
    47 (20.0501, 8.17649) -> 5289 (19.7308, 6.29253)
    48 (5.46118, 2.52647) -> 2288 (3.83722, 3.64862)
    49 (3.05117, 11.1445) -> 8759 (1.2978, 11.5034)
    50 (20.1246, 1.29404) -> 9087 (18.3395, 0.896698)
    51 (21.1497, 23.5489) -> 7041 (19.383, 23.9371)
    52 (2.0497, 12.5737) -> 3424 (0.349221, 13.1775)
    53 (3.17938, 10.4318) -> 3616 (1.58516, 11.3916)
    54 (8.12784, 19.0154) -> 5340 (6.19457, 19.039)
    55 (8.44605, 17.1561) -> 7331 (6.56843, 17.7933)
    56 (7.93099, 19.5708) -> 1079 (6.0123, 19.1335)
    57 (3.54299, 1.96032) -> 8174 (1.96393, 2.80075)
    58 (22.2917, 10.9889) -> 7501 (21.499, 9.19679)
    59 (6.49365, 0.813574) -> 9626 (4.89732, 1.62628)
    60 (2.05477, 3.29643) -> 7928 (0.205694, 3.80143)
    61 (16.732, 5.41592) -> 7486 (15.2875, 4.26905)
    62 (17.3708, 1.77146) -> 6571 (15.8388, 0.698355)
    63 (17.5427, 10.9417) -> 8673 (17.6284, 9.00461)
    64 (15.0772, 7.68221) -> 3095 (14.1102, 5.93459)
    65 (12.0082, 17.2491) -> 9191 (11.2128, 19.0719)
    66 (3.35869, 16.7352) -> 7577 (1.48357, 16.9259)
    67 (21.9829, 12.9649) -> 7086 (22.5852, 14.8416)
    68 (14.289, 0.964741) -> 5474 (12.4569, 0.214021)
    69 (15.2278, 22.0798) -> 9398 (13.378, 22.7364)
    70 (5.53931, 16.7253) -> 7982 (3.80299, 17.6394)
    71 (21.2758, 14.8357) -> 6964 (21.4227, 16.7806)
    72 (2.73181, 5.17835) -> 8618 (0.894817, 5.74533)
