Parent Map for Subproblem Tree 40
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.93005, 14.4757) -> 0 (1, 15)
    2 (4.35988, 13.0773) -> 1283 (2.63412, 13.8938)
    3 (6.14704, 13.9751) -> 870 (4.26645, 14.3799)
    4 (7.20555, 12.2782) -> 5168 (5.55698, 12.731)
    5 (3.69732, 16.3227) -> 8897 (3.40066, 16.194)
    6 (6.73279, 10.3348) -> 9438 (4.95737, 11.0311)
    7 (5.52919, 8.73754) -> 3066 (5.32478, 8.94001)
    8 (8.31132, 9.10674) -> 2565 (6.42806, 9.54574)
    9 (8.04129, 14.6168) -> 6563 (6.48942, 14.9976)
    10 (8.08829, 16.6162) -> 3923 (6.57654, 16.8247)
    11 (10.0882, 16.5927) -> 818 (8.39582, 17.4187)
    12 (12.0278, 16.105) -> 8449 (11.2344, 17.8711)
    13 (10.2023, 8.45546) -> 9488 (9.67696, 8.27345)
    14 (4.93163, 6.82889) -> 6005 (4.13892, 7.82985)
    15 (10.7113, 18.4932) -> 9809 (8.82742, 18.6419)
    16 (10.3291, 6.45948) -> 6784 (10.2465, 6.4601)
    17 (12.0613, 9.19319) -> 7762 (11.9358, 8.90741)
    18 (9.54147, 20.1154) -> 3901 (7.82784, 19.7144)
    19 (11.554, 4.87847) -> 9470 (9.81979, 5.63737)
    20 (14.0601, 9.26036) -> 9708 (12.8113, 8.51127)
    21 (6.79717, 13.3486) -> 1362 (5.08353, 14.0115)
    22 (13.8256, 16.9812) -> 7748 (12.7976, 17.8039)
    23 (14.8472, 18.7006) -> 9125 (14.5747, 18.7721)
    24 (15.1903, 18.191) -> 8577 (13.9591, 18.6622)
    25 (11.7312, 2.88633) -> 8801 (11.5121, 2.97633)
    26 (9.17179, 22.0809) -> 9693 (8.33326, 21.5876)
    27 (9.5544, 24.044) -> 6684 (8.30368, 23.0595)
    28 (3.5395, 8.94029) -> 8865 (2.63965, 10.399)
    29 (16.1786, 20.193) -> 9835 (15.3522, 20.2488)
    30 (17.3197, 21.8356) -> 7408 (15.5144, 21.68)
    31 (10.6192, 1.22394) -> 5813 (9.70095, 1.86016)
