Parent Map for Subproblem Tree 20
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.93005, 14.4757) -> 0 (1, 15)
    2 (4.35988, 13.0773) -> 1283 (2.63412, 13.8938)
    3 (6.14704, 13.9751) -> 535 (4.21326, 14.475)
    4 (7.20555, 12.2782) -> 6605 (5.2273, 12.3594)
    5 (3.69732, 16.3227) -> 7937 (3.3141, 16.2726)
    6 (6.73279, 10.3348) -> 2435 (4.98562, 9.69557)
    7 (5.52919, 8.73754) -> 8743 (3.55872, 8.67478)
    8 (8.31132, 9.10674) -> 9069 (6.74871, 7.9256)
    9 (8.04129, 14.6168) -> 8481 (6.36512, 15.6933)
    10 (8.08829, 16.6162) -> 3422 (6.51178, 17.8299)
    11 (10.0882, 16.5927) -> 9732 (9.31299, 18.3777)
    12 (12.0278, 16.105) -> 7748 (12.7976, 17.8039)
    13 (10.2023, 8.45546) -> 4909 (9.25624, 6.71624)
    14 (4.93163, 6.82889) -> 5281 (3.34448, 6.83417)
    15 (10.7113, 18.4932) -> 1175 (10.1576, 20.2587)
    16 (10.3291, 6.45948) -> 7642 (9.43438, 4.83266)
    17 (12.0613, 9.19319) -> 1649 (12.9495, 7.41937)
    18 (9.54147, 20.1154) -> 9693 (8.33326, 21.5876)
    19 (11.554, 4.87847) -> 3876 (10.7572, 3.16141)
    20 (14.0601, 9.26036) -> 5641 (14.8864, 7.44874)
    21 (6.79717, 13.3486) -> 1362 (5.08353, 14.0115)
    22 (13.8256, 16.9812) -> 3886 (14.8127, 18.6956)
    23 (14.8472, 18.7006) -> 3482 (15.7312, 20.3221)
    24 (15.1903, 18.191) -> 9933 (16.0156, 19.7497)
    25 (11.7312, 2.88633) -> 7082 (11.1693, 1.47666)
    26 (9.17179, 22.0809) -> 9333 (7.58485, 23.292)
    27 (9.5544, 24.044) -> 8357 (7.9443, 24.9003)
    28 (3.5395, 8.94029) -> 2527 (1.94301, 9.69284)
    29 (16.1786, 20.193) -> 7272 (16.7099, 22.0759)
    30 (17.3197, 21.8356) -> 9541 (17.2769, 23.4658)
