Parent Map for Subproblem Tree 5
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.88353, 13.2057) -> 42 (1.24427, 14.1632)
    2 (3.64332, 12.2554) -> 1 (1.88353, 13.2057)
    3 (5.41817, 13.1773) -> 3869 (3.78026, 13.5337)
    4 (4.38853, 10.3994) -> 831 (3.15889, 10.6611)
    5 (5.99979, 15.0909) -> 3222 (4.0884, 15.2398)
    6 (7.80864, 15.9441) -> 691 (6.72715, 17.163)
    7 (5.91146, 9.10302) -> 3396 (4.35664, 8.7233)
    8 (8.25859, 17.6825) -> 3360 (7.14809, 18.7431)
    9 (5.49075, 17.025) -> 3673 (4.06473, 16.9469)
    10 (8.82503, 19.6006) -> 1270 (7.73274, 20.8378)
    11 (8.38633, 21.5519) -> 5670 (7.01095, 22.3395)
    12 (4.79722, 7.44215) -> 5915 (3.88741, 7.31255)
    13 (4.12638, 5.55802) -> 3252 (2.87899, 5.74403)
    14 (5.47663, 4.08261) -> 5730 (3.88319, 4.03082)
    15 (9.24224, 23.3595) -> 3152 (8.07578, 24.0459)
    16 (5.08819, 7.385) -> 2347 (3.59174, 7.36606)
    17 (6.85062, 2.62929) -> 5845 (5.13255, 2.30226)
    18 (8.64899, 1.75415) -> 5519 (7.45079, 1.1466)
    19 (11.2256, 23.6172) -> 4637 (10.26, 24.8699)
    20 (10.626, 2.05636) -> 5875 (9.94233, 1.39423)
    21 (11.3188, 0.180174) -> 4017 (10.4146, -0.87879)
    22 (12.9035, 22.5288) -> 1946 (12.3886, 24.3713)
    23 (10.7093, -1.72468) -> 5617 (9.33548, -2.4275)
    24 (12.4716, 2.82703) -> 4390 (11.8218, 1.21644)
    25 (1.00757, 17) -> 5304 (0.764106, 16.2633)
    26 (7.41252, 24.1671) -> 4686 (6.95096, 24.4459)
    27 (12.1064, -3.15578) -> 5864 (11.5098, -3.30499)
    28 (14.7668, 21.8022) -> 5339 (14.5688, 23.5371)
    29 (5.71687, 0.981683) -> 5095 (4.5062, 1.16277)
    30 (2.20494, 5.00296) -> 5109 (0.976758, 6.07599)
    31 (7.08815, 7.39803) -> 5385 (5.59035, 6.8517)
    32 (14.357, 3.4943) -> 3303 (14.2798, 2.3948)
    33 (8.4728, 8.84121) -> 31 (7.08815, 7.39803)
    34 (16.1588, 2.62627) -> 5294 (16.1234, 1.5687)
    35 (12.5598, -5.10369) -> 3432 (11.3055, -5.34902)
    36 (4.10724, -0.205374) -> 3094 (3.57313, 0.26285)
    37 (2.69157, 6.89246) -> 1229 (1.91369, 7.5711)
    38 (5.91, 25.4871) -> 4741 (4.82852, 25.423)
    39 (13.7275, -6.72742) -> 5101 (13.5247, -6.85578)
    40 (13.3902, -8.69876) -> 5379 (12.327, -8.99306)
    41 (4.86696, 27.1935) -> 2012 (3.19889, 26.8417)
    42 (1.24427, 14.1632) -> 0 (1, 15)
    43 (9.11423, -2.93128) -> 5901 (8.24562, -3.05148)
    44 (0.319298, 16.6419) -> 0 (1, 15)
    45 (6.66651, 28.0663) -> 5942 (5.2456, 28.1654)
    46 (16.6109, 22.5763) -> 5299 (16.3758, 24.4297)
    47 (16.0571, 0.628852) -> 1856 (15.4008, -1.24679)
    48 (15.3729, -8.9615) -> 3735 (14.1718, -9.46815)
    49 (2.04724, 8.3691) -> 3672 (0.706435, 9.79714)
    50 (15.3637, -5.57718) -> 5721 (14.1923, -6.56315)
    51 (10.587, 20.273) -> 4708 (9.90849, 21.8184)
    52 (7.98813, -4.58413) -> 3600 (6.30739, -4.7238)
    53 (6.78263, 29.6957) -> 4573 (5.57711, 29.4465)
    54 (7.07332, -6.36264) -> 3052 (5.47009, -5.88553)
    55 (17.8575, 3.68197) -> 3580 (18.0105, 1.95685)
    56 (2.06456, 18.6979) -> 3663 (1.52833, 18.0272)
    57 (19.179, 5.18312) -> 5356 (20.0049, 3.53876)
    58 (10.461, 8.62466) -> 3418 (10.2458, 6.8168)
    59 (1.68693, 8.5491) -> 3672 (0.706435, 9.79714)
    60 (21.1561, 5.06766) -> 3750 (21.9078, 3.3679)
    61 (4.3516, 25.7334) -> 4750 (3.46535, 25.1665)
    62 (11.7664, 7.10941) -> 4997 (11.5058, 5.58931)
    63 (20.6437, 4.81073) -> 3307 (21.0772, 3.07919)
    64 (2.75106, 12.597) -> 2381 (1.58343, 13.6573)
    65 (21.9134, 6.91873) -> 2697 (22.8136, 5.25571)
    66 (16.4465, 3.27196) -> 5354 (16.3516, 2.73047)
    67 (5.27357, 4.97431) -> 2717 (4.1221, 4.90344)
    68 (13.1356, 8.5673) -> 1749 (13.2678, 6.63831)
    69 (22.7462, 3.85457) -> 5516 (23.4586, 2.26184)
    70 (14.0195, -6.19621) -> 4856 (13.0176, -6.66684)
    71 (18.5118, 23.1983) -> 3925 (18.1074, 24.8541)
    72 (15.5007, -6.95769) -> 3458 (14.0955, -7.63922)
    73 (2.39177, 26.1322) -> 4767 (2.23079, 26.1044)
    74 (11.0559, -6.42202) -> 4306 (9.57058, -6.7065)
    75 (10.552, -6.10502) -> 4771 (9.77929, -6.27472)
    76 (15.4768, 19.9324) -> 5883 (15.5159, 20.3189)
    77 (7.56439, 2.70377) -> 3095 (5.94707, 2.03009)
    78 (6.51589, 20.8438) -> 4344 (6.11043, 21.0218)
    79 (13.4424, 7.28018) -> 3950 (13.4559, 6.87064)
    80 (18.3118, 25.1883) -> 4808 (18.0144, 25.6729)
    81 (17.2536, -4.92276) -> 5599 (16.3453, -6.11634)
    82 (12.1153, 4.57822) -> 3527 (11.2999, 2.88632)
    83 (5.54814, -7.65641) -> 4034 (4.08348, -7.11699)
    84 (19.5604, 2.94797) -> 2624 (19.6625, 1.99501)
    85 (11.3889, 21.0811) -> 5938 (10.6085, 22.8116)
    86 (13.6436, -9.36584) -> 5831 (13.3422, -9.45214)
    87 (3.19716, 18.9888) -> 3223 (2.43689, 18.4544)
    88 (2.18553, 24.1428) -> 5529 (1.63869, 23.1943)
    89 (6.97709, 20.9351) -> 5645 (5.23725, 21.5555)
    90 (14.0668, 10.3373) -> 947 (15.3462, 9.35967)
    91 (20.721, 8.52437) -> 1978 (21.5067, 7.67258)
    92 (3.62979, -7.09078) -> 5491 (2.94126, -6.44379)
    93 (19.0069, -5.88491) -> 5711 (17.9885, -6.8711)
    94 (16.3825, 24.6613) -> 5261 (16.3417, 25.0319)
    95 (16.2714, 20.4229) -> 4646 (16.6822, 21.9708)
    96 (8.88783, 2.8001) -> 3399 (7.24687, 1.95378)
    97 (8.49638, 27.2591) -> 5362 (6.60156, 27.3888)
    98 (7.16527, -2.48233) -> 3826 (6.27317, -2.60827)
    99 (17.595, -0.649842) -> 3971 (17.3062, -1.49502)
    100 (15.1264, 26.2177) -> 3452 (14.2225, 27.4204)
    101 (21.6373, 10.3021) -> 2599 (22.6427, 9.24479)
    102 (18.2277, 20.0073) -> 3238 (18.4531, 21.0168)
    103 (13.9786, 19.3576) -> 2968 (13.9452, 21.1641)
    104 (14.5963, -3.75721) -> 3820 (13.4529, -4.8257)
    105 (20.4995, 22.9776) -> 4799 (20.2106, 23.9117)
    106 (17.4103, 19.8323) -> 5561 (17.4739, 20.2296)
    107 (10.7576, -6.06903) -> 4771 (9.77929, -6.27472)
    108 (20.0783, 19.2487) -> 4103 (20.8903, 20.9832)
    109 (0.486531, 6.02622) -> 4214 (0.254702, 6.64002)
    110 (0.618529, 7.78395) -> 3442 (0.173305, 8.98912)
    111 (15.0563, 17.6728) -> 1601 (15.8676, 19.284)
    112 (6.72921, 19.7226) -> 4643 (4.97578, 20.3249)
    113 (4.76841, 21.8166) -> 5030 (3.05088, 21.5279)
    114 (18.8683, 9.27773) -> 3270 (20.1121, 7.99257)
    115 (8.33475, 1.06722) -> 4609 (7.41668, 0.711037)
    116 (18.2157, -7.72174) -> 4963 (16.9804, -8.5755)
    117 (1.17038, 25.5278) -> 4354 (0.607062, 24.3424)
    118 (1.13427, 8.99264) -> 3672 (0.706435, 9.79714)
    119 (16.5345, 16.3255) -> 5178 (18.264, 17.2626)
    120 (10.3061, -7.06821) -> 5689 (8.52391, -6.90571)
    121 (20.8971, -6.53864) -> 5187 (19.4467, -7.86485)
    122 (21.9083, 18.9212) -> 4837 (22.402, 20.0726)
    123 (21.2499, 17.0327) -> 1105 (22.2841, 18.5561)
    124 (13.4838, 21.7673) -> 2797 (13.3376, 23.5725)
    125 (17.4148, 26.8352) -> 1890 (16.4656, 27.7901)
    126 (16.8045, 14.3438) -> 5430 (18.3836, 15.1162)
    127 (13.7381, 3.53527) -> 2552 (13.742, 3.00792)
    128 (22.3471, 23.7434) -> 5882 (22.272, 24.9679)
    129 (9.98453, 16.672) -> 174 (8.95668, 18.3649)
    130 (21.3469, 15.0547) -> 4814 (22.5341, 16.2188)
    131 (22.4478, 18.4041) -> 5242 (23.0438, 20.2607)
    132 (14.3057, 9.4364) -> 3689 (15.6425, 8.02953)
    133 (22.4284, 1.87998) -> 2674 (22.388, 0.0484336)
    134 (7.67952, 3.45428) -> 1885 (6.3471, 2.62743)
    135 (10.6051, 20.6042) -> 5893 (9.91218, 22.269)
    136 (3.80712, 5.1299) -> 4459 (2.55355, 5.57828)
    137 (5.6383, 19.6534) -> 1589 (3.91517, 19.7742)
    138 (15.3099, 3.3173) -> 3904 (15.4077, 1.84994)
    139 (9.93219, -5.77013) -> 2673 (8.05729, -6.05226)
    140 (10.9659, -4.22945) -> 5860 (9.20966, -4.62148)
    141 (21.5589, 2.2902) -> 5206 (21.7189, 0.81483)
