Parent Map for Subproblem Tree 16
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.88353, 13.2057) -> 0 (1, 15)
    2 (3.64332, 12.2554) -> 5961 (2.38199, 13.2333)
    3 (5.41817, 13.1773) -> 4435 (3.76573, 13.8156)
    4 (4.38853, 10.3994) -> 4865 (3.36641, 11.709)
    5 (5.99979, 15.0909) -> 4831 (4.65483, 15.1401)
    6 (7.80864, 15.9441) -> 4160 (6.11089, 15.6863)
    7 (5.91146, 9.10302) -> 812 (5.25728, 9.97376)
    8 (8.25859, 17.6825) -> 4550 (6.77886, 16.8814)
    9 (5.49075, 17.025) -> 2220 (4.97841, 16.8213)
    10 (8.82503, 19.6006) -> 4918 (7.45088, 18.8068)
    11 (8.38633, 21.5519) -> 4978 (7.38548, 20.4613)
    12 (4.79722, 7.44215) -> 5177 (4.32243, 8.16817)
    13 (4.12638, 5.55802) -> 2347 (3.59174, 7.36606)
    14 (5.47663, 4.08261) -> 1796 (4.9168, 5.10382)
    15 (9.24224, 23.3595) -> 4909 (9.14233, 23.2844)
    16 (5.08819, 7.385) -> 2166 (4.25101, 8.55481)
    17 (6.85062, 2.62929) -> 4802 (6.6694, 3.20691)
    18 (8.64899, 1.75415) -> 4059 (8.04277, 2.92485)
    19 (11.2256, 23.6172) -> 3804 (10.2922, 22.8722)
    20 (10.626, 2.05636) -> 1999 (10.3129, 2.42861)
    21 (11.3188, 0.180174) -> 4982 (11.3201, 0.210588)
    22 (12.9035, 22.5288) -> 5552 (11.9201, 22.0002)
    23 (10.7093, -1.72468) -> 4903 (9.78208, -0.267828)
    24 (12.4716, 2.82703) -> 4712 (12.3271, 3.01424)
    25 (1.00757, 17) -> 0 (1, 15)
    26 (7.41252, 24.1671) -> 5765 (6.47937, 22.9445)
    27 (12.1064, -3.15578) -> 5747 (11.6931, -2.39857)
    28 (14.7668, 21.8022) -> 3970 (13.1775, 20.6342)
    29 (5.71687, 0.981683) -> 2348 (5.34581, 2.25739)
    30 (2.20494, 5.00296) -> 4484 (1.82135, 6.1586)
    31 (7.08815, 7.39803) -> 4449 (6.82257, 7.89411)
    32 (14.357, 3.4943) -> 1910 (13.086, 4.73466)
    33 (8.4728, 8.84121) -> 4363 (7.89878, 9.24735)
    34 (16.1588, 2.62627) -> 1992 (15.6341, 2.98608)
    35 (12.5598, -5.10369) -> 907 (11.5735, -3.3893)
    36 (4.10724, -0.205374) -> 4677 (3.9512, 0.611649)
    37 (2.69157, 6.89246) -> 5388 (2.29433, 8.75018)
