Parent Map for Subproblem Tree 0
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.04223, 13.0004) -> 1598 (0.860736, 12.7997)
    2 (2.76234, 15.9456) -> 0 (1, 15)
    3 (4.58356, 16.7721) -> 2 (2.76234, 15.9456)
    4 (4.29937, 18.7518) -> 1692 (3.64629, 17.5802)
    5 (2.36784, 11.5029) -> 1598 (0.860736, 12.7997)
    6 (6.34867, 15.8317) -> 711 (6.0023, 14.7794)
    7 (3.56883, 9.9036) -> 5 (2.36784, 11.5029)
    8 (1.38026, 17.3912) -> 76 (1.05458, 16.3363)
    9 (7.50306, 14.1985) -> 1136 (7.03113, 12.7687)
    10 (7.75195, 17.2568) -> 1204 (7.82653, 15.683)
    11 (5.27492, 20.4978) -> 1467 (4.83161, 19.7129)
    12 (9.73031, 16.9633) -> 961 (8.26852, 15.71)
    13 (6.09686, 22.3211) -> 862 (5.30565, 20.5694)
    14 (11.7023, 16.6298) -> 1657 (13.4716, 15.8101)
    15 (4.19033, 22.9253) -> 1832 (4.32416, 21.3299)
    16 (12.6982, 18.3642) -> 1469 (13.0233, 17.1996)
    17 (13.7271, 20.0793) -> 1622 (13.8669, 19.6595)
    18 (5.13833, 8.66398) -> 568 (4.07, 9.63919)
    19 (6.89911, 7.71547) -> 1284 (5.44925, 8.68308)
    20 (14.4902, 17.4761) -> 1029 (14.4621, 15.9042)
    21 (15.0249, 15.5489) -> 1572 (15.0663, 14.2956)
    22 (11.8675, 17.5923) -> 988 (12.676, 16.6679)
    23 (16.2071, 13.9357) -> 1007 (16.1812, 12.8256)
    24 (18.03, 14.7584) -> 1221 (18.0184, 14.1067)
    25 (16.698, 11.9969) -> 1322 (15.1863, 11.1938)
    26 (16.9329, 10.0107) -> 1608 (15.0012, 9.62144)
    27 (16.4646, 16.0921) -> 1659 (16.5602, 14.9746)
    28 (15.4502, 21.0946) -> 1791 (15.2837, 19.281)
    29 (6.92457, 5.71563) -> 323 (5.66613, 7.12085)
    30 (8.73735, 8.50341) -> 1004 (7.60139, 8.79948)
    31 (17.432, 20.8256) -> 672 (17.5345, 19.7628)
    32 (6.28859, 4.52275) -> 1750 (5.14504, 6.13889)
    33 (2.8455, 8.03898) -> 594 (2.36025, 9.24449)
    34 (9.97698, 6.93391) -> 1513 (8.77398, 7.84364)
    35 (18.7495, 9.17411) -> 1656 (17.3791, 8.95171)
    36 (12.0696, 21.0014) -> 1190 (12.5898, 19.9878)
    37 (2.69118, 12.7226) -> 1598 (0.860736, 12.7997)
    38 (19.4643, 13.3645) -> 1562 (19.4446, 13.2525)
    39 (20.687, 12.1744) -> 1798 (19.8177, 11.8974)
    40 (2.80744, 16.8244) -> 1877 (1.74628, 15.9028)
    41 (19.205, 21.7511) -> 913 (19.2088, 21.2209)
    42 (16.7246, 13.4902) -> 1509 (16.7141, 12.9813)
    43 (10.495, 5.00215) -> 1689 (9.00028, 5.4122)
    44 (22.3996, 11.1415) -> 1301 (21.7046, 11.262)
    45 (20.234, 7.8338) -> 1580 (18.992, 8.10275)
    46 (2.85828, 6.03902) -> 1662 (2.32302, 7.85165)
    47 (7.97368, 4.02622) -> 1756 (7.85853, 4.21095)
    48 (7.97516, 17.0782) -> 1204 (7.82653, 15.683)
    49 (16.2141, 10.1313) -> 1608 (15.0012, 9.62144)
    50 (21.3138, 6.15033) -> 1902 (19.567, 6.93179)
    51 (22.2965, 4.40842) -> 1241 (21.3149, 4.51937)
    52 (13.4044, 21.3333) -> 914 (13.5081, 19.5711)
    53 (17.6875, 17.2857) -> 1730 (17.868, 16.6778)
    54 (23.2617, 6.60381) -> 1891 (23.1137, 6.60844)
    55 (14.0246, 16.8661) -> 933 (14.0937, 15.4387)
    56 (3.49137, 21.4824) -> 1023 (2.99235, 20.2452)
    57 (20.9727, 2.90927) -> 1777 (19.4772, 3.44408)
    58 (19.7759, 19.9014) -> 1782 (19.6701, 19.1087)
