Parent Map for Subproblem Tree 7
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.24678, 13.4362) -> 0 (1, 15)
    2 (4.21863, 13.1018) -> 3117 (2.74745, 12.6305)
    3 (5.48569, 14.6492) -> 2024 (4.79904, 15.0411)
    4 (0.906567, 11.9516) -> 1839 (0.986486, 13.6718)
    5 (-0.24308, 16.5668) -> 0 (1, 15)
    6 (-0.00821099, 10.1731) -> 4 (0.906567, 11.9516)
    7 (7.30044, 13.8086) -> 3905 (6.26491, 12.7085)
    8 (-2.15357, 17.1584) -> 2961 (-0.646439, 16.6784)
    9 (0.442017, 8.22444) -> 3316 (0.463226, 10.1309)
    10 (0.233396, 6.23535) -> 3271 (0.357475, 8.22126)
    11 (-3.78103, 15.9959) -> 2304 (-3.48176, 15.7813)
    12 (2.11412, 5.55501) -> 2839 (2.06321, 6.35218)
    13 (2.6005, 3.61505) -> 1940 (2.47369, 5.22788)
    14 (1.96254, 9.8323) -> 3196 (1.40276, 11.6991)
    15 (4.37444, 2.69139) -> 3997 (4.32958, 3.193)
    16 (-5.25916, 14.6486) -> 2307 (-4.2739, 13.742)
    17 (4.04838, 0.718147) -> 1490 (3.77089, 1.503)
    18 (2.5283, -0.581613) -> 3817 (2.55554, -0.422711)
    19 (3.96718, 6.30745) -> 2826 (3.78387, 6.59537)
    20 (-1.21415, 4.85528) -> 1226 (-0.74277, 5.84193)
    21 (5.79165, -0.262154) -> 3920 (5.50753, 1.26575)
    22 (6.92728, -1.90847) -> 21 (5.79165, -0.262154)
    23 (8.7575, 15.1786) -> 3867 (7.74562, 13.7183)
    24 (8.89404, -1.54538) -> 3423 (8.15653, -0.0887611)
    25 (-5.2692, 17.3321) -> 3930 (-3.60185, 16.9302)
    26 (10.8887, -1.39889) -> 3797 (10.006, -0.14006)
    27 (0.989657, -1.85933) -> 2410 (0.530937, -0.315209)
    28 (-4.60594, 17.7978) -> 3266 (-2.98702, 17.1167)
    29 (4.91697, 11.2277) -> 1588 (3.79461, 11.915)
    30 (1.17011, 4.78585) -> 3912 (1.27761, 6.36893)
    31 (12.8459, -1.8104) -> 2868 (12.5592, -1.52792)
    32 (-0.135567, -3.51277) -> 2661 (0.213149, -1.62122)
    33 (-2.56716, 6.32816) -> 2812 (-2.10472, 7.17569)
    34 (-2.12861, -3.67939) -> 3813 (-2.21961, -2.81487)
    35 (-2.66594, -2.06685) -> 3721 (-2.16873, -0.642812)
    36 (12.6207, -3.79768) -> 3771 (11.3343, -2.32232)
