Parent Map for Subproblem Tree 24
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.24678, 13.4362) -> 0 (1, 15)
    2 (4.21863, 13.1018) -> 1 (2.24678, 13.4362)
    3 (5.48569, 14.6492) -> 2341 (4.07864, 14.0426)
    4 (0.906567, 11.9516) -> 1839 (0.986486, 13.6718)
    5 (-0.24308, 16.5668) -> 0 (1, 15)
    6 (-0.00821099, 10.1731) -> 1352 (0.482056, 12.1047)
    7 (7.30044, 13.8086) -> 1515 (5.86348, 15.1667)
    8 (-2.15357, 17.1584) -> 5 (-0.24308, 16.5668)
    9 (0.442017, 8.22444) -> 3316 (0.463226, 10.1309)
    10 (0.233396, 6.23535) -> 3271 (0.357475, 8.22126)
    11 (-3.78103, 15.9959) -> 3169 (-2.44728, 15.0888)
    12 (2.11412, 5.55501) -> 1665 (2.3055, 6.8864)
    13 (2.6005, 3.61505) -> 3798 (2.67352, 4.91428)
    14 (1.96254, 9.8323) -> 3196 (1.40276, 11.6991)
    15 (4.37444, 2.69139) -> 2834 (4.37549, 4.4273)
    16 (-5.25916, 14.6486) -> 3181 (-3.8209, 14.3582)
    17 (4.04838, 0.718147) -> 3998 (3.40898, 1.50814)
    18 (2.5283, -0.581613) -> 2557 (1.49476, 0.890469)
    19 (3.96718, 6.30745) -> 3077 (3.19149, 6.90167)
    20 (-1.21415, 4.85528) -> 3006 (-0.866553, 6.76426)
    21 (5.79165, -0.262154) -> 2367 (5.0107, 1.30353)
    22 (6.92728, -1.90847) -> 1453 (6.06021, -0.271222)
    23 (8.7575, 15.1786) -> 3747 (7.32515, 15.7982)
    24 (8.89404, -1.54538) -> 3423 (8.15653, -0.0887611)
    25 (-5.2692, 17.3321) -> 3930 (-3.60185, 16.9302)
    26 (10.8887, -1.39889) -> 1107 (9.6201, -0.592464)
    27 (0.989657, -1.85933) -> 3311 (1.94512, -0.158471)
    28 (-4.60594, 17.7978) -> 3266 (-2.98702, 17.1167)
    29 (4.91697, 11.2277) -> 1888 (3.46452, 12.4496)
    30 (1.17011, 4.78585) -> 3912 (1.27761, 6.36893)
    31 (12.8459, -1.8104) -> 3873 (11.9716, -1.89878)
