Parent Map for Subproblem Tree 7
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.48738, 15.1116) -> 0 (1, 15)
    2 (1.77699, 15.5192) -> 17389 (1.59897, 15.3669)
    3 (1.65652, 14.6411) -> 3481 (1.28481, 14.7002)
    4 (1.89379, 14.201) -> 8557 (1.56163, 14.4944)
    5 (2.32924, 13.9552) -> 4 (1.89379, 14.201)
    6 (2.79629, 13.7767) -> 5 (2.32924, 13.9552)
    7 (3.19561, 13.4758) -> 3729 (2.94945, 13.6193)
    8 (3.36401, 13.005) -> 12496 (3.37819, 12.5408)
    9 (2.12615, 15.8771) -> 2 (1.77699, 15.5192)
    10 (3.73423, 12.669) -> 12496 (3.37819, 12.5408)
    11 (4.20697, 12.5061) -> 15056 (4.1726, 12.4689)
    12 (4.51498, 12.1123) -> 6569 (4.28529, 12.0035)
    13 (4.43773, 11.6183) -> 9137 (4.12873, 11.8964)
    14 (4.51078, 11.1236) -> 7034 (4.0781, 11.2206)
    15 (4.98474, 12.2835) -> 17102 (4.57409, 12.5408)
    16 (4.9093, 10.8217) -> 9316 (4.75425, 11.2049)
    17 (5.48361, 12.317) -> 15 (4.98474, 12.2835)
    18 (5.98361, 12.317) -> 17 (5.48361, 12.317)
    19 (2.44743, 16.2602) -> 9 (2.12615, 15.8771)
    20 (2.68993, 16.6975) -> 19 (2.44743, 16.2602)
    21 (5.04359, 10.34) -> 7866 (4.57349, 10.3806)
    22 (6.4034, 12.0453) -> 18 (5.98361, 12.317)
    23 (6.78402, 12.3696) -> 8449 (6.43238, 12.2922)
    24 (6.8592, 12.8639) -> 17291 (6.60005, 12.6635)
    25 (5.41803, 10.0087) -> 8956 (5.27326, 10.1735)
    26 (7.24198, 13.1856) -> 6029 (7.29377, 12.7053)
    27 (2.97298, 17.1096) -> 20 (2.68993, 16.6975)
    28 (7.72557, 13.0585) -> 14878 (7.73823, 12.9053)
    29 (5.82727, 9.72142) -> 13009 (5.35297, 9.81692)
    30 (4.63865, 10.0467) -> 7029 (4.4909, 10.1974)
    31 (3.2952, 17.492) -> 27 (2.97298, 17.1096)
    32 (5.77281, 9.22439) -> 16764 (5.72312, 9.32363)
    33 (3.6687, 17.8244) -> 31 (3.2952, 17.492)
    34 (4.09134, 18.0915) -> 33 (3.6687, 17.8244)
    35 (5.70839, 8.72856) -> 13066 (5.31866, 8.97993)
    36 (6.14433, 8.4837) -> 35 (5.70839, 8.72856)
    37 (6.09707, 7.98594) -> 9020 (5.65441, 8.07781)
    38 (6.24792, 7.50923) -> 16662 (5.962, 7.57441)
    39 (4.41687, 18.4711) -> 34 (4.09134, 18.0915)
    40 (7.17162, 12.0537) -> 17072 (6.89206, 12.1993)
    41 (6.50334, 7.0794) -> 19280 (6.52324, 7.30674)
    42 (6.70205, 6.62058) -> 19511 (6.51714, 6.93782)
    43 (6.21992, 6.4881) -> 14228 (6.15195, 6.74136)
