Parent Map for Subproblem Tree 43
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.69399, 13.9368) -> 0 (1, 15)
    2 (2.76641, 11.9381) -> 2636 (1.60082, 13.5391)
    3 (4.68782, 14.0938) -> 2618 (2.935, 14.8583)
    4 (6.67668, 14.3046) -> 3 (4.68782, 14.0938)
    5 (3.00076, 9.95189) -> 1763 (2.29168, 11.3677)
    6 (3.18175, 7.9601) -> 1915 (2.99704, 9.7428)
    7 (7.66172, 12.564) -> 1686 (5.77058, 12.5343)
    8 (2.78432, 11.3275) -> 2934 (2.38864, 12.7203)
    9 (4.53752, 6.48976) -> 2912 (3.69516, 8.22902)
    10 (6.47107, 5.97849) -> 2382 (5.70469, 7.55119)
    11 (7.53165, 4.28286) -> 10 (6.47107, 5.97849)
    12 (7.65835, 2.28688) -> 2741 (6.53228, 3.46958)
    13 (0.93811, 16.999) -> 0 (1, 15)
    14 (9.32976, 1.18853) -> 2521 (9.68518, 1.80763)
    15 (7.75808, 15.987) -> 1919 (6.3424, 14.5993)
    16 (6.55817, 11.5201) -> 2953 (5.37265, 11.7804)
    17 (11.2987, 1.53984) -> 1291 (10.4329, 2.9747)
    18 (11.9345, 3.43609) -> 1622 (10.2815, 3.97261)
    19 (8.46963, 17.8562) -> 1970 (6.74507, 17.057)
    20 (12.7307, 0.14364) -> 1571 (12.1727, 0.574588)
    21 (11.9846, -1.712) -> 338 (11.357, -0.765042)
    22 (10.4697, -3.0178) -> 1789 (9.19816, -2.04529)
    23 (13.3342, 4.86459) -> 1642 (12.1253, 4.74688)
    24 (14.9037, 6.10425) -> 1392 (13.0213, 6.0461)
    25 (13.5139, -3.00095) -> 618 (12.2139, -2.03965)
    26 (16.0483, 7.74434) -> 2975 (14.9542, 7.10593)
    27 (17.1742, 9.39732) -> 2701 (16.0918, 8.59063)
    28 (1.40863, 7.03488) -> 2203 (1.11638, 8.58912)
    29 (18.2307, 11.0955) -> 2984 (16.6548, 10.1849)
    30 (15.1444, -4.15916) -> 2932 (13.6025, -3.55019)
    31 (2.72505, 8.87625) -> 1213 (2.39953, 10.6222)
    32 (12.7388, -3.1499) -> 1084 (11.6077, -1.78746)
    33 (3.76271, 13.6981) -> 507 (2.20973, 14.3908)
    34 (6.22682, 0.890195) -> 2372 (5.64124, 1.95602)
    35 (16.2508, -3.51747) -> 1377 (15.0395, -1.99194)
    36 (10.7045, -0.143955) -> 1560 (9.7497, 1.24575)
    37 (5.17504, -0.810914) -> 2137 (5.34789, 0.0971793)
    38 (1.23089, 18.9775) -> 13 (0.93811, 16.999)
    39 (10.879, 3.94668) -> 2349 (9.84031, 4.78244)
    40 (18.1964, -3.05455) -> 2820 (17.0313, -1.94047)
    41 (12.6202, -3.87104) -> 2906 (11.8732, -2.29996)
    42 (8.83086, 19.8233) -> 1449 (7.06845, 19.0601)
    43 (18.9455, 12.9634) -> 1246 (17.8271, 14.4998)
    44 (3.17504, -0.81284) -> 2874 (2.99237, 0.898252)
    45 (9.17171, 3.42869) -> 11 (7.53165, 4.28286)
    46 (2.3106, -2.61637) -> 2383 (1.94136, -0.72203)
    47 (18.3492, -1.06039) -> 2881 (16.8428, -0.277854)
    48 (16.579, 7.30208) -> 2975 (14.9542, 7.10593)
    49 (15.5292, -4.60354) -> 1819 (14.4443, -3.21467)
    50 (8.31196, 5.73466) -> 1623 (7.3122, 6.83722)
    51 (20.1046, 10.3968) -> 2992 (19.1051, 9.79365)
    52 (22.0603, 9.97809) -> 2417 (21.1385, 10.4995)
    53 (3.78911, 4.63507) -> 1023 (3.43342, 6.46421)
    54 (15.631, -6.60095) -> 1747 (14.6609, -5.55947)
    55 (7.7605, 21.5127) -> 1185 (6.24243, 20.5363)
    56 (17.5074, -7.29303) -> 2543 (16.4989, -6.78398)
    57 (9.66112, 22.1354) -> 930 (8.45341, 21.6892)
    58 (20.3492, -1.06212) -> 2390 (19.0752, 0.321736)
    59 (2.78151, -4.56015) -> 2181 (2.58543, -3.26305)
    60 (12.8608, 4.17402) -> 1642 (12.1253, 4.74688)
    61 (17.4053, 12.5115) -> 2568 (17.1528, 13.1376)
    62 (19.4216, -6.71351) -> 2052 (19.0178, -4.784)
    63 (16.51, -9.02656) -> 2418 (16.2101, -7.36937)
    64 (18.6104, 0.922475) -> 2761 (17.6166, 1.12313)
    65 (1.17607, -0.748618) -> 1878 (1.06685, 0.395368)
    66 (12.8763, -3.6416) -> 618 (12.2139, -2.03965)
    67 (10.8219, 20.0119) -> 2529 (8.89611, 19.5448)
    68 (5.04363, 16.0619) -> 2652 (3.85942, 16.008)
    69 (21.1582, 0.766984) -> 2865 (19.9529, 1.99579)
    70 (17.8306, -10.5285) -> 1711 (17.2447, -9.01388)
    71 (2.80178, 2.89577) -> 2911 (2.04243, 4.41584)
    72 (18.569, 14.9276) -> 2996 (16.9637, 15.5363)
    73 (14.5208, -9.23413) -> 2933 (14.2135, -7.80594)
    74 (7.05731, 4.47798) -> 2514 (6.25368, 4.94519)
    75 (18.2376, -5.74407) -> 2509 (16.8715, -4.49759)
    76 (12.481, 18.895) -> 2289 (10.8771, 18.9545)
    77 (3.90714, 15.77) -> 505 (2.5325, 15.8937)
    78 (21.6416, 8.60417) -> 2826 (20.172, 8.54216)
    79 (17.7991, 12.6849) -> 2568 (17.1528, 13.1376)
    80 (0.910787, -5.26754) -> 2653 (0.768323, -3.97719)
    81 (12.64, 3.82197) -> 1642 (12.1253, 4.74688)
    82 (19.3374, 16.7741) -> 1327 (17.4945, 17.3189)
    83 (9.55827, 21.4515) -> 777 (7.96547, 20.7418)
    84 (1.40982, 15.9121) -> 0 (1, 15)
    85 (19.8121, -10.7996) -> 2773 (18.8878, -10.3185)
    86 (6.22067, 22.789) -> 2897 (4.9646, 21.786)
    87 (12.5258, -9.37584) -> 2050 (11.3474, -7.88914)
    88 (0.223473, -1.97603) -> 2803 (0.213906, -0.0677505)
    89 (9.58319, 3.99693) -> 2920 (8.28074, 5.46077)
    90 (20.301, 18.5267) -> 2210 (18.3485, 18.7673)
    91 (18.5763, 7.19871) -> 2770 (17.8278, 6.77758)
