Parent Map for Subproblem Tree 60
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (2.69399, 13.9368) -> 0 (1, 15)
    2 (2.76641, 11.9381) -> 2636 (1.60082, 13.5391)
    3 (4.68782, 14.0938) -> 2530 (4.3465, 14.1637)
    4 (6.67668, 14.3046) -> 1978 (5.489, 14.088)
    5 (3.00076, 9.95189) -> 2607 (2.33836, 11.3104)
    6 (3.18175, 7.9601) -> 697 (2.36555, 9.56362)
    7 (7.66172, 12.564) -> 2955 (6.56723, 12.4745)
    8 (2.78432, 11.3275) -> 440 (1.58206, 12.8652)
    9 (4.53752, 6.48976) -> 2912 (3.69516, 8.22902)
    10 (6.47107, 5.97849) -> 2382 (5.70469, 7.55119)
    11 (7.53165, 4.28286) -> 10 (6.47107, 5.97849)
    12 (7.65835, 2.28688) -> 2503 (6.92595, 4.02019)
    13 (0.93811, 16.999) -> 0 (1, 15)
    14 (9.32976, 1.18853) -> 2927 (9.35637, 1.39384)
    15 (7.75808, 15.987) -> 2172 (6.71921, 15.8057)
    16 (6.55817, 11.5201) -> 2991 (5.62334, 11.9842)
    17 (11.2987, 1.53984) -> 2186 (11.1613, 1.77085)
    18 (11.9345, 3.43609) -> 2703 (10.9928, 5.18163)
    19 (8.46963, 17.8562) -> 2147 (6.6252, 17.1118)
    20 (12.7307, 0.14364) -> 17 (11.2987, 1.53984)
    21 (11.9846, -1.712) -> 338 (11.357, -0.765042)
    22 (10.4697, -3.0178) -> 2534 (9.53029, -1.4198)
    23 (13.3342, 4.86459) -> 1050 (12.4336, 5.63768)
    24 (14.9037, 6.10425) -> 2692 (13.4153, 6.67601)
    25 (13.5139, -3.00095) -> 2836 (12.4253, -1.50257)
    26 (16.0483, 7.74434) -> 2226 (14.4043, 8.50261)
    27 (17.1742, 9.39732) -> 2725 (15.6584, 9.76358)
    28 (1.40863, 7.03488) -> 1483 (1.54836, 8.54502)
    29 (18.2307, 11.0955) -> 2013 (17.4523, 10.9138)
    30 (15.1444, -4.15916) -> 1819 (14.4443, -3.21467)
    31 (2.72505, 8.87625) -> 697 (2.36555, 9.56362)
    32 (12.7388, -3.1499) -> 1084 (11.6077, -1.78746)
    33 (3.76271, 13.6981) -> 507 (2.20973, 14.3908)
    34 (6.22682, 0.890195) -> 2372 (5.64124, 1.95602)
    35 (16.2508, -3.51747) -> 1377 (15.0395, -1.99194)
    36 (10.7045, -0.143955) -> 2188 (9.40898, 1.34072)
    37 (5.17504, -0.810914) -> 999 (4.95615, 0.890627)
    38 (1.23089, 18.9775) -> 1346 (1.13392, 17.4684)
    39 (10.879, 3.94668) -> 2349 (9.84031, 4.78244)
    40 (18.1964, -3.05455) -> 2820 (17.0313, -1.94047)
    41 (12.6202, -3.87104) -> 2906 (11.8732, -2.29996)
    42 (8.83086, 19.8233) -> 1449 (7.06845, 19.0601)
    43 (18.9455, 12.9634) -> 2034 (18.1661, 12.5888)
    44 (3.17504, -0.81284) -> 2874 (2.99237, 0.898252)
    45 (9.17171, 3.42869) -> 1675 (8.45632, 4.3016)
    46 (2.3106, -2.61637) -> 2383 (1.94136, -0.72203)
    47 (18.3492, -1.06039) -> 776 (16.7439, -0.085089)
    48 (16.579, 7.30208) -> 2956 (15.8502, 7.75282)
    49 (15.5292, -4.60354) -> 1819 (14.4443, -3.21467)
    50 (8.31196, 5.73466) -> 1623 (7.3122, 6.83722)
    51 (20.1046, 10.3968) -> 2992 (19.1051, 9.79365)
    52 (22.0603, 9.97809) -> 2417 (21.1385, 10.4995)
    53 (3.78911, 4.63507) -> 1023 (3.43342, 6.46421)
    54 (15.631, -6.60095) -> 2538 (15.3824, -6.28776)
    55 (7.7605, 21.5127) -> 1920 (6.38062, 20.3554)
    56 (17.5074, -7.29303) -> 2376 (16.1421, -6.03235)
    57 (9.66112, 22.1354) -> 1055 (9.22143, 21.6333)
    58 (20.3492, -1.06212) -> 2390 (19.0752, 0.321736)
    59 (2.78151, -4.56015) -> 2181 (2.58543, -3.26305)
    60 (12.8608, 4.17402) -> 1636 (11.4561, 5.55846)
    61 (17.4053, 12.5115) -> 2370 (16.4808, 11.5623)
    62 (19.4216, -6.71351) -> 1804 (18.6136, -5.69632)
    63 (16.51, -9.02656) -> 1961 (15.8137, -7.55073)
    64 (18.6104, 0.922475) -> 1848 (16.8919, 1.85328)
    65 (1.17607, -0.748618) -> 1878 (1.06685, 0.395368)
    66 (12.8763, -3.6416) -> 1206 (12.5971, -3.14265)
    67 (10.8219, 20.0119) -> 2855 (9.8706, 19.636)
    68 (5.04363, 16.0619) -> 2652 (3.85942, 16.008)
    69 (21.1582, 0.766984) -> 2865 (19.9529, 1.99579)
    70 (17.8306, -10.5285) -> 63 (16.51, -9.02656)
    71 (2.80178, 2.89577) -> 1773 (2.69749, 4.276)
    72 (18.569, 14.9276) -> 2996 (16.9637, 15.5363)
    73 (14.5208, -9.23413) -> 2388 (14.0207, -8.43873)
    74 (7.05731, 4.47798) -> 2341 (6.8167, 5.10041)
    75 (18.2376, -5.74407) -> 2333 (17.6237, -4.73244)
    76 (12.481, 18.895) -> 1716 (10.7332, 18.7093)
    77 (3.90714, 15.77) -> 505 (2.5325, 15.8937)
    78 (21.6416, 8.60417) -> 2826 (20.172, 8.54216)
    79 (17.7991, 12.6849) -> 870 (15.9729, 12.2268)
    80 (0.910787, -5.26754) -> 2653 (0.768323, -3.97719)
    81 (12.64, 3.82197) -> 1642 (12.1253, 4.74688)
    82 (19.3374, 16.7741) -> 1896 (18.3902, 16.9504)
    83 (9.55827, 21.4515) -> 1959 (8.67491, 21.0827)
    84 (1.40982, 15.9121) -> 0 (1, 15)
    85 (19.8121, -10.7996) -> 2374 (19.5048, -9.58213)
    86 (6.22067, 22.789) -> 2375 (5.52449, 21.806)
    87 (12.5258, -9.37584) -> 2565 (12.1046, -8.85427)
    88 (0.223473, -1.97603) -> 835 (0.16517, -1.0836)
    89 (9.58319, 3.99693) -> 2920 (8.28074, 5.46077)
    90 (20.301, 18.5267) -> 1330 (18.4832, 18.3195)
    91 (18.5763, 7.19871) -> 2245 (17.7101, 7.78844)
