Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.1717,86.1769,10.0858, 0
-2,0,1, 0, 53.6036,0.330123,26.8018, 0
-1,0,0, 1, 25.0371,265.625,2.16954, 0
0,0,0.65868,0.34132, 25.298,2.51447,12.649, 0.313691
1,0,0.283018,0.716982, 35.9051,4.59061,13.5583, 0.282666
2,0,0.30187,0.69813, 25.9002,3.2119,12.9501, 0.301495
3,0,0.289347,0.710653, 25.8938,2.52941,12.9469, 0.288987
4,0,0.288752,0.711248, 27.7942,2.55241,13.8971, 0.288393
5,0,0.306428,0.693572, 28.6493,13.6779,12.8251, 0.306047
6,0,0.295355,0.704645, 23.5938,2.97852,11.7969, 0.294988
7,0,0.266474,0.733526, 23.3248,4.15431,11.6624, 0.266143
8,0,0.264606,0.735394, 31.3995,2.45488,15.6997, 0.264277
9,0,0.337544,0.662456, 23.9201,2.30509,11.96, 0.337124
10,0,0.269268,0.730732, 25.0127,2.43106,12.5064, 0.268933
11,0,0.280181,0.719819, 24.4972,2.48793,12.2486, 0.279833
12,0,0.27516,0.72484, 23.6099,2.7061,11.805, 0.274818
13,0,0.266436,0.733564, 23.4655,19.0715,11.7328, 0.266104
14,0,0.277672,0.722328, 27.2108,2.21422,13.6054, 0.277327
15,0,0.300831,0.699169, 25.5012,4.54043,12.7506, 0.300457
16,0,0.286558,0.713442, 32.2295,6.44443,2.623, 0.286202
17,0,0.283018,0.716982, 33.8281,17.5875,3.03714, 0.222996
18,0,0.283018,0.716982, 23.8388,3.06879,11.9194, 0.222996
19,0,0.269021,0.730979, 23.9274,5.08358,11.9637, 0.211968
20,0,0.271434,0.728566, 23.0158,3.70815,11.5079, 0.213869
21,0,0.261096,0.738904, 27.6255,5.83162,13.8127, 0.205723
22,0,0.283018,0.716982, 22.7474,7.51432,11.3737, 0.222996
23,0,0.261128,0.738872, 26.7071,9.81237,10.6574, 0.205749
24,0,0.247462,0.752538, 24.5693,2.87516,12.2847, 0.194981
