Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.0021,0.9596,10.001, 0
-2,0,1, 0, 20.0678,0.9589,10.0339, 0
-1,0,0, 1, 25.5458,2.9142,2.2169, 0
0,0,0.536317,0.463683, 27.7205,1.15972,5.75479, 0.359845
1,0,0.369348,0.630652, 27.1824,1.32747,2.91095, 0.247816
1,0.781414,0,0.218586, 23.4119,1.23926,11.706, 0.169575
1,0.345358,0.351095,0.303546, 23.8475,1.09954,11.9237, 0.104347
2,0.781414,0,0.218586, 21.3845,1.00045,10.6922, 0.169575
2,0,0.848781,0.151219, 23.3217,1.09113,11.6609, 0.117808
2,0,0.369348,0.630652, 23.7404,1.79983,11.8702, 0.109772
2,0.345358,0.351095,0.303546, 21.6431,1.04749,10.8216, 0.104347
2,0.345358,0.351095,0.303546, 21.7459,1.0152,10.873, 0.104347
2,0,0.831186,0.168814, 28.7535,1.27265,7.62739, 0.0926188
2,0,0.860893,0.139107, 22.1999,1.14369,11.0999, 0.0482368
2,0,0.11272,0.88728, 33.9216,2.02944,8.93241, 0.0480609
3,0,0.537277,0.462723, 27.9897,1.18563,7.47818, 0.360489
3,0,0.369348,0.630652, 22.6476,1.3094,11.3238, 0.109772
3,0,0.369348,0.630652, 28.9414,1.95885,5.69083, 0.109772
3,0.345358,0.351095,0.303546, 22.0185,1.04458,11.0092, 0.104347
3,0.345358,0.351095,0.303546, 23.2601,1.09443,5.04391, 0.104347
3,0,0.848781,0.151219, 21.5274,1.06662,10.7637, 0.0961474
3,0,0.848781,0.151219, 22.8439,1.08356,11.4219, 0.0961474
4,0,0.469216,0.530784, 26.7748,1.23686,3.12714, 0.314823
4,0,0.469216,0.530784, 28.2009,1.52264,2.67552, 0.214853
4,0,0.369348,0.630652, 33.8577,1.84092,5.12891, 0.109772
4,0,0.369348,0.630652, 30.356,1.70125,3.42626, 0.109772
4,0.345358,0.351095,0.303546, 24.9723,1.17132,3.20072, 0.104347
4,0,0.848781,0.151219, 27.229,1.20094,5.03282, 0.0961474
4,0,0.848781,0.151219, 36.948,1.50987,3.05602, 0.0961474
4,0.615626,0.206146,0.178228, 21.0537,1.01579,10.5268, 0.0612675
5,0,0.369348,0.630652, 27.251,2.31088,2.65726, 0.109772
5,0.345358,0.351095,0.303546, 22.6456,1.12559,4.77462, 0.104347
5,0,0.848781,0.151219, 27.789,1.17096,4.10698, 0.0961474
5,0,0.878298,0.121702, 24.0388,1.10392,4.25439, 0.094813
5,0,0.82966,0.17034, 26.5133,1.15044,3.60182, 0.0923126
5,0,0.878298,0.121702, 25.5243,1.18552,4.11282, 0.0735111
5,0.585906,0.222086,0.192009, 20.5821,0.98501,10.291, 0.0714916
5,0.585906,0.222086,0.192009, 22.3091,1.06136,4.56234, 0.0714916
6,0,0.246357,0.753643, 26.5298,1.91664,3.41216, 0.165295
6,0.345358,0.351095,0.303546, 20.7252,1.01958,10.3626, 0.104347
6,0,0.136151,0.863849, 29.3092,2.15141,2.89346, 0.0807451
6,0,0.883565,0.116435, 25.1089,1.26255,3.79414, 0.0703296
6,0,0.890319,0.109681, 30.3317,1.17874,4.46019, 0.0697373
6,0,0.224551,0.775449, 26.4238,1.69923,2.53601, 0.0667373
6,0,0.136151,0.863849, 32.9208,2.22483,2.59006, 0.0643934
7,0,0.667559,0.332441, 24.6584,1.31886,2.69756, 0.258991
7,0,0.246357,0.753643, 25.6854,2.46336,2.29596, 0.146103
7,0.345358,0.351095,0.303546, 22.9503,1.28503,4.56876, 0.104347
7,0,0.75158,0.24842, 25.3674,1.27819,3.30333, 0.0766542
7,0,0.878298,0.121702, 24.0799,1.06137,4.58795, 0.0735111
7,0,0.136151,0.863849, 26.905,1.44773,2.64111, 0.0643934
7,0,0.136358,0.863642, 25.1879,2.02786,2.3244, 0.0643535
