Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.0021,0.9596,10.001, 0
-2,0,1, 0, 20.0678,0.9589,10.0339, 0
-1,0,0, 1, 25.5458,2.9142,2.2169, 0
0,0,0.536317,0.463683, 25.2359,1.5086,2.63045, 0.359845
1,0.781915,0,0.218085, 22.5813,1.04886,11.2906, 0.169186
2,0.781414,0,0.218586, 20.9786,1.04986,10.4893, 0.169575
3,0.781414,0,0.218586, 20.5355,0.991074,10.2678, 0.169575
4,0.781414,0,0.218586, 23.1451,1.27759,11.5726, 0.169575
5,0.781414,0,0.218586, 21.4277,1.14842,10.7138, 0.169575
6,0.781414,0,0.218586, 21.0974,1.01781,10.5487, 0.169575
7,0.781414,0,0.218586, 21.8417,1.08282,10.9209, 0.169575
9,0,0.796403,0.203597, 27.4921,1.19337,5.18096, 0.158614
10,0,0.333451,0.666549, 27.3882,1.10305,7.74125, 0.223731
11,0,0.469744,0.530256, 30.9819,1.34449,3.56685, 0.315178
12,0,0.333451,0.666549, 29.7826,1.49635,3.00424, 0.17172
13,0,0.199856,0.800144, 24.643,1.60734,6.25447, 0.134095
14,0,0.472938,0.527062, 29.4219,1.73064,2.65684, 0.317321
15,0,0.735188,0.264812, 30.7338,1.26541,3.90199, 0.206304
16,0,0.228889,0.771111, 24.6889,1.13065,12.3444, 0.153574
17,0,0.537277,0.462723, 24.4656,1.06676,12.2328, 0.360489
18,0,0.537277,0.462723, 30.1785,1.4163,2.67825, 0.360489
19,0,0.823653,0.176347, 24.0386,1.21491,5.44384, 0.137384
20,0,0.355477,0.644523, 27.3874,1.43436,2.66566, 0.23851
21,0,0.818213,0.181787, 27.1095,1.45694,2.57144, 0.141623
22,0,0.813146,0.186854, 24.4289,1.11102,3.35535, 0.14557
23,0,0.735188,0.264812, 27.3079,1.56467,3.10265, 0.131767
24,0,0.818213,0.181787, 26.214,1.4842,2.77903, 0.117135
