Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.0021,0.9596,10.001, 0
-2,0,1, 0, 20.0678,0.9589,10.0339, 0
-1,0,0, 1, 25.5458,2.9142,2.2169, 0
0,0,0.536317,0.463683, 31.6361,1.52177,7.63211, 0.359845
1,0,0.53041,0.46959, 27.6134,1.14968,4.35415, 0.355882
1,0.781414,0,0.218586, 25.4338,1.60341,12.7169, 0.169575
1,0.0130259,0.529331,0.457643, 26.3455,1.31742,13.1727, 0.00593223
2,0,0.260238,0.739762, 27.366,1.10045,8.48643, 0.174608
2,0.781414,0,0.218586, 21.6949,1.02142,10.8474, 0.169575
2,0,0.260238,0.739762, 33.8188,2.0859,7.45868, 0.108496
2,0,0.896338,0.103662, 22.9547,1.01889,11.4774, 0.0510133
3,0,0.500982,0.499018, 38.4453,3.72071,3.22349, 0.336137
3,0.781414,0,0.218586, 25.8601,1.26031,12.93, 0.169575
3,0,0.260238,0.739762, 31.069,2.336,11.1412, 0.108496
3,0,0.260238,0.739762, 29.7965,1.51286,6.68048, 0.108496
4,0,0.537277,0.462723, 27.793,1.55898,2.59486, 0.360489
4,0.781414,0,0.218586, 22.3779,1.02863,9.6623, 0.169575
4,0,0.260238,0.739762, 35.6443,2.00031,8.43548, 0.108496
4,0,0.260238,0.739762, 27.7633,2.35698,3.2183, 0.108496
5,0.781414,0,0.218586, 21.0694,1.0032,10.5347, 0.169575
5,0,0.78263,0.21737, 23.4417,1.12443,11.7209, 0.169344
5,0,0.78263,0.21737, 29.9819,1.33913,5.11227, 0.109184
5,0,0.260238,0.739762, 26.0416,1.14247,5.20868, 0.108496
6,0,0.537277,0.462723, 22.797,1.07493,11.3985, 0.360489
6,0.781414,0,0.218586, 21.9746,1.04837,7.7335, 0.169575
6,0,0.78263,0.21737, 24.8147,1.11375,12.4073, 0.109184
6,0,0.260238,0.739762, 31.2608,1.51166,8.74636, 0.108496
7,0,0.537277,0.462723, 25.864,1.47502,3.15122, 0.360489
7,0,0.591811,0.408189, 28.7371,1.82226,2.50238, 0.207773
7,0,0.78263,0.21737, 24.3182,1.18355,2.95127, 0.109184
8,0,0.794791,0.205209, 28.0322,1.2069,4.97718, 0.15987
8,0,0.260238,0.739762, 28.293,1.86625,2.40375, 0.108496
8,0,0.260238,0.739762, 25.5219,1.83142,3.77377, 0.108496
8,0,0.789887,0.210113, 27.6717,1.39263,3.35754, 0.105539
9,0,0.319524,0.680476, 27.8618,1.73775,2.79886, 0.214387
9,0,0.260238,0.739762, 28.65,1.40692,6.38353, 0.108496
9,0,0.794791,0.205209, 27.9731,1.34335,3.1491, 0.0985624
9,0,0.817205,0.182795, 26.3229,1.18057,3.2996, 0.0918175
10,0,0.72958,0.27042, 25.05,1.15923,3.42222, 0.210673
10,0,0.260238,0.739762, 25.8498,2.04724,2.32359, 0.108496
10,0,0.543748,0.456252, 26.4754,1.51945,2.62902, 0.0880654
10,0,0.543748,0.456252, 29.0573,1.32911,2.75405, 0.0868916
11,0,0.793247,0.206753, 28.3019,1.24012,3.25456, 0.123135
11,0,0.1663,0.8337, 31.8862,2.2971,2.31449, 0.11158
11,0,0.15864,0.84136, 32.6717,2.32482,2.71027, 0.0816725
11,0,0.238353,0.761647, 28.0735,2.49853,2.49178, 0.0808803
12,0,0.626221,0.373779, 27.8685,1.51236,5.55699, 0.291196
12,0,0.37065,0.62935, 28.0822,1.42488,2.98951, 0.146805
12,0,0.167895,0.832105, 24.8255,1.39484,2.856, 0.0924811
12,0,0.220421,0.779579, 27.3264,2.20826,2.36572, 0.0838329
13,0,0.408986,0.591014, 27.7672,1.56407,5.83438, 0.274411
13,0,0.545469,0.454531, 27.0858,1.92859,2.51826, 0.208845
13,0,0.226306,0.773694, 28.8995,1.56322,2.5011, 0.0828638
