Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.0021,0.9596,10.001, 0
-2,0,1, 0, 20.0678,0.9589,10.0339, 0
-1,0,0, 1, 25.5458,2.9142,2.2169, 0
0,0,0.536317,0.463683, 23.591,1.40376,11.7955, 0.359845
1,0,0.537277,0.462723, 29.674,1.1088,7.48803, 0.360489
1,0.781414,0,0.218586, 23.431,1.13816,11.7155, 0.169575
2,0,0.458866,0.541134, 22.0195,1.04095,11.0097, 0.307879
2,0.781414,0,0.218586, 20.6055,1.01947,10.3028, 0.169575
3,0,0.537277,0.462723, 27.0408,1.09416,5.06144, 0.360489
3,0.781414,0,0.218586, 21.6681,1.02924,10.8341, 0.169575
4,0,0.312204,0.687796, 26.0951,1.39471,4.0264, 0.209475
4,0.781414,0,0.218586, 22.165,1.4348,11.0825, 0.169575
5,0,0.256985,0.743015, 28.0928,1.59352,7.16886, 0.172426
5,0.781414,0,0.218586, 21.2847,1.02065,10.6423, 0.169575
6,0,0.521303,0.478697, 31.5829,1.29444,5.31199, 0.349772
6,0.781414,0,0.218586, 20.7944,1.00986,10.3972, 0.169575
7,0,0.356901,0.643099, 25.0475,1.60282,3.0233, 0.239465
7,0.781414,0,0.218586, 21.8888,1.04898,10.9444, 0.169575
8,0,0.759736,0.240264, 25.201,1.17498,2.87158, 0.18718
8,0.781414,0,0.218586, 22.1753,1.02669,11.0876, 0.169575
9,0.781414,0,0.218586, 22.9157,1.10734,11.4578, 0.169575
9,0,0.312204,0.687796, 29.3557,2.03716,2.35757, 0.118759
10,0.781414,0,0.218586, 22.2663,1.1135,11.1331, 0.169575
10,0,0.803429,0.196571, 26.6155,1.2587,2.93424, 0.113238
11,0.781414,0,0.218586, 21.0697,1.03022,10.5349, 0.169575
11,0,0.800142,0.199858, 26.2906,1.42669,2.66707, 0.106092
12,0,0.256985,0.743015, 27.4895,1.63963,2.55492, 0.0977542
13,0,0.356901,0.643099, 25.4765,1.30113,2.64944, 0.0972791
13,0,0.82059,0.17941, 25.1406,1.17671,2.97844, 0.0952374
14,0,0.458866,0.541134, 25.7455,1.74293,2.53255, 0.0766677
14,0,0.458866,0.541134, 26.7619,1.49593,2.439, 0.0766677
15,0,0.905899,0.0941012, 25.3385,1.09069,4.4424, 0.0733104
15,0,0.873061,0.126939, 26.905,1.15516,3.61111, 0.073125
16,0,0.2617,0.7383, 30.7573,1.87301,2.90559, 0.175589
16,0,0.803429,0.196571, 23.566,1.10931,3.24053, 0.0678582
17,0,0.693707,0.306293, 29.5164,1.3609,2.85926, 0.238621
17,0,0.363278,0.636722, 30.5508,1.33468,3.97064, 0.132854
18,0,0.243839,0.756161, 29.0228,1.72644,2.43149, 0.14696
18,0,0.838279,0.161721, 27.4673,1.1558,4.62679, 0.125991
19,0,0.284714,0.715286, 31.4143,1.44816,2.73681, 0.19103
19,0,0.478807,0.521193, 25.3623,1.22186,3.12615, 0.104568
20,0,0.812444,0.187556, 23.2882,1.1458,3.41376, 0.146117
20,0,0.838279,0.161721, 23.255,1.11682,3.19043, 0.0969095
21,0,0.164276,0.835724, 26.9317,2.17073,2.37843, 0.110222
21,0,0.652482,0.347518, 24.1944,1.19288,2.94395, 0.0863199
22,0,0.226832,0.773168, 27.0853,1.71974,2.43555, 0.0859782
23,0,0.134981,0.865019, 26.6313,1.58537,2.43423, 0.0813517
23,0,0.331106,0.668894, 25.6943,1.47226,2.65652, 0.070669
24,0,0.541082,0.458918, 25.3723,1.39616,2.63291, 0.0893209
24,0,0.897966,0.102034, 25.751,1.09434,3.99189, 0.0673852
