Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.2203,29.8171,10.1101, 0
-2,0,1, 0, 31.6455,3.057,2.9557, 0
-1,0,0, 1, 26.4619,52.3009,2.2283, 0
0,0.638535,0.128861,0.232605, 23.2222,8.0583,11.6111, 0.24727
1,0.798087,0,0.201913, 36.5737,11.2454,18.2869, 0.157411
2,0.798087,0,0.201913, 23.5447,9.44863,11.7724, 0.157411
3,0.798087,0,0.201913, 27.0089,9.04697,13.1429, 0.157411
4,0.798087,0,0.201913, 23.6845,24.6573,11.8423, 0.157411
5,0.798087,0,0.201913, 22.253,25.3153,11.1265, 0.157411
6,0.798087,0,0.201913, 22.514,7.72608,11.257, 0.157411
7,0.798087,0,0.201913, 28.083,58.2081,6.25218, 0.157411
8,0.798087,0,0.201913, 22.7737,8.8991,11.3868, 0.157411
9,0.798087,0,0.201913, 24.1618,10.6749,12.0809, 0.157411
10,0.798087,0,0.201913, 24.7883,11.7497,12.3942, 0.157411
11,0.798087,0,0.201913, 25.0102,7.30151,12.5051, 0.157411
12,0.798087,0,0.201913, 24.1513,26.4345,12.0756, 0.157411
13,0.798087,0,0.201913, 22.8613,8.31287,11.4307, 0.157411
14,0.798087,0,0.201913, 22.9372,7.45125,11.4686, 0.157411
15,0.798087,0,0.201913, 23.5367,8.35595,11.7684, 0.157411
16,0.798087,0,0.201913, 23.1916,70.3824,11.5958, 0.157411
17,0.798087,0,0.201913, 22.3516,27.2218,11.1758, 0.157411
18,0.798087,0,0.201913, 37.084,4.94269,18.542, 0.157411
19,0.798087,0,0.201913, 24.0065,23.7615,12.0032, 0.157411
20,0.798087,0,0.201913, 21.5696,112.764,10.7848, 0.157411
21,0.798087,0,0.201913, 46.7623,11.563,23.3811, 0.157411
22,0.798087,0,0.201913, 23.5191,34.4058,11.7595, 0.157411
23,0.798087,0,0.201913, 24.3501,79.3195,12.1751, 0.157411
24,0.798087,0,0.201913, 24.8577,8.15968,12.4289, 0.157411
