Iteration, w1,w2,w3, f1,f2,f3, MaxRegret
-3,1,0, 0, 20.2203,29.8171,10.1101, 0
-2,0,1, 0, 31.6455,3.057,2.9557, 0
-1,0,0, 1, 26.4619,52.3009,2.2283, 0
0,0.638535,0.128861,0.232605, 23.576,16.1752,11.788, 0.24727
1,0.495872,0.504128,0, 31.8831,6.70291,3.31717, 0.179028
1,0.798087,0,0.201913, 25.4698,33.3053,12.7349, 0.157411
1,0,0.0709897,0.92901, 29.7682,19.9735,14.8841, 0.0668403
2,0.586296,0.413704,0, 23.4987,8.42003,11.7494, 0.211675
2,0.798087,0,0.201913, 22.2019,99.2697,11.101, 0.157411
2,0,0.0709897,0.92901, 24.5319,26.1589,12.2659, 0.0668403
2,0.710965,0.289035,0, 29.3493,19.144,14.6746, 0.0229594
3,0.798087,0,0.201913, 22.8017,7.62058,11.4008, 0.157411
3,0.797941,0.202059,0, 26.5431,11.156,13.2716, 0.103385
3,0,0.0709897,0.92901, 30.3298,16.1089,11.344, 0.0668403
3,0.797941,0.202059,0, 24.8795,10.8415,12.4398, 0.0529994
4,0.641034,0.358966,0, 22.7663,7.38486,11.3831, 0.183667
4,0.798087,0,0.201913, 27.3452,21.7923,13.6726, 0.157411
4,0,0.0709897,0.92901, 27.3889,7.02852,13.6944, 0.0668403
4,0.797941,0.202059,0, 23.9158,28.0727,11.9579, 0.0529994
5,0.798087,0,0.201913, 25.5891,11.4671,12.7945, 0.157411
5,0.22775,0.77225,0, 22.6625,175557,11.3312, 0.0822261
5,0,0.0709897,0.92901, 33.8483,12.7163,16.9241, 0.0668403
5,0.22775,0.77225,0, 23.3116,8.77545,11.6558, 0.0533497
6,0.586296,0.413704,0, 25.6816,8.12266,12.8408, 0.211675
6,0,0.0709897,0.92901, 25.9354,15.4183,12.9677, 0.0668403
6,0.22775,0.77225,0, 23.7652,27.5465,11.8826, 0.0533497
7,0.706189,0.293811,0, 24.9781,11.3325,12.4891, 0.15033
7,0,0.0709897,0.92901, 23.8621,8.49634,11.9311, 0.0668403
7,0.22775,0.77225,0, 29.562,9.12962,5.60516, 0.0533497
7,0.22775,0.77225,0, 22.616,8.75792,11.308, 0.0533497
8,0.428897,0.571103,0, 22.3117,7.71949,11.1558, 0.154848
8,0,0.0709897,0.92901, 24.1942,7.38588,12.0971, 0.0668403
8,0.22775,0.77225,0, 22.2639,11.5044,11.1319, 0.0533497
8,0.22775,0.77225,0, 29.6696,36.4829,14.8348, 0.0533497
9,0.232096,0.767904,0, 23.4839,7.85494,11.742, 0.0837953
9,0,0.0709897,0.92901, 24.5106,9.32812,12.2553, 0.0668403
9,0.22775,0.77225,0, 23.8095,8.08598,11.9048, 0.0533497
9,0.22775,0.77225,0, 39.2143,17.1446,19.6071, 0.0533497
10,0.802828,0.197172,0, 22.0509,7.84398,11.0255, 0.100884
10,0,0.0709897,0.92901, 24.1429,9.36837,12.0715, 0.0668403
10,0.22775,0.77225,0, 24.3532,11.1659,12.1766, 0.0533497
10,0.22775,0.77225,0, 23.4635,9.96034,11.7317, 0.0533497
11,0.231882,0.768118,0, 25.0254,12.806,12.5127, 0.083718
11,0,0.0709897,0.92901, 26.318,17.4996,10.2064, 0.0668403
11,0.231882,0.768118,0, 34.9691,6.5748,17.4845, 0.0650916
11,0.22775,0.77225,0, 26.0357,8.35162,13.0179, 0.0533497
12,0.471189,0.528811,0, 26.9971,19.2387,13.4986, 0.170117
12,0,0.0709897,0.92901, 31.1556,11.1013,15.5778, 0.0668403
12,0.231882,0.768118,0, 28.7975,8.48891,4.34557, 0.0650916
12,0.231882,0.768118,0, 23.0733,7.09137,11.5367, 0.0650916
13,0.586296,0.413704,0, 23.3406,11.1702,11.6703, 0.211675
13,0.68174,0.31826,0, 23.2673,11.0673,11.6336, 0.0889274
13,0,0.0709897,0.92901, 23.3105,8.64599,11.6552, 0.0668403
13,0.231882,0.768118,0, 26.0853,23.1741,13.0426, 0.0650916
14,0.371502,0.628498,0, 34.2315,13.022,17.1158, 0.134126
14,0,0.0709897,0.92901, 26.7553,7.33159,13.3777, 0.0668403
14,0.231882,0.768118,0, 24.4773,12.2034,12.2387, 0.0650916
14,0.221648,0.778352,0, 27.2104,19.447,13.6052, 0.0622189
15,0.586296,0.413704,0, 23.2129,7.66683,11.6065, 0.211675
15,0,0.0709897,0.92901, 24.0902,10.4056,12.0451, 0.0668403
15,0.231882,0.768118,0, 22.7934,8.09194,11.3967, 0.0650916
15,0.231882,0.768118,0, 35.2064,6.15358,17.6032, 0.0650916
