ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.1936,49.5278,10.0968
1,0,1,0,43.9008,2.97585,21.9504
2,0,0,1,25.3565,101.833,2.2156
3,0,0.541557,0.458443,31.5904,3.33165,2.48598
4,0.636026,0.363974,0,20.9386,6.82028,10.4693
5,0.609168,0.211658,0.179174,21.4272,8.04282,10.7136
6,0,0.0125744,0.987426,28.2394,6.36927,2.3217
7,0.415759,0.144457,0.439783,26.0187,7.65187,3.06209
8,0.459601,0.292656,0.247742,26.1579,4.79087,3.06687
9,0.432993,0.307066,0.25994,26.9005,5.22337,3.49728
10,0.360236,0.440976,0.198788,21.5817,7.75238,10.7908
11,0.709679,0.157225,0.133096,21.0825,8.311,10.5413
12,0.739031,0.141329,0.119639,21.8746,7.14231,10.9373
13,0.711743,0.0226815,0.265575,21.3038,6.86164,10.6519
14,0.360236,0.440976,0.198788,26.7354,4.5593,3.11153
15,0.470654,0.286671,0.242675,21.4641,7.19079,10.732
16,0.448583,0.298624,0.252793,21.2807,7.17413,10.6403
17,0.75327,0,0.24673,20.7663,19.4759,10.3831
18,0.71574,0.0702852,0.213975,22.1696,8.24568,11.0848
19,0.455223,0.295028,0.249749,21.5413,6.72931,10.7707
20,0.448188,0.298837,0.252974,21.1507,7.00586,10.5754
21,0.75327,0,0.24673,23.923,32.7377,3.23505
22,0.448188,0.298837,0.252974,21.4772,8.06891,10.7386
23,0.454992,0.295153,0.249855,26.8176,4.4855,3.17119
24,0.442161,0.302102,0.255738,27.8153,4.34268,3.04423
25,0.786318,0,0.213682,21.6046,13.5414,10.8023
26,0.448583,0.298624,0.252793,25.4133,5.82659,3.61763
27,0.690645,0.167533,0.141821,21.1625,8.24797,10.5813
28,0.718008,0.152715,0.129277,21.6641,7.70175,10.8321
29,0.75327,0,0.24673,20.9589,37.273,10.4794
30,0.721014,0.0689811,0.210005,21.0094,6.89521,10.5047
31,0.466299,0.289029,0.244672,24.92,6.34525,3.36026
32,0.45111,0.297255,0.251635,21.4954,6.68897,10.7477
33,0.75327,0,0.24673,21.0571,7.33796,10.5286
34,0.455223,0.295028,0.249749,25.9151,4.79637,3.0172
35,0.45296,0.296253,0.250787,20.972,7.62879,10.486
36,0.774772,0.121974,0.103254,23.0932,8.40025,11.5466
37,0.75327,0,0.24673,22.1606,7.86272,11.0803
38,0.45111,0.297255,0.251635,25.6443,5.91556,2.93712
39,0.52762,0.255821,0.21656,21.1632,6.85358,10.5816
40,0.439863,0.303346,0.256791,26.5093,4.57391,2.67345
41,0.75327,0,0.24673,21.4748,7.60761,10.7374
