ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.1494,101.356,10.0747
1,0,1,0,31.6239,1.7663,15.8119
2,0,0,1,25.4269,143.952,2.21921
3,0,0.465335,0.534665,30.6604,2.95085,2.5624
4,0.67285,0.32715,0,21.4606,3.12298,10.7303
5,0.63253,0.170996,0.196473,21.1542,3.6842,10.5771
6,0.487524,0.238473,0.274003,21.5646,3.19467,10.7823
7,0.476287,0.243702,0.280011,21.7121,3.81529,10.8561
8,0.500246,0.232553,0.267201,21.7386,3.36811,10.8693
9,0.492153,0.236319,0.271528,21.2261,4.5619,10.6131
10,0.500104,0.232619,0.267277,21.2765,3.67693,10.6382
11,0.481856,0.24111,0.277034,21.146,4.22848,10.573
12,0.481376,0.241334,0.277291,21.1286,4.17032,10.5643
13,0.477548,0.243115,0.279337,21.7388,2.86866,10.8694
14,0.498677,0.233283,0.26804,21.1141,4.82562,10.557
15,0.476653,0.243531,0.279815,21.0736,4.15802,10.5368
16,0.477968,0.242919,0.279112,25.5991,4.81092,3.1366
17,0.474335,0.24461,0.281055,21.4336,3.46149,10.7168
18,0.487365,0.238547,0.274088,21.6224,4.05368,10.8112
19,0.760329,0.111527,0.128144,21.0612,4.17426,10.5306
20,0.497092,0.23402,0.268887,21.3757,3.40383,10.6878
21,0.47387,0.244826,0.281303,21.5242,3.04204,10.7621
22,0.489989,0.237326,0.272685,21.3321,3.91409,10.666
23,0.48475,0.239764,0.275486,21.7317,3.12376,10.8658
24,0.499105,0.233084,0.267811,21.2,3.8734,10.6
25,0.484402,0.239925,0.275672,21.5601,3.36892,10.78
26,0.492465,0.236174,0.271361,22.0918,2.78277,11.0459
27,0.478752,0.242555,0.278693,21.676,3.18319,10.838
28,0.513787,0.226252,0.259962,22.0291,2.78397,11.0145
29,0.496884,0.234117,0.268999,21.2457,4.85276,10.6228
30,0.51104,0.22753,0.26143,21.2992,3.73544,10.6496
31,0.483514,0.240339,0.276147,21.3107,3.81594,10.6553
32,0.483217,0.240477,0.276306,25.734,4.87937,3.21723
33,0.482503,0.240809,0.276688,21.6801,3.10478,10.84
34,0.496832,0.234141,0.269027,21.5263,3.92666,10.7632
35,0.754848,0.114078,0.131074,20.9899,3.9983,10.495
36,0.492641,0.236092,0.271267,21.9853,3.33323,10.9927
37,0.470404,0.24644,0.283157,21.8508,3.49292,10.9254
38,0.510681,0.227697,0.261622,20.9976,4.43135,10.4988
39,0.505297,0.230203,0.264501,21.2837,4.22187,10.6419
40,0.483272,0.240451,0.276276,21.9982,3.22293,10.9991
41,0.472,0.245697,0.282303,21.6653,3.41694,10.8326
42,0.510931,0.227581,0.261488,21.2158,4.21549,10.6079
43,0.497096,0.234018,0.268885,21.4546,3.01519,10.7273
44,0.486952,0.238739,0.274309,21.2809,3.31899,10.6404
45,0.480413,0.241782,0.277805,21.3636,3.52625,10.6818
46,0.484599,0.239834,0.275567,21.3754,3.3244,10.6877
47,0.48051,0.241737,0.277753,21.6814,3.60258,10.8407
48,0.498319,0.23345,0.268232,21.1804,3.99477,10.5902
49,0.484507,0.239877,0.275616,21.1687,3.90162,10.5843
50,0.478292,0.242769,0.278939,21.3824,3.34835,10.6912
51,0.477529,0.243124,0.279347,21.6869,3.39473,10.8435
52,0.49796,0.233616,0.268423,22.0712,2.75252,11.0356
53,0.484871,0.239707,0.275421,21.8214,3.1283,10.9107
54,0.512795,0.226713,0.260491,21.2422,4.01886,10.6211
55,0.502986,0.231278,0.265736,20.8994,4.3919,10.4497
56,0.480943,0.241535,0.277522,24.9251,5.31792,3.05412
57,0.467849,0.247628,0.284523,21.3841,3.93445,10.692
58,0.486649,0.23888,0.274471,21.907,3.57559,10.9535
59,0.695122,0.0447343,0.260143,20.9555,6.52537,10.4778
60,0.507964,0.228961,0.263075,21.0303,4.54236,10.5152
61,0.748553,0,0.251447,23.2794,61.5561,3.42522
62,0.473677,0.244916,0.281407,21.7129,3.0547,10.8565
63,0.783911,0.100554,0.115536,20.8058,6.32187,10.4029
64,0.4981,0.233551,0.268348,25.083,6.67185,2.77672
65,0.469706,0.246764,0.28353,21.9182,3.4449,10.9591
