ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.1494,101.356,10.0747
1,0,1,0,31.6239,1.7663,15.8119
2,0,0,1,25.4269,143.952,2.21921
3,0,0.465335,0.534665,31.4745,2.97206,2.62187
4,0.656173,0.343827,0,21.3049,3.50558,10.6525
5,0.614163,0.179543,0.206294,21.1529,3.90695,10.5764
6,0,0.0253434,0.974657,28.4486,4.34769,2.271
7,0.459395,0.251562,0.289043,21.884,3.41478,10.942
8,0.454553,0.253816,0.291632,25.9364,4.60931,2.85181
9,0.695075,0.0447744,0.260151,24.1378,10.301,2.99504
10,0.371242,0.396589,0.232168,21.6448,2.98808,10.8224
11,0.48251,0.240806,0.276684,21.6036,3.17008,10.8018
12,0.752701,0.115077,0.132222,21.2888,3.84264,10.6444
13,0.371242,0.396589,0.232168,22.3016,2.79247,11.1508
14,0.371242,0.396589,0.232168,21.3636,3.85597,10.6818
15,0.470395,0.246443,0.283161,21.6523,3.37875,10.8262
16,0.459743,0.2514,0.288857,25.5938,4.59151,2.82324
17,0.371242,0.396589,0.232168,21.8214,3.00798,10.9107
18,0.371242,0.396589,0.232168,21.3995,3.09267,10.6997
19,0.47297,0.245245,0.281785,21.1747,3.88179,10.5874
20,0.764216,0.109719,0.126066,21.0372,6.64297,10.5186
21,0.371242,0.396589,0.232168,21.7072,3.02195,10.8536
22,0.371242,0.396589,0.232168,22.3219,2.55104,11.1609
23,0.457992,0.252215,0.289793,25.6793,4.35548,2.78734
24,0.455341,0.253448,0.29121,21.2293,3.64647,10.6146
25,0.371242,0.396589,0.232168,21.7711,3.00186,10.8855
26,0.371242,0.396589,0.232168,22.0329,2.59534,11.0165
27,0.456805,0.252767,0.290428,21.6087,4.63102,10.8043
28,0.762039,0.110732,0.12723,21.2632,6.58722,10.6316
29,0.371242,0.396589,0.232168,21.6196,3.03547,10.8098
30,0.371242,0.396589,0.232168,21.7274,2.8761,10.8637
31,0.474808,0.24439,0.280802,21.7001,3.23473,10.85
32,0.46666,0.248181,0.285158,21.0459,4.61888,10.523
33,0.371242,0.396589,0.232168,25.9576,4.07872,2.77289
34,0.371242,0.396589,0.232168,21.6361,3.004,10.818
35,0.474491,0.244538,0.280972,21.5587,3.42886,10.7793
36,0.452447,0.254795,0.292758,25.7945,4.4065,2.65007
37,0.371242,0.396589,0.232168,21.2447,3.4923,10.6224
38,0.780226,0,0.219774,21.0745,16.9361,10.5373
39,0.469332,0.246938,0.28373,21.3793,3.66833,10.6897
40,0.759736,0.111803,0.128461,21.0404,6.06392,10.5202
41,0.748553,0,0.251447,20.8652,9.31795,10.4326
42,0.369633,0.396887,0.233479,21.8725,2.89621,10.9362
43,0.462836,0.249961,0.287203,21.0846,4.35412,10.5423
44,0.456448,0.252934,0.290619,25.7838,5.4317,2.78076
45,0.748553,0,0.251447,20.9128,10.4431,10.4564
46,0.371242,0.396589,0.232168,26.2566,4.09463,2.60626
47,0.453186,0.254451,0.292363,21.0471,4.7032,10.5235
48,0.757556,0.112818,0.129627,20.9435,5.48851,10.4717
49,0.748553,0,0.251447,20.7648,57.0914,10.3824
50,0.452447,0.254795,0.292758,26.1101,4.03935,2.98457
51,0.452741,0.254659,0.2926,25.9088,4.35859,2.69919
52,0.451005,0.255466,0.293529,25.7035,4.9921,3.07519
53,0.748553,0,0.251447,20.958,4.49625,10.479
54,0.516168,0.150896,0.332936,21.5559,3.5486,10.7779
55,0.755563,0.113745,0.130692,21.1614,4.36783,10.5807
56,0.757357,0.11291,0.129733,21.4297,3.30878,10.7148
57,0.748553,0,0.251447,20.3888,76.4016,10.1944
58,0.479354,0.140133,0.380512,25.434,7.99909,2.90175
59,0.463798,0.249513,0.286689,21.2262,4.57492,10.6131
60,0.456243,0.253029,0.290728,21.7026,3.55204,10.8513
61,0.748553,0,0.251447,20.7717,25.3676,10.3858
62,0.473602,0.377635,0.148763,21.6273,3.53766,10.8136
63,0.475509,0.244064,0.280427,21.0935,4.06604,10.5468
64,0.459402,0.251559,0.289039,21.4589,3.48826,10.7294
65,0.748553,0,0.251447,23.5232,91.9841,3.60177
66,0.371242,0.396589,0.232168,21.8551,2.93752,10.9276
67,0.465493,0.248725,0.285783,21.0987,4.10053,10.5494
68,0.452686,0.254684,0.29263,21.2782,3.73381,10.6391
69,0.371242,0.396589,0.232168,27.0093,4.45249,3.04056
70,0.456243,0.253029,0.290728,25.8126,5.23876,2.50567
71,0.459001,0.251745,0.289253,25.1548,5.01421,3.04016
72,0.452991,0.254542,0.292467,21.0835,4.01163,10.5417
73,0.459402,0.251559,0.289039,21.2282,3.87107,10.6141
74,0.793269,0,0.206731,20.9573,15.6654,10.4786
75,0.45213,0.254943,0.292927,21.4166,3.79487,10.7083
76,0.776308,0.104092,0.1196,21.4223,3.26518,10.7112
77,0.748553,0,0.251447,20.7056,39.3297,10.3528
78,0.457425,0.252479,0.290096,20.9542,4.73278,10.4771
79,0.464694,0.249096,0.286209,21.2103,4.42055,10.6052
80,0.463376,0.24971,0.286914,21.3055,3.76211,10.6527
81,0.748553,0,0.251447,20.5531,55.4263,10.2765
82,0.449201,0.256306,0.294493,25.9793,4.39167,2.91799
83,0.460169,0.251202,0.288629,21.2029,4.6281,10.6015
84,0.458327,0.252059,0.289614,21.1826,3.94329,10.5913
85,0.748553,0,0.251447,20.5414,17.5723,10.2707
86,0.460169,0.251202,0.288629,25.9222,4.17373,2.83716
87,0.458641,0.251913,0.289446,21.2633,3.81491,10.6317
88,0.455832,0.25322,0.290948,26.0483,5.10795,2.72285
89,0.748553,0,0.251447,20.6312,30.4998,10.3156
90,0.44508,0.382916,0.172003,22.0266,2.9126,11.0133
91,0.458651,0.251909,0.289441,26.2736,4.39575,2.86309
92,0.750042,0.116314,0.133644,21.0446,5.40318,10.5223
93,0.748553,0,0.251447,20.6835,47.6906,10.3418
94,0.371242,0.396589,0.232168,21.8753,2.89772,10.9377
95,0.45469,0.253752,0.291558,21.4726,3.74833,10.7363
96,0.742115,0.120003,0.137882,20.941,4.64582,10.4705
97,0.748553,0,0.251447,20.9396,39.2437,10.4698
98,0.371242,0.396589,0.232168,21.8988,2.93466,10.9494
99,0.466798,0.248117,0.285085,25.9709,4.65598,2.59504
100,0.44843,0.256664,0.294905,21.194,4.20765,10.597
101,0.748553,0,0.251447,20.5412,10.5766,10.2706
102,0.371242,0.396589,0.232168,21.7191,2.90023,10.8596
103,0.457059,0.252649,0.290292,25.8338,4.14844,2.76794
104,0.754419,0.114277,0.131304,21.0528,5.57264,10.5264
105,0.748553,0,0.251447,20.837,10.0755,10.4185
106,0.371242,0.396589,0.232168,21.7295,3.01007,10.8647
107,0.455504,0.253373,0.291123,21.8559,2.95712,10.9279
108,0.757438,0.112872,0.129689,20.6939,6.55507,10.3469
109,0.748553,0,0.251447,23.5522,61.9661,3.41857
110,0.371242,0.396589,0.232168,21.3903,3.27136,10.6952
111,0.480046,0.241952,0.278001,21.3528,3.9292,10.6764
112,0.444514,0.258487,0.296999,21.3888,3.39364,10.6944
113,0.371242,0.396589,0.232168,22.9295,2.85277,11.4648
114,0.455504,0.253373,0.291123,21.2662,4.04852,10.6331
115,0.462541,0.250098,0.287361,21.5554,3.57085,10.7777
116,0.462409,0.250159,0.287431,21.687,3.24044,10.8435
117,0.371242,0.396589,0.232168,21.9702,2.77427,10.9851
118,0.444514,0.258487,0.296999,26.116,5.99589,2.60502
119,0.473974,0.244778,0.281248,21.4162,3.34152,10.7081
120,0.46961,0.246809,0.283581,25.6139,5.31882,3.09453
