ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.1494,101.356,10.0747
1,0,1,0,31.6239,1.7663,15.8119
2,0,0,1,25.4269,143.952,2.21921
3,0,0.465335,0.534665,30.5879,2.97789,2.62413
4,0.674311,0.325689,0,21.4851,3.05179,10.7426
5,0.633254,0.17066,0.196086,21.0725,3.78822,10.5363
6,0,0.0254833,0.974517,28.5839,4.53763,2.25687
7,0.488368,0.23808,0.273552,25.9653,4.94175,2.59501
8,0.473092,0.245188,0.281719,21.1999,3.38356,10.6
9,0.699237,0.0412891,0.259473,22.4353,4.3159,11.2177
10,0.395299,0.38347,0.22123,21.7532,3.35822,10.8766
11,0.535395,0.144287,0.320318,26.0429,6.65131,2.39768
12,0.941752,0.0582484,0,20.9357,8.42402,10.4679
13,0,0.978036,0.0219639,27.3598,1.99575,13.6799
14,0,0.681903,0.318097,32.363,3.07597,2.65392
15,0,0.423632,0.576368,31.2677,3.24285,2.40596
16,0.477235,0.243261,0.279505,21.153,3.79435,10.5765
17,0.754296,0.114335,0.13137,20.8985,5.64756,10.4492
18,0.748553,0,0.251447,20.748,10.4182,10.374
19,0.492577,0.132748,0.374675,25.4807,6.04993,2.95385
20,0.395299,0.38347,0.22123,22.1451,2.86214,11.0725
21,0.492024,0.363439,0.144536,21.6953,2.9833,10.8477
22,0.473092,0.245188,0.281719,26.3116,4.65462,2.75466
23,0.476481,0.243612,0.279908,21.6399,3.14888,10.82
24,0.47139,0.24598,0.28263,21.8626,3.02526,10.9313
25,0.748553,0,0.251447,23.2246,131.622,3.27671
26,0.395299,0.38347,0.22123,21.527,3.30963,10.7635
27,0.395299,0.38347,0.22123,21.9284,3.0467,10.9642
28,0.655357,0.160374,0.184269,21.1855,3.96384,10.5928
29,0.625729,0.174161,0.20011,21.5974,3.58805,10.7987
30,0.625729,0.174161,0.20011,21.2553,3.39202,10.6277
31,0.504616,0.230519,0.264865,21.1543,4.32892,10.5772
32,0.495306,0.234852,0.269842,21.1245,4.64544,10.5622
33,0.395299,0.38347,0.22123,21.2754,3.90061,10.6377
34,0.395299,0.38347,0.22123,22.2115,2.74699,11.1057
35,0.47139,0.24598,0.28263,21.6362,3.24098,10.8181
36,0.47139,0.24598,0.28263,21.573,3.44186,10.7865
37,0.81554,0,0.18446,20.7304,11.1279,10.3652
38,0.664059,0.156325,0.179616,21.0009,4.45222,10.5004
39,0.47812,0.242849,0.279031,21.7315,3.38061,10.8657
40,0.477804,0.242996,0.2792,21.2141,4.293,10.6071
41,0.748553,0,0.251447,20.5208,16.158,10.2604
42,0.395299,0.38347,0.22123,21.6978,2.9569,10.8489
43,0.392681,0.384013,0.223307,21.4867,3.6242,10.7434
44,0.47139,0.24598,0.28263,25.2347,5.9172,3.20292
45,0.47139,0.24598,0.28263,21.4504,2.99351,10.7252
46,0.479597,0.242161,0.278241,21.1732,4.16274,10.5866
47,0.499938,0.232696,0.267366,21.0156,4.92115,10.5078
48,0.480522,0.241731,0.277747,25.8193,5.49827,2.47846
49,0.748553,0,0.251447,20.9696,69.833,10.4848
50,0.395299,0.38347,0.22123,21.6382,3.48522,10.8191
51,0.395299,0.38347,0.22123,21.9075,3.3507,10.9537
52,0.47139,0.24598,0.28263,21.1161,4.21153,10.5581
53,0.478418,0.24271,0.278872,21.4031,3.43744,10.7016
54,0.638774,0.168091,0.193135,21.399,4.87628,10.6995
55,0.474086,0.244726,0.281188,21.3516,3.31679,10.6758
56,0.759668,0.111835,0.128497,20.953,5.29992,10.4765
57,0.748553,0,0.251447,20.6314,19.5142,10.3157
58,0.395299,0.38347,0.22123,22.0998,2.69599,11.0499
59,0.395299,0.38347,0.22123,21.2404,3.4583,10.6202
60,0.47139,0.24598,0.28263,21.3468,3.55348,10.6734
61,0.479597,0.242161,0.278241,21.2309,3.75023,10.6155
62,0.654749,0.160657,0.184594,21.4531,3.65564,10.7266
63,0.483452,0.240368,0.276181,21.1194,3.75687,10.5597
64,0.472612,0.245412,0.281976,21.2321,3.93801,10.6161
65,0.748553,0,0.251447,23.9843,15.4069,3.08514
66,0.395299,0.38347,0.22123,22.0343,2.6186,11.0171
67,0.390009,0.384566,0.225425,22.1055,2.63707,11.0527
68,0.47139,0.24598,0.28263,21.3881,3.47732,10.6941
69,0.479597,0.242161,0.278241,21.3408,3.79898,10.6704
70,0.65493,0.160573,0.184497,21.2106,4.52562,10.6053
71,0.480233,0.241866,0.277901,21.493,3.64093,10.7465
72,0.474961,0.244319,0.28072,22.3344,2.60902,11.1672
73,0.395299,0.38347,0.22123,21.6865,3.07378,10.8433
74,0.395299,0.38347,0.22123,21.3606,3.46819,10.6803
75,0.784724,0,0.215276,21.0907,9.05986,10.5454
76,0.472612,0.245412,0.281976,21.3811,3.87402,10.6905
77,0.47139,0.24598,0.28263,22.1352,2.9823,11.0676
78,0.479597,0.242161,0.278241,21.5425,3.88828,10.7713
79,0.524324,0.221348,0.254327,21.2765,4.4675,10.6383
80,0.490432,0.23712,0.272448,21.9664,3.32148,10.9832
81,0.748553,0,0.251447,20.9778,77.5959,10.4889
82,0.395299,0.38347,0.22123,21.6349,3.04167,10.8175
83,0.393406,0.383862,0.222732,21.8671,2.77652,10.9336
84,0.472612,0.245412,0.281976,21.6676,3.60177,10.8338
85,0.47139,0.24598,0.28263,22.235,2.77588,11.1175
86,0.479597,0.242161,0.278241,21.383,3.58631,10.6915
87,0.510012,0.228008,0.26198,21.4212,3.27186,10.7106
88,0.483661,0.24027,0.276068,21.4679,3.26322,10.734
89,0.748553,0,0.251447,20.7127,11.9638,10.3563
90,0.395299,0.38347,0.22123,22.0781,2.81866,11.0391
91,0.395299,0.38347,0.22123,21.5276,4.33105,10.7638
92,0.472612,0.245412,0.281976,21.2512,3.61913,10.6256
93,0.47139,0.24598,0.28263,21.359,3.5029,10.6795
94,0.479597,0.242161,0.278241,21.8644,2.95852,10.9322
95,0.488252,0.238134,0.273614,21.3418,4.04945,10.6709
96,0.486282,0.239051,0.274667,24.8989,5.84874,2.87508
97,0.748553,0,0.251447,20.7015,48.8679,10.3508
98,0.395299,0.38347,0.22123,21.8199,3.43639,10.9099
99,0.395299,0.38347,0.22123,21.6279,3.33098,10.8139
100,0.472612,0.245412,0.281976,21.4934,3.40272,10.7467
101,0.47139,0.24598,0.28263,25.4011,5.85034,2.72268
102,0.479597,0.242161,0.278241,21.518,3.35598,10.759
103,0.485192,0.239558,0.27525,21.0942,4.19573,10.5471
104,0.748553,0,0.251447,21.1589,23.2386,10.5795
105,0.786172,0.0995014,0.114326,21.757,4.03205,10.8785
106,0.395299,0.38347,0.22123,22.1627,2.585,11.0813
107,0.395299,0.38347,0.22123,21.7689,3.76391,10.8845
108,0.472612,0.245412,0.281976,20.9322,4.42656,10.4661
109,0.479597,0.242161,0.278241,21.6766,2.9428,10.8383
110,0.700018,0.139592,0.16039,20.8215,6.31939,10.4107
111,0.502916,0.23131,0.265774,21.3037,3.50912,10.6518
112,0.475211,0.244203,0.280587,24.9963,5.39478,2.87885
113,0.748553,0,0.251447,21.0428,11.5046,10.5214
114,0.395299,0.38347,0.22123,21.9438,2.90535,10.9719
115,0.395299,0.38347,0.22123,22.0862,3.00184,11.0431
116,0.469159,0.247018,0.283822,21.1525,4.06381,10.5763
117,0.727142,0.12697,0.145888,21.0582,5.85673,10.5291
118,0.479597,0.242161,0.278241,21.3896,3.3352,10.6948
119,0.481989,0.241049,0.276963,20.84,4.6241,10.42
120,0.748553,0,0.251447,20.774,59.7889,10.387
