ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.0154,0.959798,10.0077
1,0,1,0,20.3631,0.959532,10.1816
2,0,0,1,24.5904,2.81677,2.21509
3,0,0.53724,0.46276,23.3723,1.32211,2.48298
4,0.844087,0,0.155913,20.0792,0.979224,10.0396
5,0,0.854527,0.145473,22.8672,1.10187,3.02927
6,0.80445,0,0.19555,21.1838,1.06671,4.67926
7,0.666565,0.179135,0.1543,21.5842,1.07582,3.88019
8,0.635972,0,0.364028,21.7729,1.2691,3.54671
9,0.666565,0.179135,0.1543,20.1342,0.987893,10.0671
10,0.533031,0,0.466969,22.1838,1.31525,3.10359
11,0.666565,0.179135,0.1543,20.0963,0.979165,10.0482
12,0.666565,0.179135,0.1543,21.1134,1.1103,5.2762
13,0.884924,0,0.115076,20.2382,0.993281,10.1191
14,0.80445,0,0.19555,21.2047,1.08497,4.36774
15,0,0.116098,0.883902,24.1382,2.04971,2.23925
16,0,0.668382,0.331618,23.9641,1.2363,2.63542
17,0.605615,0,0.394385,21.6105,1.26804,3.2585
18,0,0.882946,0.117054,22.9391,1.08224,3.29871
19,0,0.882946,0.117054,22.9853,1.0992,3.06775
20,0,0.147365,0.852635,23.9193,1.86703,2.2849
21,0.458195,0,0.541805,22.2883,1.36324,2.67096
22,0,0.706514,0.293486,22.7668,1.18153,2.74518
23,0.886314,0,0.113686,20.1592,0.980436,10.0796
24,0.80445,0,0.19555,21.259,1.07346,4.52093
25,0,0.902603,0.0973973,23.2305,1.06419,3.56263
26,0.625702,0,0.374298,21.9995,1.32561,3.0481
27,0,0.175404,0.824596,24.3175,1.89712,2.28258
28,0,0.699767,0.300233,23.3811,1.23697,2.67437
29,0,0.298322,0.701678,24.3455,1.56731,2.37036
30,0,0.882158,0.117842,23.051,1.11326,3.05793
31,0,0.882158,0.117842,22.7066,1.08052,3.31546
32,0.4371,0,0.5629,22.6481,1.538,2.53694
33,0,0.120399,0.879601,24.2531,2.26908,2.25995
34,0,0.625961,0.374039,23.1539,1.25604,2.57855
35,0.872667,0,0.127333,20.2191,0.981277,10.1095
36,0.80445,0,0.19555,21.2154,1.12459,4.74207
37,0,0.876449,0.123551,23.2279,1.08512,3.16417
38,0.643919,0,0.356081,21.7106,1.24658,3.32338
39,0,0.876449,0.123551,22.4711,1.09796,3.17084
40,0.481726,0,0.518274,22.4,1.59889,2.72061
41,0,0.131664,0.868336,23.6284,1.74136,2.27397
42,0,0.736714,0.263286,23.0467,1.14747,2.81987
43,0.880676,0,0.119324,20.2038,0.983876,10.1019
44,0.80445,0,0.19555,21.0783,1.14637,5.19496
45,0.872667,0,0.127333,20.1917,0.982791,10.0958
46,0.67204,0,0.32796,21.6461,1.17875,3.39934
47,0.872667,0,0.127333,20.1893,0.986869,10.0946
48,0.49275,0,0.50725,22.2456,1.31768,2.88248
49,0.872667,0,0.127333,20.2632,0.99033,10.1316
50,0.885272,0,0.114728,20.2006,0.983996,10.1003
51,0.872667,0,0.127333,20.2017,0.988554,10.1008
52,0.80445,0,0.19555,21.1289,1.03393,5.02695
53,0.872667,0,0.127333,20.1457,0.985259,10.0729
54,0.662378,0,0.337622,21.7122,1.15918,3.45351
55,0.872667,0,0.127333,20.2826,0.982081,10.1413
56,0.509609,0,0.490391,22.718,1.337,2.60508
57,0.872667,0,0.127333,20.1455,0.980149,10.0728
58,0.868688,0,0.131312,20.9285,1.04849,5.93594
59,0.872667,0,0.127333,20.1688,0.993166,10.0844
60,0.710484,0,0.289516,21.4852,1.18674,4.04007
61,0.872667,0,0.127333,20.1567,0.980128,10.0784
62,0.586681,0,0.413319,21.8803,1.31508,3.20453
63,0.872667,0,0.127333,20.1185,0.982527,10.0593
64,0.468584,0,0.531416,22.1415,1.24244,3.0254
65,0.872667,0,0.127333,20.1333,0.982905,10.0667
