ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.0154,0.959798,10.0077
1,0,1,0,20.3631,0.959532,10.1816
2,0,0,1,24.5904,2.81677,2.21509
3,0,0.53724,0.46276,23.2758,1.27254,2.5374
4,0.846949,0,0.153051,20.9075,1.05721,5.40123
5,0.676316,0,0.323684,21.2433,1.11332,4.45237
6,0.6175,0,0.3825,22.1933,1.28299,3.04714
7,0,0.871072,0.128928,22.8708,1.07707,3.24927
8,0,0.141232,0.858768,23.7543,1.89164,2.24902
9,0,0.701886,0.298114,23.0437,1.19346,2.68145
10,0.678551,0.172695,0.148754,20.0923,0.978604,10.0461
11,0.678551,0.172695,0.148754,21.0961,1.03504,5.09906
12,0.885309,0,0.114691,20.1648,0.989858,10.0824
13,0.80445,0,0.19555,21.1227,1.07639,5.20513
14,0.67559,0,0.32441,21.7072,1.22366,3.51483
15,0.521244,0,0.478756,22.0265,1.31455,2.90933
16,0.895008,0,0.104992,20.1252,0.987663,10.0626
17,0.80445,0,0.19555,21.2508,1.0875,4.98859
18,0.667307,0,0.332693,21.8431,1.20553,3.08541
19,0.433462,0,0.566538,22.0066,1.44267,2.83088
20,0,0.871072,0.128928,23.1065,1.07988,3.18318
21,0,0.898683,0.101317,23.2824,1.12058,2.97293
22,0.896958,0,0.103042,20.3198,0.990713,10.1599
23,0.80445,0,0.19555,21.0914,1.04281,5.44992
24,0.690676,0,0.309324,21.8106,1.27628,3.74043
25,0.569944,0,0.430056,21.4971,1.17986,3.44735
26,0.490344,0,0.509656,21.9458,1.36535,3.17403
27,0.466883,0,0.533117,22.105,1.35413,2.91309
28,0.891307,0,0.108693,20.4571,0.997517,10.2286
29,0.80445,0,0.19555,21.3732,1.20761,4.73485
30,0.65417,0,0.34583,21.7244,1.08798,3.60888
31,0.540132,0,0.459868,22.209,1.42487,2.78087
32,0.888353,0,0.111647,20.2417,0.991242,10.1208
33,0.80445,0,0.19555,21.208,1.11665,4.57985
34,0.628048,0,0.371952,21.8628,1.20191,3.34873
