ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.1936,49.5278,10.0968
1,0,1,0,43.9008,2.97585,21.9504
2,0,0,1,25.3565,101.833,2.2156
3,0,0.541557,0.458443,31.8207,3.26715,2.49302
4,0.631707,0.368293,0,21.1861,6.67748,10.593
5,0.60451,0.21418,0.18131,20.9561,6.7325,10.478
6,0.40006,0.141743,0.458197,21.3178,7.75355,10.6589
7,0.436057,0.305407,0.258536,25.7434,5.44426,3.14293
8,0.40006,0.141743,0.458197,26.1615,6.6616,2.69494
9,0.428027,0.309756,0.262217,27.3311,4.48565,3.47081
10,0.699202,0.162899,0.137899,21.6417,7.11621,10.8209
11,0.750211,0.135275,0.114514,21.719,7.38634,10.8595
12,0.460796,0.29201,0.247194,26.1421,5.10676,3.1781
13,0.456055,0.294577,0.249368,21.428,6.85117,10.714
14,0.446227,0.299899,0.253873,21.2325,7.2406,10.6163
15,0.737525,0.142145,0.12033,21.5546,7.9901,10.7773
16,0.458669,0.293162,0.24817,25.8749,5.90432,2.81117
17,0.441667,0.302369,0.255964,27.2211,4.41825,2.93173
18,0.708749,0.157729,0.133522,21.3308,7.94762,10.6654
19,0.748013,0.136465,0.115522,21.8994,7.11468,10.9497
20,0.465831,0.289283,0.244886,20.9247,7.37217,10.4623
21,0.450092,0.297806,0.252102,26.807,4.55853,2.96101
22,0.431355,0.307954,0.260692,26.0979,5.50916,3.63291
23,0.720422,0.151408,0.128171,21.3805,7.68799,10.6903
24,0.450176,0.297761,0.252063,26.7614,4.73956,2.90617
25,0.732933,0.144632,0.122435,21.0439,7.81258,10.522
26,0.438697,0.303977,0.257325,21.6543,6.97578,10.8271
27,0.721908,0.150602,0.127489,21.2347,6.58642,10.6173
28,0.455574,0.294837,0.249588,21.3267,6.67809,10.6634
29,0.437214,0.304781,0.258005,22.2996,6.86374,11.1498
30,0.479664,0.281791,0.238544,21.1552,7.09407,10.5776
31,0.441262,0.302588,0.25615,21.2827,7.00335,10.6413
32,0.441882,0.302253,0.255866,26.1025,5.18428,3.36571
33,0.437815,0.304455,0.25773,21.143,7.06913,10.5715
34,0.437198,0.304789,0.258013,26.9353,5.45885,2.77531
35,0.736601,0.142645,0.120753,21.147,7.97452,10.5735
36,0.443545,0.301352,0.255103,28.3265,3.85187,2.64448
37,0.716059,0.15377,0.130171,21.2564,8.26793,10.6282
38,0.682678,0.171848,0.145474,21.1385,6.85027,10.5692
39,0.449512,0.298121,0.252368,26.2783,4.75566,3.16906
40,0.435511,0.305703,0.258786,22.1074,7.11932,11.0537
41,0.734171,0.143961,0.121867,21.3701,6.74073,10.685
42,0.473869,0.28493,0.241201,26.4913,5.78279,2.54258
43,0.443309,0.30148,0.255211,21.7543,6.60406,10.8771
44,0.45683,0.294158,0.249013,26.5399,4.88552,3.06928
45,0.731294,0.145519,0.123186,21.1359,7.81697,10.5679
46,0.44207,0.302151,0.255779,26.9064,5.88991,2.77627
47,0.726597,0.148063,0.12534,21.6174,7.32759,10.8087
48,0.456573,0.294297,0.249131,26.4657,4.2865,2.72026
49,0.715714,0.153957,0.130329,21.1466,7.52381,10.5733
50,0.44046,0.303022,0.256517,26.3158,5.30038,3.12051
51,0.73421,0.14394,0.12185,21.2651,7.21024,10.6326
52,0.442659,0.301832,0.255509,27.1096,4.44945,3.13296
53,0.732003,0.145136,0.122861,21.1848,7.92743,10.5924
54,0.444604,0.300778,0.254618,26.5327,4.66887,2.86586
55,0.709721,0.157202,0.133076,22.5038,7.12952,11.2519
56,0.489473,0.276479,0.234048,22.0304,6.98561,11.0152
57,0.729585,0.146445,0.12397,21.4176,8.67076,10.7088
58,0.470001,0.287024,0.242974,21.1699,7.1919,10.5849
59,0.458103,0.293468,0.248429,21.4154,7.20935,10.7077
60,0.448215,0.298823,0.252962,26.7927,4.38707,2.98716
61,0.439032,0.303796,0.257172,25.8693,6.62284,3.30915
62,0.721049,0.151068,0.127883,21.0454,7.14735,10.5227
63,0.741027,0.140248,0.118724,21.2673,7.32634,10.6337
64,0.443536,0.301357,0.255107,20.9113,6.8205,10.4557
65,0.434173,0.306428,0.2594,25.8096,5.17421,2.84653
