ID,W_Distance,W_Risk,W_Time,Cost_Distance,Cost_Risk,Cost_Time
0,1,0,0,20.1936,49.5278,10.0968
1,0,1,0,43.9008,2.97585,21.9504
2,0,0,1,25.3565,101.833,2.2156
3,0,0.541557,0.458443,30.8001,3.29924,2.51417
4,0.652654,0.347346,0,21.2173,6.7049,10.6086
5,0.625896,0.202598,0.171505,21.9252,7.8855,10.9626
6,0.498361,0.271666,0.229973,21.6314,6.70162,10.8157
7,0.440677,0.142644,0.416679,28.4609,4.95033,2.59364
8,0.478296,0.282532,0.239172,21.1282,8.60879,10.5641
9,0.471259,0.286343,0.242398,21.5872,6.90449,10.7936
10,0.477902,0.282746,0.239352,22.5537,6.97173,11.2769
11,0.518829,0.260581,0.220589,21.8472,6.77146,10.9236
12,0.487644,0.27747,0.234886,21.1354,6.90847,10.5677
13,0.461627,0.291559,0.246813,26.8607,4.46051,3.22627
14,0.716154,0.153719,0.130127,21.6407,7.79882,10.8203
15,0.486168,0.278269,0.235563,26.3432,4.75812,2.90587
16,0.459817,0.29254,0.247643,21.9523,6.71515,10.9761
17,0.49162,0.275317,0.233064,25.6594,6.98806,3.51462
18,0.734876,0.14358,0.121544,21.264,7.71741,10.632
19,0.47053,0.286738,0.242732,25.5223,5.46599,2.98376
20,0.744978,0.138109,0.116913,24.2607,11.7971,3.57276
21,0.75929,0.130358,0.110352,21.2913,8.33682,10.6456
22,0.475825,0.283871,0.240305,21.2996,7.19993,10.6498
23,0.468371,0.287907,0.243722,21.4434,7.19741,10.7217
24,0.474112,0.284798,0.24109,26.2118,5.39472,2.68215
25,0.739699,0.140968,0.119333,21.534,7.54287,10.767
26,0.480125,0.281542,0.238333,21.5982,7.08,10.7991
27,0.479559,0.281849,0.238593,21.4929,6.96106,10.7464
28,0.47447,0.284605,0.240926,25.364,7.14891,3.15264
29,0.758748,0.130652,0.1106,21.3495,6.9194,10.6747
30,0.468412,0.287885,0.243703,25.058,6.20381,3.06572
31,0.654537,0.0539268,0.291536,21.1642,8.40235,10.5821
32,0.772966,0.122952,0.104082,22.2185,6.98369,11.1093
33,0.504599,0.268288,0.227113,21.1997,6.76305,10.5999
34,0.461341,0.291715,0.246945,21.1936,6.75509,10.5968
