Parent Map for Subproblem Tree 292
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 14088 (1.42239, 14.2195)
    4 (2.43139, 12.8304) -> 48079 (2.01045, 12.9548)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 89850 (2.62984, 16.2038)
    7 (3.42254, 12.6977) -> 95460 (3.21597, 12.7544)
    8 (4.25275, 12.1402) -> 97404 (3.69327, 12.5682)
    9 (5.01553, 11.4936) -> 95026 (4.23921, 11.9108)
    10 (5.88125, 10.993) -> 89242 (5.47498, 11.2465)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 85593 (6.11925, 10.6252)
    13 (6.35848, 9.29835) -> 60012 (5.96069, 9.62594)
    14 (3.87009, 18.3683) -> 58867 (3.74654, 18.2394)
    15 (7.31019, 8.99137) -> 85157 (6.64722, 9.54508)
    16 (5.94096, 8.38968) -> 80494 (5.37239, 9.14521)
    17 (8.18435, 9.47701) -> 87068 (7.50117, 9.86283)
    18 (5.36305, 7.57358) -> 65867 (4.82943, 8.41618)
    19 (5.9977, 6.80077) -> 61811 (5.46826, 7.51016)
    20 (6.80764, 6.21427) -> 68012 (6.68525, 6.38201)
    21 (9.1307, 9.15388) -> 72812 (8.46272, 9.23533)
    22 (4.76416, 18.8162) -> 64311 (4.30481, 18.3931)
    23 (5.69441, 19.1831) -> 62211 (4.92054, 18.6625)
    24 (6.67292, 19.3893) -> 82266 (5.89434, 18.9289)
    25 (9.95619, 9.71831) -> 88037 (9.02493, 9.38371)
    26 (4.63451, 6.88857) -> 45124 (4.21845, 7.74087)
    27 (7.49914, 5.49189) -> 58402 (6.9334, 6.07506)
    28 (8.14289, 4.72666) -> 62154 (7.6548, 5.21886)
    29 (6.82033, 20.3784) -> 86627 (6.34502, 20.0323)
    30 (7.81913, 20.3295) -> 92858 (7.03218, 19.7778)
    31 (7.39661, 5.40002) -> 89798 (6.85459, 5.97404)
    32 (8.78678, 20.5818) -> 87982 (8.50684, 20.4423)
    33 (9.18664, 21.4984) -> 89090 (8.80694, 21.1548)
    34 (10.1863, 21.4731) -> 88669 (9.39627, 20.9425)
    35 (4.07631, 6.05887) -> 81844 (3.85679, 6.55503)
    36 (10.9503, 9.61043) -> 67283 (10.7157, 9.32242)
    37 (8.61783, 22.3209) -> 99918 (7.87716, 21.7538)
    38 (3.69654, 5.13379) -> 80226 (3.54893, 5.71485)
    39 (7.80922, 3.78397) -> 97121 (7.49656, 4.16161)
    40 (7.93708, 23.0534) -> 63541 (7.25845, 22.4423)
    41 (7.04394, 3.14027) -> 78237 (6.62624, 3.76055)
    42 (8.71414, 3.35838) -> 76269 (8.12423, 4.0333)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 89630 (9.28274, 3.37822)
    45 (10.6538, 3.14804) -> 76236 (10.1776, 3.58031)
