Parent Map for Subproblem Tree 117
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 77522 (2.01654, 15.2754)
    3 (1.77697, 13.5866) -> 63890 (1.49209, 14.0565)
    4 (2.43139, 12.8304) -> 62346 (2.07122, 13.2773)
    5 (2.38414, 16.3748) -> 90406 (2.09891, 16.1286)
    6 (3.33107, 16.6962) -> 59575 (3.15785, 16.6071)
    7 (3.42254, 12.6977) -> 51989 (2.81165, 13.1513)
    8 (4.25275, 12.1402) -> 59718 (3.48511, 12.6699)
    9 (5.01553, 11.4936) -> 87340 (4.14947, 11.9431)
    10 (5.88125, 10.993) -> 13028 (5.01582, 11.2797)
    11 (3.14571, 17.6789) -> 88317 (2.98217, 17.5325)
    12 (6.57651, 10.2743) -> 59106 (6.14603, 10.3176)
    13 (6.35848, 9.29835) -> 80189 (5.90283, 9.41847)
    14 (3.87009, 18.3683) -> 64426 (3.29078, 17.9087)
    15 (7.31019, 8.99137) -> 85699 (6.85212, 9.04899)
    16 (5.94096, 8.38968) -> 68851 (5.74784, 8.45576)
    17 (8.18435, 9.47701) -> 75890 (7.22982, 9.26504)
    18 (5.36305, 7.57358) -> 84417 (4.90253, 7.85812)
    19 (5.9977, 6.80077) -> 83553 (5.50272, 7.07336)
    20 (6.80764, 6.21427) -> 81235 (5.9376, 6.68527)
    21 (9.1307, 9.15388) -> 96159 (9.07685, 9.12128)
    22 (4.76416, 18.8162) -> 83533 (4.58111, 18.7031)
    23 (5.69441, 19.1831) -> 81951 (5.37298, 19.0539)
    24 (6.67292, 19.3893) -> 67821 (6.22096, 19.2597)
    25 (9.95619, 9.71831) -> 67399 (9.61877, 9.26116)
    26 (4.63451, 6.88857) -> 92404 (3.97423, 7.55331)
    27 (7.49914, 5.49189) -> 49380 (6.7583, 5.85086)
    28 (8.14289, 4.72666) -> 55265 (8.0386, 4.77809)
    29 (6.82033, 20.3784) -> 99158 (6.58172, 20.2771)
    30 (7.81913, 20.3295) -> 97019 (7.37087, 20.2623)
    31 (7.39661, 5.40002) -> 95908 (7.18781, 5.51187)
    32 (8.78678, 20.5818) -> 91557 (8.57214, 20.5927)
    33 (9.18664, 21.4984) -> 67517 (8.63605, 21.3837)
    34 (10.1863, 21.4731) -> 77688 (9.84087, 21.4573)
    35 (4.07631, 6.05887) -> 95802 (3.92546, 6.27174)
    36 (10.9503, 9.61043) -> 64356 (10.8061, 9.15966)
    37 (8.61783, 22.3209) -> 96057 (8.36248, 22.1745)
    38 (3.69654, 5.13379) -> 98767 (3.49085, 5.40007)
    39 (7.80922, 3.78397) -> 90226 (7.34495, 4.07475)
    40 (7.93708, 23.0534) -> 94512 (7.41023, 22.803)
    41 (7.04394, 3.14027) -> 85033 (6.56557, 3.52817)
    42 (8.71414, 3.35838) -> 86328 (7.99091, 3.76325)
    43 (1.58388, 16.9744) -> 67082 (1.35642, 16.3281)
    44 (9.66024, 3.0345) -> 96462 (9.05845, 3.31907)
    45 (10.6538, 3.14804) -> 90488 (10.1768, 3.3367)
    46 (3.28542, 6.67084) -> 99257 (2.74706, 7.49041)
    47 (10.7667, 2.15443) -> 96366 (10.2837, 2.36441)
    48 (6.15271, 21.1229) -> 90832 (5.81009, 20.9586)
    49 (2.86648, 6.17998) -> 96584 (2.75192, 6.3796)
    50 (3.11221, 4.32227) -> 61595 (2.9697, 4.60742)
    51 (11.0942, 21.8924) -> 92946 (10.123, 21.8358)
    52 (11.9186, 22.4583) -> 97947 (11.0855, 22.4406)
    53 (12.9001, 22.65) -> 95629 (12.1477, 22.6111)
    54 (11.6793, 8.9259) -> 98052 (11.4463, 8.50298)
    55 (6.05, 11.5469) -> 67694 (5.85627, 11.5885)
    56 (1.00313, 13.712) -> 1759 (1.00135, 14.4998)
    57 (8.22786, 24.0102) -> 78344 (7.4218, 23.5069)
    58 (10.5956, 1.16918) -> 85586 (10.2335, 1.34951)
    59 (13.8031, 22.2204) -> 99668 (13.5055, 22.2472)
    60 (14.4847, 22.9522) -> 98809 (13.5114, 22.99)
    61 (11.6535, 3.17285) -> 94059 (11.0616, 3.32979)
    62 (3.67616, 13.665) -> 28678 (2.87612, 14.0232)
    63 (8.35492, 25.0021) -> 91624 (7.59694, 24.48)
    64 (2.68558, 3.41784) -> 98074 (2.50171, 3.91542)
    65 (3.25661, 19.158) -> 31607 (3.23099, 19.1192)
    66 (12.4307, 3.8021) -> 95282 (11.7088, 3.91273)
    67 (13.3889, 4.08809) -> 70446 (12.4507, 4.09906)
    68 (14.1028, 3.38786) -> 92515 (13.7286, 3.47329)
    69 (6.0573, 19.9184) -> 66129 (5.46661, 19.6028)
    70 (13.2554, 2.85691) -> 92160 (12.6421, 3.00551)
    71 (9.73443, 0.660932) -> 33993 (9.66885, 0.712183)
    72 (10.7698, 22.8383) -> 79255 (10.1297, 22.6941)
    73 (15.3828, 22.5123) -> 91509 (14.4426, 22.5837)
    74 (13.6523, 1.93905) -> 97302 (13.1544, 2.11715)
    75 (3.42226, 19.4961) -> 32079 (2.95313, 18.9388)
    76 (8.68381, 25.9464) -> 88611 (8.51389, 25.8336)
    77 (10.3427, 9.8233) -> 84306 (10.3067, 9.64511)
    78 (9.66952, 25.778) -> 71617 (8.9666, 25.3028)
    79 (5.57294, 21.9377) -> 28420 (4.91276, 21.4064)
    80 (2.80933, 12.653) -> 60216 (2.39453, 13.0836)
    81 (10.2446, 26.596) -> 97018 (9.87948, 26.3316)
    82 (11.292, 23.2126) -> 96415 (11.3056, 23.1832)
    83 (12.5143, 9.47625) -> 79810 (12.3758, 8.83884)
    84 (13.512, 9.54389) -> 78136 (13.3829, 8.9672)
    85 (3.86013, 14.6256) -> 75601 (2.97483, 14.7544)
    86 (14.316, 1.19106) -> 99584 (13.6514, 1.55584)
    87 (7.85475, 26.5056) -> 93881 (7.41747, 26.0581)
    88 (14.7182, 0.275515) -> 95835 (13.8498, 0.741476)
    89 (8.0737, 9.20775) -> 94777 (7.43061, 9.09801)
    90 (1.84014, 12.024) -> 14293 (1.6917, 12.3967)
    91 (16.1086, 21.8245) -> 93667 (15.8364, 21.8638)
    92 (7.27953, 25.7554) -> 98226 (7.04286, 25.557)
    93 (6.15603, 2.68025) -> 94003 (6.00019, 2.87676)
    94 (6.49434, 4.96886) -> 77915 (6.07977, 5.24781)
    95 (11.239, 26.7022) -> 87679 (11.1666, 26.6624)
    96 (10.6933, 1.85457) -> 86636 (10.1656, 2.13857)
    97 (14.5579, 1.25719) -> 99584 (13.6514, 1.55584)
    98 (16.9871, 22.3023) -> 97453 (16.2575, 22.3812)
    99 (0.721119, 13.8969) -> 82388 (0.79383, 14.2195)
    100 (13.7522, 0.0173115) -> 94521 (13.4405, 0.129614)
    101 (7.07875, 7.1643) -> 91570 (6.22468, 7.46335)
    102 (4.60877, 22.203) -> 66733 (4.39486, 21.9809)
    103 (6.29876, 25.9505) -> 72904 (5.97388, 25.5587)
    104 (13.0549, 1.66753) -> 91237 (12.1067, 1.98099)
    105 (1.89538, 6.38818) -> 78692 (1.72421, 6.86966)
    106 (14.4559, 9.87405) -> 95425 (14.3093, 9.02985)
    107 (17.9667, 22.1012) -> 89904 (17.0158, 22.2571)
    108 (14.1522, 2.58869) -> 90276 (13.7872, 2.67165)
    109 (15.7182, 0.28235) -> 78760 (15.0469, 0.601838)
    110 (12.5601, 21.8169) -> 89692 (11.8242, 21.8879)
    111 (4.4585, 12.5899) -> 37209 (4.03049, 12.7966)
    112 (2.5998, 20.0649) -> 89929 (2.18733, 19.2471)
    113 (15.1184, 9.53877) -> 84670 (15.1038, 9.47465)
    114 (16.0805, 20.8249) -> 77747 (15.5428, 20.9911)
    115 (18.5406, 21.2824) -> 73470 (17.9242, 21.3963)
    116 (15.9732, 9.01985) -> 88072 (15.7001, 8.71387)
    117 (15.1025, 3.36289) -> 77261 (14.5811, 3.43404)
