Parent Map for Subproblem Tree 143
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 63890 (1.49209, 14.0565)
    4 (2.43139, 12.8304) -> 94255 (2.09155, 13.1401)
    5 (2.38414, 16.3748) -> 90406 (2.09891, 16.1286)
    6 (3.33107, 16.6962) -> 59575 (3.15785, 16.6071)
    7 (3.42254, 12.6977) -> 89162 (2.7727, 12.994)
    8 (4.25275, 12.1402) -> 59718 (3.48511, 12.6699)
    9 (5.01553, 11.4936) -> 86917 (4.71235, 11.7427)
    10 (5.88125, 10.993) -> 76652 (5.19152, 11.2724)
    11 (3.14571, 17.6789) -> 79589 (2.80286, 17.3407)
    12 (6.57651, 10.2743) -> 26341 (6.03015, 10.3833)
    13 (6.35848, 9.29835) -> 80189 (5.90283, 9.41847)
    14 (3.87009, 18.3683) -> 68137 (3.46305, 18.0111)
    15 (7.31019, 8.99137) -> 88400 (6.34385, 9.14001)
    16 (5.94096, 8.38968) -> 20546 (5.70645, 8.47804)
    17 (8.18435, 9.47701) -> 88291 (7.3949, 9.37262)
    18 (5.36305, 7.57358) -> 77159 (5.31144, 7.61371)
    19 (5.9977, 6.80077) -> 88381 (5.18778, 7.37472)
    20 (6.80764, 6.21427) -> 84576 (6.57578, 6.34285)
    21 (9.1307, 9.15388) -> 96159 (9.07685, 9.12128)
    22 (4.76416, 18.8162) -> 95543 (4.03367, 18.284)
    23 (5.69441, 19.1831) -> 36178 (5.15694, 18.9113)
    24 (6.67292, 19.3893) -> 95390 (6.0355, 19.1478)
    25 (9.95619, 9.71831) -> 83501 (9.56627, 9.25641)
    26 (4.63451, 6.88857) -> 97549 (4.16395, 7.43481)
    27 (7.49914, 5.49189) -> 90203 (6.95193, 5.79405)
    28 (8.14289, 4.72666) -> 92241 (7.33525, 5.18763)
    29 (6.82033, 20.3784) -> 99158 (6.58172, 20.2771)
    30 (7.81913, 20.3295) -> 38928 (6.93392, 20.0603)
    31 (7.39661, 5.40002) -> 87804 (7.06468, 5.53248)
    32 (8.78678, 20.5818) -> 75364 (8.37341, 20.4982)
    33 (9.18664, 21.4984) -> 68798 (8.35907, 21.2933)
    34 (10.1863, 21.4731) -> 93956 (9.56527, 21.3935)
    35 (4.07631, 6.05887) -> 74532 (3.62712, 6.69435)
    36 (10.9503, 9.61043) -> 71285 (10.532, 8.78626)
    37 (8.61783, 22.3209) -> 79911 (7.686, 21.9603)
    38 (3.69654, 5.13379) -> 69239 (3.59473, 5.36173)
    39 (7.80922, 3.78397) -> 40477 (7.07181, 4.31588)
    40 (7.93708, 23.0534) -> 16646 (7.10076, 22.5323)
    41 (7.04394, 3.14027) -> 96005 (6.47334, 3.83355)
    42 (8.71414, 3.35838) -> 94226 (8.19923, 3.67565)
    43 (1.58388, 16.9744) -> 67082 (1.35642, 16.3281)
    44 (9.66024, 3.0345) -> 95808 (9.21451, 3.35555)
    45 (10.6538, 3.14804) -> 97919 (10.2353, 3.3295)
