Parent Map for Subproblem Tree 141
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 36067 (1.3331, 14.3607)
    4 (2.43139, 12.8304) -> 86027 (2.03553, 13.0104)
    5 (2.38414, 16.3748) -> 90406 (2.09891, 16.1286)
    6 (3.33107, 16.6962) -> 59575 (3.15785, 16.6071)
    7 (3.42254, 12.6977) -> 32046 (3.22675, 12.7735)
    8 (4.25275, 12.1402) -> 78662 (3.75901, 12.4026)
    9 (5.01553, 11.4936) -> 64693 (4.28971, 12.0005)
    10 (5.88125, 10.993) -> 84144 (5.21336, 11.3114)
    11 (3.14571, 17.6789) -> 87049 (2.7363, 17.2813)
    12 (6.57651, 10.2743) -> 89737 (6.26046, 10.3567)
    13 (6.35848, 9.29835) -> 89432 (5.63536, 9.49639)
    14 (3.87009, 18.3683) -> 68137 (3.46305, 18.0111)
    15 (7.31019, 8.99137) -> 88400 (6.34385, 9.14001)
    16 (5.94096, 8.38968) -> 51968 (5.41443, 8.67172)
    17 (8.18435, 9.47701) -> 88291 (7.3949, 9.37262)
    18 (5.36305, 7.57358) -> 77159 (5.31144, 7.61371)
    19 (5.9977, 6.80077) -> 88381 (5.18778, 7.37472)
    20 (6.80764, 6.21427) -> 85141 (6.40377, 6.43537)
    21 (9.1307, 9.15388) -> 96159 (9.07685, 9.12128)
    22 (4.76416, 18.8162) -> 83533 (4.58111, 18.7031)
    23 (5.69441, 19.1831) -> 12113 (4.945, 18.7984)
    24 (6.67292, 19.3893) -> 81984 (6.30944, 19.2822)
    25 (9.95619, 9.71831) -> 83501 (9.56627, 9.25641)
    26 (4.63451, 6.88857) -> 92404 (3.97423, 7.55331)
    27 (7.49914, 5.49189) -> 90203 (6.95193, 5.79405)
    28 (8.14289, 4.72666) -> 92241 (7.33525, 5.18763)
    29 (6.82033, 20.3784) -> 65799 (6.38084, 20.1592)
    30 (7.81913, 20.3295) -> 67403 (7.01281, 20.1202)
    31 (7.39661, 5.40002) -> 93492 (7.1901, 5.46432)
    32 (8.78678, 20.5818) -> 13107 (7.94723, 20.4214)
    33 (9.18664, 21.4984) -> 68798 (8.35907, 21.2933)
    34 (10.1863, 21.4731) -> 73335 (9.63002, 21.3798)
    35 (4.07631, 6.05887) -> 74532 (3.62712, 6.69435)
    36 (10.9503, 9.61043) -> 77640 (10.6855, 9.06313)
    37 (8.61783, 22.3209) -> 89294 (7.86634, 21.9908)
    38 (3.69654, 5.13379) -> 99504 (3.2569, 6.01015)
    39 (7.80922, 3.78397) -> 82634 (7.45654, 4.05364)
    40 (7.93708, 23.0534) -> 16646 (7.10076, 22.5323)
    41 (7.04394, 3.14027) -> 80827 (6.475, 3.68316)
    42 (8.71414, 3.35838) -> 98248 (8.12424, 3.8158)
    43 (1.58388, 16.9744) -> 67082 (1.35642, 16.3281)
    44 (9.66024, 3.0345) -> 95808 (9.21451, 3.35555)
    45 (10.6538, 3.14804) -> 97919 (10.2353, 3.3295)
