Parent Map for Subproblem Tree 261
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 36067 (1.3331, 14.3607)
    4 (2.43139, 12.8304) -> 87851 (2.0151, 13.0748)
    5 (2.38414, 16.3748) -> 25120 (1.7321, 15.7547)
    6 (3.33107, 16.6962) -> 57204 (2.81883, 16.3696)
    7 (3.42254, 12.6977) -> 89162 (2.7727, 12.994)
    8 (4.25275, 12.1402) -> 97404 (3.69327, 12.5682)
    9 (5.01553, 11.4936) -> 94089 (4.2362, 12.112)
    10 (5.88125, 10.993) -> 82679 (5.75515, 11.0761)
    11 (3.14571, 17.6789) -> 33484 (2.50923, 16.9906)
    12 (6.57651, 10.2743) -> 89737 (6.26046, 10.3567)
    13 (6.35848, 9.29835) -> 72600 (6.04478, 9.44757)
    14 (3.87009, 18.3683) -> 54961 (3.23564, 17.7466)
    15 (7.31019, 8.99137) -> 99768 (6.74312, 9.13304)
    16 (5.94096, 8.38968) -> 95074 (5.32892, 8.81024)
    17 (8.18435, 9.47701) -> 41204 (7.49143, 9.497)
    18 (5.36305, 7.57358) -> 88171 (4.76196, 8.16606)
    19 (5.9977, 6.80077) -> 90268 (5.30038, 7.46966)
    20 (6.80764, 6.21427) -> 78191 (6.80401, 6.27333)
    21 (9.1307, 9.15388) -> 74773 (8.62561, 9.05051)
    22 (4.76416, 18.8162) -> 90487 (4.26405, 18.434)
    23 (5.69441, 19.1831) -> 28003 (5.07597, 18.7965)
    24 (6.67292, 19.3893) -> 87880 (6.32695, 19.2657)
    25 (9.95619, 9.71831) -> 82848 (9.41001, 9.28546)
    26 (4.63451, 6.88857) -> 61058 (4.52292, 7.0388)
    27 (7.49914, 5.49189) -> 73923 (7.05944, 5.78706)
    28 (8.14289, 4.72666) -> 96253 (7.5286, 5.18201)
    29 (6.82033, 20.3784) -> 81303 (6.41766, 20.1434)
    30 (7.81913, 20.3295) -> 78113 (7.56818, 20.2245)
    31 (7.39661, 5.40002) -> 90203 (6.95193, 5.79405)
    32 (8.78678, 20.5818) -> 58229 (8.04129, 20.3368)
    33 (9.18664, 21.4984) -> 84536 (8.61299, 21.272)
    34 (10.1863, 21.4731) -> 90823 (10.1393, 21.4505)
    35 (4.07631, 6.05887) -> 68777 (3.90474, 6.36082)
    36 (10.9503, 9.61043) -> 30813 (10.5344, 9.04914)
    37 (8.61783, 22.3209) -> 96057 (8.36248, 22.1745)
    38 (3.69654, 5.13379) -> 86307 (3.37124, 5.94972)
    39 (7.80922, 3.78397) -> 99195 (7.79972, 3.83454)
    40 (7.93708, 23.0534) -> 99176 (7.36767, 22.5965)
    41 (7.04394, 3.14027) -> 96005 (6.47334, 3.83355)
    42 (8.71414, 3.35838) -> 98248 (8.12424, 3.8158)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 74214 (9.06451, 3.47509)
    45 (10.6538, 3.14804) -> 66758 (10.1067, 3.52035)
