Parent Map for Subproblem Tree 1
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 14088 (1.42239, 14.2195)
    4 (2.43139, 12.8304) -> 72240 (2.02165, 12.8078)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 72879 (3.01601, 16.4624)
    7 (3.42254, 12.6977) -> 85489 (3.16915, 12.7063)
    8 (4.25275, 12.1402) -> 96367 (3.38075, 12.2178)
    9 (5.01553, 11.4936) -> 88793 (4.08946, 11.7714)
    10 (5.88125, 10.993) -> 76049 (5.10438, 11.1505)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 75213 (6.08973, 10.3132)
    13 (6.35848, 9.29835) -> 89812 (5.57412, 9.47596)
    14 (3.87009, 18.3683) -> 58867 (3.74654, 18.2394)
    15 (7.31019, 8.99137) -> 85699 (6.85212, 9.04899)
    16 (5.94096, 8.38968) -> 95074 (5.32892, 8.81024)
    17 (8.18435, 9.47701) -> 72640 (7.82887, 9.39427)
    18 (5.36305, 7.57358) -> 84489 (4.93508, 7.94238)
    19 (5.9977, 6.80077) -> 88381 (5.18778, 7.37472)
    20 (6.80764, 6.21427) -> 81235 (5.9376, 6.68527)
    21 (9.1307, 9.15388) -> 96159 (9.07685, 9.12128)
    22 (4.76416, 18.8162) -> 58442 (4.60359, 18.6704)
    23 (5.69441, 19.1831) -> 75066 (5.28542, 18.8515)
    24 (6.67292, 19.3893) -> 53543 (6.16025, 19.0433)
    25 (9.95619, 9.71831) -> 91784 (9.85925, 9.58605)
    26 (4.63451, 6.88857) -> 92404 (3.97423, 7.55331)
    27 (7.49914, 5.49189) -> 90203 (6.95193, 5.79405)
    28 (8.14289, 4.72666) -> 92241 (7.33525, 5.18763)
    29 (6.82033, 20.3784) -> 69407 (6.29443, 19.9471)
    30 (7.81913, 20.3295) -> 92858 (7.03218, 19.7778)
    31 (7.39661, 5.40002) -> 95908 (7.18781, 5.51187)
    32 (8.78678, 20.5818) -> 70573 (7.97815, 20.0578)
    33 (9.18664, 21.4984) -> 89090 (8.80694, 21.1548)
    34 (10.1863, 21.4731) -> 92888 (10.149, 21.3948)
    35 (4.07631, 6.05887) -> 95802 (3.92546, 6.27174)
    36 (10.9503, 9.61043) -> 76970 (10.6251, 9.02135)
    37 (8.61783, 22.3209) -> 67995 (8.00699, 21.7752)
    38 (3.69654, 5.13379) -> 99504 (3.2569, 6.01015)
    39 (7.80922, 3.78397) -> 87990 (7.028, 4.33282)
    40 (7.93708, 23.0534) -> 90185 (7.30981, 22.3183)
    41 (7.04394, 3.14027) -> 96005 (6.47334, 3.83355)
    42 (8.71414, 3.35838) -> 96753 (7.88971, 3.8582)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 72102 (8.85354, 3.58146)
    45 (10.6538, 3.14804) -> 97919 (10.2353, 3.3295)
