Parent Map for Subproblem Tree 214
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 36067 (1.3331, 14.3607)
    4 (2.43139, 12.8304) -> 88289 (2.09431, 12.9965)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 79285 (2.58455, 16.1976)
    7 (3.42254, 12.6977) -> 95460 (3.21597, 12.7544)
    8 (4.25275, 12.1402) -> 97404 (3.69327, 12.5682)
    9 (5.01553, 11.4936) -> 95026 (4.23921, 11.9108)
    10 (5.88125, 10.993) -> 89242 (5.47498, 11.2465)
    11 (3.14571, 17.6789) -> 55087 (2.85912, 17.3915)
    12 (6.57651, 10.2743) -> 56029 (5.83635, 10.6215)
    13 (6.35848, 9.29835) -> 72600 (6.04478, 9.44757)
    14 (3.87009, 18.3683) -> 58867 (3.74654, 18.2394)
    15 (7.31019, 8.99137) -> 99768 (6.74312, 9.13304)
    16 (5.94096, 8.38968) -> 95074 (5.32892, 8.81024)
    17 (8.18435, 9.47701) -> 95580 (8.13825, 9.47806)
    18 (5.36305, 7.57358) -> 92571 (4.77124, 8.12497)
    19 (5.9977, 6.80077) -> 75867 (5.78901, 6.98926)
    20 (6.80764, 6.21427) -> 66641 (6.34921, 6.57514)
    21 (9.1307, 9.15388) -> 96159 (9.07685, 9.12128)
    22 (4.76416, 18.8162) -> 95543 (4.03367, 18.284)
    23 (5.69441, 19.1831) -> 99202 (5.03215, 18.8036)
    24 (6.67292, 19.3893) -> 36242 (5.77699, 19.0208)
    25 (9.95619, 9.71831) -> 91784 (9.85925, 9.58605)
    26 (4.63451, 6.88857) -> 97549 (4.16395, 7.43481)
    27 (7.49914, 5.49189) -> 90203 (6.95193, 5.79405)
    28 (8.14289, 4.72666) -> 96253 (7.5286, 5.18201)
    29 (6.82033, 20.3784) -> 71614 (5.97054, 19.9299)
    30 (7.81913, 20.3295) -> 78113 (7.56818, 20.2245)
    31 (7.39661, 5.40002) -> 97189 (6.65799, 5.9886)
    32 (8.78678, 20.5818) -> 93894 (7.97472, 20.3648)
    33 (9.18664, 21.4984) -> 99483 (8.40044, 21.2191)
    34 (10.1863, 21.4731) -> 90823 (10.1393, 21.4505)
    35 (4.07631, 6.05887) -> 74912 (3.57599, 6.86928)
    36 (10.9503, 9.61043) -> 69952 (10.8594, 9.42246)
    37 (8.61783, 22.3209) -> 96057 (8.36248, 22.1745)
    38 (3.69654, 5.13379) -> 99504 (3.2569, 6.01015)
    39 (7.80922, 3.78397) -> 91078 (7.42429, 4.19797)
    40 (7.93708, 23.0534) -> 89932 (7.48698, 22.7369)
    41 (7.04394, 3.14027) -> 96005 (6.47334, 3.83355)
    42 (8.71414, 3.35838) -> 98248 (8.12424, 3.8158)
    43 (1.58388, 16.9744) -> 52484 (1.47241, 16.644)
    44 (9.66024, 3.0345) -> 74214 (9.06451, 3.47509)
    45 (10.6538, 3.14804) -> 96941 (10.3224, 3.38149)
