Parent Map for Subproblem Tree 371
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 14088 (1.42239, 14.2195)
    4 (2.43139, 12.8304) -> 94255 (2.09155, 13.1401)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 79285 (2.58455, 16.1976)
    7 (3.42254, 12.6977) -> 89162 (2.7727, 12.994)
    8 (4.25275, 12.1402) -> 59718 (3.48511, 12.6699)
    9 (5.01553, 11.4936) -> 94089 (4.2362, 12.112)
    10 (5.88125, 10.993) -> 82679 (5.75515, 11.0761)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 85593 (6.11925, 10.6252)
    13 (6.35848, 9.29835) -> 78980 (5.96048, 9.58076)
    14 (3.87009, 18.3683) -> 47900 (3.30841, 17.8019)
    15 (7.31019, 8.99137) -> 93762 (6.64425, 9.32821)
    16 (5.94096, 8.38968) -> 85826 (5.6072, 8.69508)
    17 (8.18435, 9.47701) -> 86464 (7.73855, 9.57899)
    18 (5.36305, 7.57358) -> 77159 (5.31144, 7.61371)
    19 (5.9977, 6.80077) -> 90111 (5.88755, 7.05376)
    20 (6.80764, 6.21427) -> 54840 (6.1897, 6.86149)
    21 (9.1307, 9.15388) -> 71433 (8.83992, 9.13348)
    22 (4.76416, 18.8162) -> 64311 (4.30481, 18.3931)
    23 (5.69441, 19.1831) -> 67107 (4.89427, 18.5921)
    24 (6.67292, 19.3893) -> 91221 (5.93724, 18.9804)
    25 (9.95619, 9.71831) -> 35103 (9.2557, 9.38792)
    26 (4.63451, 6.88857) -> 47721 (4.36385, 7.3)
    27 (7.49914, 5.49189) -> 75616 (7.11795, 5.93682)
    28 (8.14289, 4.72666) -> 63822 (8.0718, 4.77469)
    29 (6.82033, 20.3784) -> 86627 (6.34502, 20.0323)
    30 (7.81913, 20.3295) -> 92858 (7.03218, 19.7778)
    31 (7.39661, 5.40002) -> 89798 (6.85459, 5.97404)
    32 (8.78678, 20.5818) -> 99060 (7.983, 20.175)
    33 (9.18664, 21.4984) -> 99310 (8.8426, 21.1557)
    34 (10.1863, 21.4731) -> 97748 (9.69019, 21.2033)
    35 (4.07631, 6.05887) -> 81844 (3.85679, 6.55503)
    36 (10.9503, 9.61043) -> 79462 (10.66, 9.32162)
    37 (8.61783, 22.3209) -> 89772 (7.98505, 21.8896)
    38 (3.69654, 5.13379) -> 86307 (3.37124, 5.94972)
    39 (7.80922, 3.78397) -> 99195 (7.79972, 3.83454)
    40 (7.93708, 23.0534) -> 99635 (7.37521, 22.5053)
    41 (7.04394, 3.14027) -> 95436 (6.8382, 3.61305)
    42 (8.71414, 3.35838) -> 70275 (8.63413, 3.4337)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 89630 (9.28274, 3.37822)
    45 (10.6538, 3.14804) -> 96941 (10.3224, 3.38149)
