Parent Map for Subproblem Tree 20
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 36067 (1.3331, 14.3607)
    4 (2.43139, 12.8304) -> 65381 (2.13962, 12.8637)
    5 (2.38414, 16.3748) -> 68175 (1.90335, 15.9419)
    6 (3.33107, 16.6962) -> 85406 (3.22216, 16.6123)
    7 (3.42254, 12.6977) -> 85489 (3.16915, 12.7063)
    8 (4.25275, 12.1402) -> 77611 (3.54951, 12.2302)
    9 (5.01553, 11.4936) -> 96583 (4.38632, 11.5877)
    10 (5.88125, 10.993) -> 79272 (5.71023, 10.9611)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 84813 (6.27887, 10.1939)
    13 (6.35848, 9.29835) -> 30195 (6.01986, 9.24212)
    14 (3.87009, 18.3683) -> 68137 (3.46305, 18.0111)
    15 (7.31019, 8.99137) -> 92184 (6.48566, 8.66703)
    16 (5.94096, 8.38968) -> 85321 (5.06049, 8.33176)
    17 (8.18435, 9.47701) -> 99495 (7.38915, 8.89463)
    18 (5.36305, 7.57358) -> 73576 (5.0379, 7.60033)
    19 (5.9977, 6.80077) -> 83264 (5.60815, 6.83005)
    20 (6.80764, 6.21427) -> 89502 (6.11936, 6.19272)
    21 (9.1307, 9.15388) -> 63269 (8.61093, 8.56285)
    22 (4.76416, 18.8162) -> 95543 (4.03367, 18.284)
    23 (5.69441, 19.1831) -> 99202 (5.03215, 18.8036)
    24 (6.67292, 19.3893) -> 17230 (6.38303, 19.283)
    25 (9.95619, 9.71831) -> 98303 (9.62363, 8.965)
    26 (4.63451, 6.88857) -> 88472 (4.09034, 7.07619)
    27 (7.49914, 5.49189) -> 71040 (7.07961, 5.43256)
    28 (8.14289, 4.72666) -> 93934 (7.30241, 4.55103)
    29 (6.82033, 20.3784) -> 99158 (6.58172, 20.2771)
    30 (7.81913, 20.3295) -> 99255 (7.32312, 20.1658)
    31 (7.39661, 5.40002) -> 99733 (6.68154, 5.29338)
    32 (8.78678, 20.5818) -> 75364 (8.37341, 20.4982)
    33 (9.18664, 21.4984) -> 99483 (8.40044, 21.2191)
    34 (10.1863, 21.4731) -> 90823 (10.1393, 21.4505)
    35 (4.07631, 6.05887) -> 96070 (3.93161, 6.07643)
    36 (10.9503, 9.61043) -> 41989 (10.9487, 9.16338)
    37 (8.61783, 22.3209) -> 60447 (8.07873, 22.0643)
    38 (3.69654, 5.13379) -> 66027 (3.13891, 5.46496)
    39 (7.80922, 3.78397) -> 95455 (7.35635, 3.76705)
    40 (7.93708, 23.0534) -> 89932 (7.48698, 22.7369)
    41 (7.04394, 3.14027) -> 87372 (6.21962, 3.25715)
    42 (8.71414, 3.35838) -> 99693 (7.77333, 3.20539)
    43 (1.58388, 16.9744) -> 67082 (1.35642, 16.3281)
    44 (9.66024, 3.0345) -> 90772 (9.113, 2.87427)
    45 (10.6538, 3.14804) -> 97461 (10.281, 3.04463)
