Parent Map for Subproblem Tree 414
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 14088 (1.42239, 14.2195)
    4 (2.43139, 12.8304) -> 59798 (1.7742, 13.4954)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 89850 (2.62984, 16.2038)
    7 (3.42254, 12.6977) -> 89162 (2.7727, 12.994)
    8 (4.25275, 12.1402) -> 44047 (3.91252, 12.3163)
    9 (5.01553, 11.4936) -> 94089 (4.2362, 12.112)
    10 (5.88125, 10.993) -> 91698 (5.23022, 11.5511)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 73200 (6.05923, 10.635)
    13 (6.35848, 9.29835) -> 78980 (5.96048, 9.58076)
    14 (3.87009, 18.3683) -> 58867 (3.74654, 18.2394)
    15 (7.31019, 8.99137) -> 57067 (6.95955, 9.18436)
    16 (5.94096, 8.38968) -> 86654 (5.48148, 8.92308)
    17 (8.18435, 9.47701) -> 86464 (7.73855, 9.57899)
    18 (5.36305, 7.57358) -> 68477 (5.16446, 7.81699)
    19 (5.9977, 6.80077) -> 61811 (5.46826, 7.51016)
    20 (6.80764, 6.21427) -> 54840 (6.1897, 6.86149)
    21 (9.1307, 9.15388) -> 96159 (9.07685, 9.12128)
    22 (4.76416, 18.8162) -> 64311 (4.30481, 18.3931)
    23 (5.69441, 19.1831) -> 67107 (4.89427, 18.5921)
    24 (6.67292, 19.3893) -> 82266 (5.89434, 18.9289)
    25 (9.95619, 9.71831) -> 82325 (9.35123, 9.47298)
    26 (4.63451, 6.88857) -> 79599 (4.4317, 7.32751)
    27 (7.49914, 5.49189) -> 58402 (6.9334, 6.07506)
    28 (8.14289, 4.72666) -> 89421 (7.55879, 5.38205)
    29 (6.82033, 20.3784) -> 86627 (6.34502, 20.0323)
    30 (7.81913, 20.3295) -> 92858 (7.03218, 19.7778)
    31 (7.39661, 5.40002) -> 90186 (6.71606, 6.12989)
    32 (8.78678, 20.5818) -> 99060 (7.983, 20.175)
    33 (9.18664, 21.4984) -> 99310 (8.8426, 21.1557)
    34 (10.1863, 21.4731) -> 97748 (9.69019, 21.2033)
    35 (4.07631, 6.05887) -> 81844 (3.85679, 6.55503)
    36 (10.9503, 9.61043) -> 94570 (10.112, 9.09157)
    37 (8.61783, 22.3209) -> 99918 (7.87716, 21.7538)
    38 (3.69654, 5.13379) -> 86307 (3.37124, 5.94972)
    39 (7.80922, 3.78397) -> 75928 (7.40179, 4.22543)
    40 (7.93708, 23.0534) -> 63541 (7.25845, 22.4423)
    41 (7.04394, 3.14027) -> 78237 (6.62624, 3.76055)
    42 (8.71414, 3.35838) -> 79019 (8.5307, 3.67654)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 98458 (9.52123, 3.36927)
    45 (10.6538, 3.14804) -> 85493 (10.229, 3.60927)
