Parent Map for Subproblem Tree 30
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 9051 (1.29504, 14.8554)
    2 (2.50184, 15.3817) -> 79673 (2.05836, 15.2965)
    3 (1.77697, 13.5866) -> 57805 (1.70685, 13.6744)
    4 (2.43139, 12.8304) -> 94255 (2.09155, 13.1401)
    5 (2.38414, 16.3748) -> 91888 (1.9102, 16.0439)
    6 (3.33107, 16.6962) -> 53018 (3.15536, 16.6501)
    7 (3.42254, 12.6977) -> 61787 (3.089, 12.8499)
    8 (4.25275, 12.1402) -> 85186 (3.62273, 12.3477)
    9 (5.01553, 11.4936) -> 96583 (4.38632, 11.5877)
    10 (5.88125, 10.993) -> 53897 (5.15823, 10.9289)
    11 (3.14571, 17.6789) -> 75567 (2.71781, 17.4776)
    12 (6.57651, 10.2743) -> 81531 (6.2491, 10.1443)
    13 (6.35848, 9.29835) -> 91783 (6.27853, 9.26602)
    14 (3.87009, 18.3683) -> 63038 (3.10005, 18.1253)
    15 (7.31019, 8.99137) -> 66296 (6.87922, 8.68751)
    16 (5.94096, 8.38968) -> 94611 (5.83256, 8.35152)
    17 (8.18435, 9.47701) -> 99471 (7.82899, 9.10427)
    18 (5.36305, 7.57358) -> 50038 (5.02533, 7.49947)
    19 (5.9977, 6.80077) -> 57246 (5.682, 6.70221)
    20 (6.80764, 6.21427) -> 66284 (6.35783, 6.00891)
    21 (9.1307, 9.15388) -> 77626 (8.65366, 8.36713)
    22 (4.76416, 18.8162) -> 24511 (3.8478, 18.6879)
    23 (5.69441, 19.1831) -> 75379 (4.98121, 19.2914)
    24 (6.67292, 19.3893) -> 67261 (6.11064, 19.613)
    25 (9.95619, 9.71831) -> 22514 (9.66357, 8.84051)
    26 (4.63451, 6.88857) -> 82762 (4.04572, 6.87277)
    27 (7.49914, 5.49189) -> 38885 (7.32992, 5.35651)
    28 (8.14289, 4.72666) -> 88959 (8.00291, 4.60799)
    29 (6.82033, 20.3784) -> 43259 (6.2606, 20.6096)
    30 (7.81913, 20.3295) -> 28124 (7.23118, 20.7389)
    31 (7.39661, 5.40002) -> 64281 (7.32743, 5.34592)
    32 (8.78678, 20.5818) -> 84030 (8.57593, 20.8132)
    33 (9.18664, 21.4984) -> 67982 (8.89695, 21.8012)
    34 (10.1863, 21.4731) -> 42030 (9.708, 22.1522)
    35 (4.07631, 6.05887) -> 96070 (3.93161, 6.07643)
    36 (10.9503, 9.61043) -> 37357 (10.9544, 8.64635)
    37 (8.61783, 22.3209) -> 24182 (8.46518, 22.4393)
    38 (3.69654, 5.13379) -> 86600 (3.01305, 5.30161)
    39 (7.80922, 3.78397) -> 77084 (7.62583, 3.67743)
    40 (7.93708, 23.0534) -> 43803 (7.36374, 23.3462)
    41 (7.04394, 3.14027) -> 46602 (6.56247, 2.94999)
    42 (8.71414, 3.35838) -> 84282 (8.39959, 3.10146)
    43 (1.58388, 16.9744) -> 58670 (1.3404, 16.5051)
    44 (9.66024, 3.0345) -> 16695 (9.14518, 2.56982)
    45 (10.6538, 3.14804) -> 31621 (10.4032, 2.79181)
    46 (3.28542, 6.67084) -> 84579 (3.17508, 6.69996)
    47 (10.7667, 2.15443) -> 59724 (10.6267, 1.96569)
    48 (6.15271, 21.1229) -> 89751 (5.40958, 21.2773)
    49 (2.86648, 6.17998) -> 93671 (2.26058, 6.42008)
    50 (3.11221, 4.32227) -> 88902 (2.94553, 4.38705)
    51 (11.0942, 21.8924) -> 48792 (10.9784, 22.1348)
    52 (11.9186, 22.4583) -> 73793 (11.6926, 22.9709)
    53 (12.9001, 22.65) -> 88710 (12.6384, 23.3305)
    54 (11.6793, 8.9259) -> 56062 (11.778, 8.0844)
    55 (6.05, 11.5469) -> 77982 (5.46171, 11.5094)
    56 (1.00313, 13.712) -> 45928 (0.938868, 14.2359)
    57 (8.22786, 24.0102) -> 76798 (8.00744, 24.1158)
    58 (10.5956, 1.16918) -> 99149 (10.2098, 0.819504)
    59 (13.8031, 22.2204) -> 56681 (13.6766, 22.9686)
    60 (14.4847, 22.9522) -> 76907 (14.4514, 23.2133)
    61 (11.6535, 3.17285) -> 93004 (11.513, 2.8983)
    62 (3.67616, 13.665) -> 27304 (3.31398, 13.8058)
    63 (8.35492, 25.0021) -> 69514 (8.02407, 25.169)
    64 (2.68558, 3.41784) -> 92425 (1.98569, 3.81738)
    65 (3.25661, 19.158) -> 74866 (3.02898, 19.051)
    66 (12.4307, 3.8021) -> 74009 (12.2578, 3.26691)
    67 (13.3889, 4.08809) -> 58745 (13.2216, 3.26593)
    68 (14.1028, 3.38786) -> 14996 (14.0162, 2.90565)
    69 (6.0573, 19.9184) -> 90959 (5.5068, 20.0633)
    70 (13.2554, 2.85691) -> 80311 (13.0183, 2.16994)
    71 (9.73443, 0.660932) -> 85816 (9.241, 0.339733)
    72 (10.7698, 22.8383) -> 25788 (10.5792, 23.1057)
    73 (15.3828, 22.5123) -> 56269 (15.3303, 23.1067)
    74 (13.6523, 1.93905) -> 60543 (13.4015, 1.36232)
    75 (3.42226, 19.4961) -> 58895 (3.13702, 19.4016)
    76 (8.68381, 25.9464) -> 87846 (7.82228, 26.3054)
    77 (10.3427, 9.8233) -> 56853 (10.165, 8.94802)
    78 (9.66952, 25.778) -> 59352 (9.00495, 26.1656)
    79 (5.57294, 21.9377) -> 99097 (5.0924, 21.9688)
    80 (2.80933, 12.653) -> 58650 (2.7824, 12.6734)
    81 (10.2446, 26.596) -> 95116 (10.0315, 26.723)
    82 (11.292, 23.2126) -> 91483 (11.0379, 23.551)
    83 (12.5143, 9.47625) -> 85462 (12.8692, 8.62626)
    84 (13.512, 9.54389) -> 56920 (13.8025, 9.10016)
    85 (3.86013, 14.6256) -> 75601 (2.97483, 14.7544)
    86 (14.316, 1.19106) -> 67748 (14.0501, 0.556752)
    87 (7.85475, 26.5056) -> 92014 (7.07792, 26.6774)
    88 (14.7182, 0.275515) -> 27918 (14.4689, -0.257302)
    89 (8.0737, 9.20775) -> 81062 (7.75937, 8.91047)
    90 (1.84014, 12.024) -> 23903 (1.52178, 12.4735)
    91 (16.1086, 21.8245) -> 40488 (16.1328, 22.2234)
    92 (7.27953, 25.7554) -> 97073 (6.68466, 25.8623)
    93 (6.15603, 2.68025) -> 41210 (5.55061, 2.58947)
    94 (6.49434, 4.96886) -> 69953 (6.17369, 4.82067)
    95 (11.239, 26.7022) -> 85452 (10.9339, 26.949)
    96 (10.6933, 1.85457) -> 77188 (10.2207, 1.36057)
    97 (14.5579, 1.25719) -> 68300 (14.441, 0.940286)
    98 (16.9871, 22.3023) -> 87664 (16.9982, 23.2062)
    99 (0.721119, 13.8969) -> 91656 (0.826028, 14.416)
    100 (13.7522, 0.0173115) -> 98225 (13.6197, -0.183853)
    101 (7.07875, 7.1643) -> 48752 (6.66345, 6.91345)
    102 (4.60877, 22.203) -> 36436 (4.24925, 22.166)
    103 (6.29876, 25.9505) -> 82500 (5.41182, 25.9992)
    104 (13.0549, 1.66753) -> 38293 (12.7575, 1.13412)
    105 (1.89538, 6.38818) -> 92533 (1.75799, 6.49233)
    106 (14.4559, 9.87405) -> 82698 (15.0327, 9.2265)
    107 (17.9667, 22.1012) -> 82537 (17.9759, 22.4002)
    108 (14.1522, 2.58869) -> 84170 (14.1013, 2.38219)
    109 (15.7182, 0.28235) -> 96882 (15.4988, -0.257469)
    110 (12.5601, 21.8169) -> 84863 (12.4854, 22.1095)
    111 (4.4585, 12.5899) -> 94473 (3.61799, 12.8399)
    112 (2.5998, 20.0649) -> 84122 (2.30398, 19.8657)
    113 (15.1184, 9.53877) -> 64764 (15.5805, 9.06491)
    114 (16.0805, 20.8249) -> 73704 (16.1981, 21.538)
    115 (18.5406, 21.2824) -> 25092 (18.6435, 22.0158)
    116 (15.9732, 9.01985) -> 96910 (16.0971, 8.89101)
    117 (15.1025, 3.36289) -> 84135 (15.0315, 2.52344)
    118 (2.28343, 15.7841) -> 57054 (1.63697, 15.4711)
    119 (2.06774, 2.63154) -> 96371 (1.5605, 3.08151)
    120 (16.5718, -0.238591) -> 91085 (16.3269, -0.743138)
    121 (9.09006, 2.21298) -> 50402 (8.7727, 1.97947)
    122 (17.0124, -1.13632) -> 76772 (16.7664, -1.53288)
    123 (1.4499, 1.84524) -> 46734 (1.24954, 2.05693)
    124 (16.7456, 8.38466) -> 43393 (17.206, 7.7412)
    125 (1.07191, 13.8196) -> 96631 (1.01946, 14.1381)
    126 (5.74654, 26.7842) -> 27240 (4.90702, 26.6368)
    127 (1.80135, 7.38374) -> 75825 (1.53586, 7.57658)
    128 (17.6792, 8.02639) -> 86752 (18.108, 7.44021)
    129 (5.1526, 27.5887) -> 79260 (4.77289, 27.5055)
    130 (18.6785, 7.98908) -> 60944 (18.8155, 7.80249)
    131 (11.9941, 21.8121) -> 47952 (11.9378, 21.9764)
    132 (8.46661, 25.9501) -> 28982 (8.05185, 26.1147)
    133 (18.0091, -1.05592) -> 71291 (17.9405, -1.18483)
    134 (10.4589, 2.00891) -> 97378 (10.1623, 1.70344)
    135 (10.224, 27.5958) -> 22541 (9.61874, 27.9169)
    136 (17.6895, -1.45241) -> 49729 (17.273, -2.08501)
    137 (3.17893, 6.76903) -> 58287 (2.96963, 6.83711)
