Parent Map for Subproblem Tree 70
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 14088 (1.42239, 14.2195)
    4 (2.43139, 12.8304) -> 58932 (2.28077, 12.6802)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 79285 (2.58455, 16.1976)
    7 (3.42254, 12.6977) -> 92196 (2.83106, 12.7003)
    8 (4.25275, 12.1402) -> 82709 (3.45302, 12.3587)
    9 (5.01553, 11.4936) -> 79287 (4.65518, 11.6322)
    10 (5.88125, 10.993) -> 84144 (5.21336, 11.3114)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 69202 (5.72535, 10.7745)
    13 (6.35848, 9.29835) -> 76958 (5.84907, 9.70223)
    14 (3.87009, 18.3683) -> 47900 (3.30841, 17.8019)
    15 (7.31019, 8.99137) -> 86168 (6.91586, 8.95972)
    16 (5.94096, 8.38968) -> 85826 (5.6072, 8.69508)
    17 (8.18435, 9.47701) -> 92231 (7.77954, 9.41507)
    18 (5.36305, 7.57358) -> 95095 (5.15708, 7.83755)
    19 (5.9977, 6.80077) -> 94534 (5.43913, 7.22231)
    20 (6.80764, 6.21427) -> 88987 (6.03795, 6.71088)
    21 (9.1307, 9.15388) -> 91451 (8.42829, 8.86079)
    22 (4.76416, 18.8162) -> 15828 (4.53142, 18.6285)
    23 (5.69441, 19.1831) -> 75066 (5.28542, 18.8515)
    24 (6.67292, 19.3893) -> 91221 (5.93724, 18.9804)
    25 (9.95619, 9.71831) -> 91784 (9.85925, 9.58605)
    26 (4.63451, 6.88857) -> 97549 (4.16395, 7.43481)
    27 (7.49914, 5.49189) -> 97189 (6.65799, 5.9886)
    28 (8.14289, 4.72666) -> 98026 (7.33656, 5.25123)
    29 (6.82033, 20.3784) -> 98970 (6.10001, 19.8889)
    30 (7.81913, 20.3295) -> 78113 (7.56818, 20.2245)
    31 (7.39661, 5.40002) -> 95908 (7.18781, 5.51187)
    32 (8.78678, 20.5818) -> 87982 (8.50684, 20.4423)
    33 (9.18664, 21.4984) -> 56669 (8.87886, 21.3112)
    34 (10.1863, 21.4731) -> 88669 (9.39627, 20.9425)
    35 (4.07631, 6.05887) -> 95802 (3.92546, 6.27174)
    36 (10.9503, 9.61043) -> 28635 (10.8084, 9.26421)
    37 (8.61783, 22.3209) -> 89772 (7.98505, 21.8896)
    38 (3.69654, 5.13379) -> 99504 (3.2569, 6.01015)
    39 (7.80922, 3.78397) -> 99195 (7.79972, 3.83454)
    40 (7.93708, 23.0534) -> 99176 (7.36767, 22.5965)
    41 (7.04394, 3.14027) -> 96005 (6.47334, 3.83355)
    42 (8.71414, 3.35838) -> 98248 (8.12424, 3.8158)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 95808 (9.21451, 3.35555)
    45 (10.6538, 3.14804) -> 92020 (9.88697, 3.56828)
