Parent Map for Subproblem Tree 495
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.90666, 14.5781) -> 0 (1, 15)
    2 (2.50184, 15.3817) -> 73762 (2.14327, 15.2834)
    3 (1.77697, 13.5866) -> 14088 (1.42239, 14.2195)
    4 (2.43139, 12.8304) -> 44634 (1.93461, 13.5972)
    5 (2.38414, 16.3748) -> 70443 (1.68386, 15.692)
    6 (3.33107, 16.6962) -> 72879 (3.01601, 16.4624)
    7 (3.42254, 12.6977) -> 74785 (2.94644, 13.1448)
    8 (4.25275, 12.1402) -> 28585 (3.53842, 12.7691)
    9 (5.01553, 11.4936) -> 32164 (4.53837, 11.9321)
    10 (5.88125, 10.993) -> 91698 (5.23022, 11.5511)
    11 (3.14571, 17.6789) -> 83738 (3.05427, 17.5698)
    12 (6.57651, 10.2743) -> 44968 (6.3343, 10.4796)
    13 (6.35848, 9.29835) -> 64399 (5.9706, 9.72204)
    14 (3.87009, 18.3683) -> 41930 (3.40812, 17.8109)
    15 (7.31019, 8.99137) -> 5922 (6.68913, 9.60967)
    16 (5.94096, 8.38968) -> 26340 (5.3996, 9.11092)
    17 (8.18435, 9.47701) -> 91993 (7.64667, 9.88592)
    18 (5.36305, 7.57358) -> 64983 (5.20259, 7.85064)
    19 (5.9977, 6.80077) -> 41483 (5.64551, 7.38515)
    20 (6.80764, 6.21427) -> 57596 (6.34302, 6.95726)
    21 (9.1307, 9.15388) -> 95980 (8.70281, 9.47625)
    22 (4.76416, 18.8162) -> 99864 (4.21554, 18.2446)
    23 (5.69441, 19.1831) -> 49172 (5.16137, 18.6489)
    24 (6.67292, 19.3893) -> 58312 (6.08106, 18.8998)
    25 (9.95619, 9.71831) -> 78540 (9.16575, 10.1821)
    26 (4.63451, 6.88857) -> 79599 (4.4317, 7.32751)
    27 (7.49914, 5.49189) -> 74628 (7.14647, 6.02941)
    28 (8.14289, 4.72666) -> 28798 (7.81637, 5.20627)
    29 (6.82033, 20.3784) -> 73022 (6.4809, 20.0504)
    30 (7.81913, 20.3295) -> 63233 (7.06618, 19.7454)
    31 (7.39661, 5.40002) -> 30199 (6.99581, 5.98748)
    32 (8.78678, 20.5818) -> 52628 (8.61624, 20.4636)
    33 (9.18664, 21.4984) -> 55058 (8.79633, 21.1759)
    34 (10.1863, 21.4731) -> 89234 (9.81768, 21.2109)
    35 (4.07631, 6.05887) -> 62349 (3.87836, 6.61981)
    36 (10.9503, 9.61043) -> 64228 (10.3578, 9.89044)
    37 (8.61783, 22.3209) -> 67995 (8.00699, 21.7752)
    38 (3.69654, 5.13379) -> 43269 (3.45601, 6.00999)
    39 (7.80922, 3.78397) -> 90529 (7.6516, 4.06534)
    40 (7.93708, 23.0534) -> 90185 (7.30981, 22.3183)
    41 (7.04394, 3.14027) -> 21732 (6.90128, 3.44922)
    42 (8.71414, 3.35838) -> 62375 (8.21426, 4.10144)
    43 (1.58388, 16.9744) -> 93779 (1.43119, 16.5122)
    44 (9.66024, 3.0345) -> 89648 (9.42184, 3.37742)
    45 (10.6538, 3.14804) -> 73024 (10.5667, 3.26645)
