Parent Map for Subproblem Tree 163
======================================
Child ID (x, y) -> Parent ID (x, y)
    1 (1.49015, 15.0988) -> 0 (1, 15)
    2 (1.69089, 14.6408) -> 6852 (1.27364, 14.8808)
    3 (2.15198, 14.8342) -> 2 (1.69089, 14.6408)
    4 (1.70747, 14.1411) -> 11956 (1.37002, 14.5042)
    5 (2.4487, 15.2367) -> 13008 (2.16262, 15.0475)
    6 (1.71485, 13.6412) -> 11021 (1.56797, 14.0659)
    7 (1.81933, 13.1522) -> 6 (1.71485, 13.6412)
    8 (2.00019, 12.6861) -> 4832 (1.98626, 12.7807)
    9 (2.29681, 12.2835) -> 8 (2.00019, 12.6861)
    10 (2.79478, 12.2386) -> 14723 (2.54979, 12.4608)
    11 (2.12725, 11.8132) -> 13084 (2.23994, 12.2898)
    12 (3.20094, 11.9469) -> 11918 (2.87036, 11.9278)
    13 (3.57138, 11.6111) -> 19774 (3.17714, 11.5482)
    14 (3.64651, 11.1168) -> 18731 (3.57096, 11.439)
    15 (4.12333, 10.9663) -> 18778 (3.7163, 11.0739)
    16 (4.59161, 10.7911) -> 18796 (4.1485, 10.8374)
    17 (4.56187, 10.292) -> 19586 (4.37289, 10.5496)
    18 (5.04249, 10.1541) -> 18854 (4.80853, 10.3795)
    19 (5.49665, 9.94497) -> 14277 (5.08931, 9.94566)
    20 (2.4249, 15.7361) -> 18705 (2.24599, 15.5686)
    21 (1.90915, 11.3632) -> 8653 (1.86739, 11.7003)
    22 (5.99604, 9.96961) -> 17981 (5.55321, 9.8366)
    23 (6.49091, 10.0411) -> 14648 (6.14524, 10.179)
    24 (6.9902, 10.0144) -> 17074 (6.57472, 10.1335)
    25 (2.69216, 16.1587) -> 3546 (2.54075, 15.7118)
    26 (3.12724, 16.4051) -> 16259 (3.05139, 16.1536)
    27 (2.36886, 16.5401) -> 7665 (2.17547, 16.5025)
    28 (7.29743, 9.61993) -> 2272 (6.85331, 9.75258)
    29 (7.70034, 9.32386) -> 19663 (7.45835, 9.71186)
    30 (8.19983, 9.34643) -> 8150 (7.78535, 9.44911)
    31 (8.59376, 9.0385) -> 16676 (8.36668, 9.2205)
    32 (9.09316, 9.06289) -> 31 (8.59376, 9.0385)
    33 (9.58091, 8.95286) -> 32 (9.09316, 9.06289)
    34 (8.20649, 9.84639) -> 15010 (7.83069, 10.0275)
    35 (2.98507, 16.4605) -> 17559 (2.80353, 16.1571)
    36 (3.57958, 16.6181) -> 26 (3.12724, 16.4051)
