Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
25.3565,101.833,2.2156,"1;1.0038;1.03578;1.0098;1.77443;2.67637;3.43419;4.24992;5.17778;5.44233;6.18407;6.74237;7.63703;8.45584;9.36696;10.0342;10.7856;11.7187;12.6477;13.0407;13.6138;14.0913;14.6631;15.3952;16.0318;16.5982;17.5491;18.3839;18.6011;19.4492;20.3339;21.0048;20.9609;20.9464;21","15;14.4615;13.7091;12.8785;12.5863;12.3064;12.0317;11.6417;11.3839;11.3066;10.9977;10.7714;10.5228;10.1579;9.87065;9.86826;9.86376;9.90264;10.0293;10.1404;10.3485;10.4295;10.5906;10.7917;11.0397;11.2205;11.5192;11.715;11.736;12.0865;12.4745;12.7878;13.5192;14.3166;15",2.2156,"0;0;1"
28.4072,4.33416,2.26644,"1;1.14972;1.31471;1.36391;1.43911;1.88073;2.58864;3.27926;3.66203;4.11171;4.67008;5.16394;5.54114;6.31821;6.87924;7.69765;8.19483;8.92032;9.86886;10.741;11.344;12.1424;12.4442;13.2487;13.7952;14.3291;14.7964;15.639;16.1982;16.496;16.9565;17.632;18.2536;18.717;19.3724;20.1036;20.6139;20.8481;20.8825;20.973;21","15;14.2232;13.5828;13.0408;12.7441;12.3703;11.8613;11.2496;10.8225;10.3588;9.73271;9.10905;8.83843;8.3674;7.77984;7.21106;7.05609;6.91545;6.67913;6.56446;6.59637;6.63205;6.69549;6.81284;7.01459;7.1872;7.36934;7.80357;8.13267;8.34911;8.73179;9.41663;10.1715;10.7734;11.3066;11.967;12.4376;12.9361;13.8201;14.5768;15",2.36982,"0;0.05;0.95"
29.9675,3.74131,2.3153,"1;1.05331;1.2547;1.35598;1.56106;1.73715;2.60452;2.98802;3.45987;3.79202;4.13993;4.41567;4.66867;5.25643;5.66562;6.18968;6.80757;7.53617;8.09426;8.97372;9.29383;9.56789;10.409;11.2302;12.1539;12.8203;13.2327;14.0382;14.9577;15.5977;15.8849;16.7101;17.2053;17.6479;18.0972;18.6948;19.1226;19.4992;20.0888;20.4453;20.591;21.0342;21.0381;21.0483;21.0759;21","15;14.8777;14.4157;14.1105;13.3315;12.6284;12.2168;11.861;11.2437;10.7907;10.0824;9.70415;9.36642;8.627;8.15485;7.64969;7.01672;6.56868;6.22645;5.89703;5.80129;5.8005;5.75102;5.76167;5.76935;5.8775;5.95624;6.10972;6.49365;6.73805;6.93595;7.44411;7.77219;8.08847;8.46637;9.14139;9.67351;10.2337;11.0338;11.6547;11.9446;12.5023;13.073;13.997;14.5634;15",2.4579,"0;0.1;0.9"
30.1161,3.60665,2.33567,"1;1.34383;1.4651;1.647;1.85745;2.3471;2.68131;3.30446;3.63578;4.00131;4.21095;4.2925;4.84726;5.29139;5.59257;6.09072;6.44986;7.22239;7.64382;8.21058;8.74759;9.44664;9.96109;10.6609;11.6209;12.5555;12.6402;13.6005;14.0973;14.9739;15.2214;16.1445;16.6702;16.8792;17.6774;18.0937;18.4587;19.0585;19.6601;20.1124;20.5364;20.9166;20.9659;20.9181;21","15;14.374;13.9905;13.2811;12.6637;12.3905;12.1139;11.446;10.9024;10.1556;9.70292;9.59029;8.76091;8.18791;7.84171;7.44545;7.03763;6.60784;6.45357;6.1776;6.02729;5.70012;5.64338;5.60633;5.57968;5.69827;5.71614;5.86337;6.03888;6.33137;6.41435;6.77063;7.1975;7.39802;7.94552;8.58188;8.96174;9.54898;10.273;11.1021;11.73;12.5421;13.5158;14.1187;15",2.52632,"0;0.15;0.85"
29.9944,3.56978,2.33515,"1;1.13709;1.56671;1.70887;1.95701;2.49188;3.06569;3.4915;3.88015;4.48406;4.89941;5.27193;5.92467;6.10065;6.72508;6.99716;7.82526;8.55537;9.16304;9.97246;10.087;10.8076;11.7478;12.4972;12.7568;13.287;14.0863;14.9637;15.7812;16.3065;17.1695;17.7258;18.3367;18.9401;19.2544;19.7368;20.2683;20.6596;20.8367;20.972;20.9524;20.9395;21","15;14.7807;13.9181;12.98;12.736;12.288;11.7258;11.1573;10.469;9.7544;9.14357;8.58159;7.90598;7.68255;6.96101;6.75686;6.33789;5.99967;5.94148;5.81638;5.80999;5.82957;5.80585;5.82389;5.84912;5.81247;5.96356;6.38726;6.69836;6.99885;7.46629;7.927;8.52021;9.06062;9.68266;10.2916;10.9825;11.8147;12.4844;12.9931;13.8618;14.0964;15",2.58207,"0;0.2;0.8"
30.7752,3.41466,2.38504,"1;1.52499;1.73089;1.90011;2.28444;2.8537;3.41831;3.66096;3.94845;4.08248;4.4169;4.98097;5.63022;6.26588;6.82574;7.67942;8.03227;8.64767;9.52599;9.6271;10.0823;10.9528;11.6455;12.3612;13.3136;14.1866;14.9594;15.4575;16.032;16.7238;17.283;17.9974;18.4676;19.1838;19.8166;20.1508;20.4689;20.7366;20.9002;21.1426;21.1069;21.1329;21.0986;21","15;14.2099;13.6034;13.0327;12.639;12.2182;11.6098;11.2115;10.6259;10.1536;9.26414;8.45185;7.82367;7.13618;6.75929;6.32763;6.20902;6.05305;5.66868;5.66902;5.57445;5.41982;5.32367;5.38217;5.51089;5.86729;6.08589;6.32641;6.58569;6.86981;7.2423;7.63849;7.90592;8.50897;9.28052;9.74313;10.2728;10.9636;11.3522;12.1039;13.0743;13.9729;14.1635;15",2.64244,"0;0.25;0.75"
30.6219,3.29559,2.43658,"1;1.52792;1.69001;2.08322;2.2844;2.76897;3.23055;3.48317;3.71005;4.06373;4.37139;4.65192;4.94781;5.52202;6.12813;6.73325;7.50421;7.90008;8.71265;9.28013;9.67289;10.3428;10.6066;11.501;12.3759;13.262;13.7481;14.6605;15.1432;15.7954;16.6085;17.0509;17.6726;18.4208;18.6652;19.233;19.7625;20.1952;20.4044;20.8183;20.9409;21.0299;21.0267;20.9721;21","15;14.4566;14.0563;13.1982;12.675;12.2851;11.7823;11.3845;10.9516;10.545;9.94665;9.42072;8.87437;8.09673;7.35707;6.78619;6.21994;6.08723;5.9063;5.72258;5.60071;5.50195;5.48269;5.52278;5.50418;5.6226;5.80942;6.05683;6.16046;6.29636;6.65382;6.77869;7.31275;7.87756;8.05785;8.78826;9.34949;10.0722;10.5275;11.3946;12.2753;12.7834;13.0365;14.0024;15",2.69428,"0;0.3;0.7"
30.7338,3.25841,2.46816,"1;1.59661;1.68772;1.93277;2.24918;2.51251;3.16747;3.20242;3.61169;3.82795;4.12567;4.44436;4.97322;5.14588;5.47738;5.55774;5.98833;6.47666;6.84313;7.33778;7.45496;8.17074;8.88731;9.84913;10.0583;10.8655;11.5406;12.4908;12.9946;13.5577;14.3605;14.7189;15.3619;15.978;16.6648;17.5397;18.2782;18.9472;19.4619;19.9025;20.0395;20.4623;20.7574;21.0166;21.2055;21.205;21.1744;21","15;14.2926;14.1478;13.7021;13.0224;12.7501;12.01;11.9568;11.1964;10.9766;10.173;9.51063;8.70148;8.20259;7.79469;7.69675;7.1139;6.72164;6.50061;6.18032;6.11674;5.74774;5.50601;5.4;5.38787;5.34883;5.33562;5.50763;5.55761;5.66498;5.91467;6.01036;6.3133;6.72867;7.16399;7.5988;8.12717;8.58571;9.18029;9.7579;9.9683;10.6515;11.201;11.8366;12.4369;13.3852;14.361;15",2.74475,"0;0.35;0.65"
30.3884,3.30655,2.45125,"1;1.12199;1.56202;1.7309;1.93116;2.18981;2.4444;2.94741;3.32274;3.72117;4.27545;4.46903;4.88831;5.09738;5.38529;5.82409;6.34596;6.77061;7.53364;8.13409;9.09716;9.5976;10.1983;10.8209;10.9699;11.8667;12.5725;13.1068;13.6775;14.1437;14.7571;15.2558;15.94;16.7993;17.5296;17.88;18.3718;18.9873;19.3289;19.4909;19.9242;20.0208;20.3683;20.5555;20.7417;20.9306;21.0973;21","15;14.9255;14.3862;14.025;13.5557;12.7931;12.5639;12.1058;11.6378;11.2528;10.5399;10.0964;9.40407;9.06561;8.51703;7.79579;7.095;6.45974;5.98299;5.76536;5.58803;5.5008;5.42655;5.33376;5.33781;5.43207;5.45159;5.66315;5.75593;5.86892;6.07781;6.25241;6.60204;7.04801;7.55884;7.86041;8.43797;9.17618;9.59221;9.80242;10.538;10.96;11.5992;12.2362;12.8748;13.4441;14.2166;15",2.79337,"0;0.4;0.6"
30.708,3.25621,2.4517,"1;1.55493;1.94064;2.30734;2.61961;3.14722;3.49121;3.88947;4.07091;4.44831;4.89586;5.02755;5.51534;5.97053;6.17574;6.93061;7.6908;8.34156;9.29314;9.7649;10.5046;11.1796;11.6788;12.5807;13.1352;13.8358;14.756;15.3865;15.9589;16.7427;17.5504;17.9257;18.3244;18.9499;19.2943;19.7306;20.1838;20.3185;20.5762;20.8639;20.9018;20.9418;20.9842;21.0004;21","15;14.4338;13.6683;12.7953;12.525;11.8026;11.356;10.7057;10.3942;9.66814;8.82671;8.564;7.8533;7.39034;7.21871;6.62964;6.09144;5.83993;5.60516;5.53423;5.41425;5.3604;5.31897;5.34836;5.42133;5.56111;5.75007;5.85708;6.10157;6.59101;7.16618;7.39855;7.66391;8.27558;8.64462;9.5018;10.2812;10.6199;11.444;12.1491;12.5727;13.1396;13.7352;14.7091;15",2.81373,"0;0.45;0.55"
