Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
0.97586,26.2526,0.788348,"1;2.11745;2.88522;3.84819;4.12908;5.04508;6.35806;7.10365;7.69572;8.25055;9.44212;10.5445;11.4353;11.6011;12.4396;13.1832;13.623;15.2178;15.977;16.5361;17.5835;18.0202;18.9732;19.8519;21","15;14.0947;13.5824;13.0205;12.8746;12.4495;11.9768;11.7735;11.6372;11.5304;11.3679;11.2732;11.2702;11.2787;11.3426;11.4417;11.5137;11.8894;12.1297;12.3376;12.7733;12.9959;13.4819;14.0402;15",0.788348,"0;0;1"
1.53042,4.80325,1.00437,"1;1.60669;1.90435;2.12581;2.50856;2.51503;2.90495;3.27672;3.62049;3.70473;3.92612;4.15565;4.93841;5.59096;5.95935;6.65759;7.00067;7.52669;8.52089;9.11376;10.2251;10.8411;12.1245;12.5567;13.2717;14.4497;15.1125;15.81;16.3915;16.7558;17.3259;17.9511;18.5356;18.6585;19.1218;19.4206;19.8701;20.0894;20.3309;20.5622;20.7209;21.0702;21.2474;21.3038;21.333;21.2335;21.074;21","15;14.1756;13.3413;12.5369;10.8942;10.8653;9.51186;8.50635;7.79829;7.63511;7.24606;6.87878;5.95527;5.37783;5.10343;4.71016;4.54163;4.34798;4.09085;3.95153;3.79549;3.75577;3.75754;3.78459;3.88129;4.15158;4.38028;4.62394;4.89799;5.09642;5.44746;5.90414;6.4208;6.53648;7.04756;7.39581;8.02718;8.37224;8.80586;9.31308;9.70038;10.7426;11.5566;12.0562;12.7867;13.8328;14.7129;15",1.38426,"0;0.1;0.9"
1.58848,4.59232,1.03782,"1;1.43535;1.83531;1.88714;2.15179;2.46848;2.70388;2.81699;3.1604;3.52658;3.8556;4.21827;4.63602;5.40024;6.15433;6.7647;7.01539;7.86823;8.72469;10.0265;11.1162;11.8329;12.7551;14.166;15.5426;16.0216;16.7974;17.6911;18.4524;18.6864;19.4754;20.049;20.4203;20.5187;20.9858;21.4997;21.6076;21.7911;21.8288;21.8649;21.7695;21.5381;21.3431;21","15;14.5757;13.8217;13.6649;12.6458;11.2788;10.2669;9.83908;8.60464;7.60294;7.02099;6.43455;5.86126;5.15795;4.5991;4.31374;4.21468;3.95073;3.77281;3.60857;3.55236;3.55619;3.6201;3.8288;4.18731;4.34887;4.67639;5.10859;5.56881;5.72489;6.44212;7.05381;7.56553;7.70711;8.44826;9.66036;10.0486;11.0112;11.2753;12.115;12.8644;13.7968;14.319;15",1.74872,"0;0.2;0.8"
1.62452,4.52513,1.05974,"1;1.62021;1.62498;1.81762;1.88754;2.10802;2.35521;2.41405;2.76958;2.96428;3.39306;3.68938;3.84637;4.15822;4.36179;4.84315;5.64383;6.3159;6.61345;7.01704;8.15177;8.64682;9.62458;10.3345;10.9751;11.6825;11.8398;12.3285;13.1596;14.2508;15.1704;15.8162;16.6385;16.8789;17.4525;18.2554;19.1654;19.284;19.6743;20.1159;20.2561;20.5806;20.7232;21.3159;21.6925;22.0187;22.1725;22.2189;22.2646;22.2446;22.1213;21.8332;21.7675;21.6003;21.391;21.2714;21","15;14.3106;14.3002;13.8395;13.6197;12.8868;11.6321;11.3459;9.66698;8.92571;7.67329;6.9875;6.69589;6.18697;5.91869;5.39051;4.77554;4.3887;4.26091;4.12142;3.77542;3.67413;3.54269;3.50058;3.48332;3.49887;3.5072;3.54278;3.60742;3.76576;3.95846;4.13159;4.40362;4.491;4.74338;5.16737;5.74987;5.84;6.18372;6.60268;6.75536;7.12659;7.30487;8.13398;8.87759;9.84594;10.5941;11.0078;11.7691;12.2291;12.9092;13.697;13.8315;14.1555;14.4758;14.643;15",2.09936,"0;0.3;0.7"
1.64536,4.49468,1.07352,"1;1.4265;1.73063;1.82055;1.91618;2.0418;2.20144;2.47317;2.69352;2.84545;3.24178;3.55263;3.99731;4.3931;4.50597;4.92251;5.18048;5.47951;5.62423;5.85435;6.65077;7.66385;8.71528;10.2725;11.2367;11.63;12.9322;13.6506;14.3359;14.8861;15.4492;16.3137;16.7119;17.4055;17.9303;18.4619;18.9135;19.5895;19.9581;20.3463;20.5975;21.173;21.5438;21.6556;21.8285;21.9173;22.1476;22.4011;22.504;22.5648;22.5311;22.4985;22.436;22.352;22.0337;21.4761;21.2549;21","15;14.5897;14.086;13.8938;13.6332;13.1503;12.4807;11.1391;10.0222;9.33243;8.03813;7.21252;6.32863;5.80807;5.67054;5.23288;4.99606;4.78062;4.68741;4.55667;4.17677;3.83468;3.63067;3.47107;3.44239;3.44853;3.53714;3.63088;3.74119;3.86072;3.99439;4.25592;4.383;4.65435;4.90041;5.18037;5.44677;5.94605;6.25198;6.61202;6.84971;7.53177;8.09361;8.28934;8.61842;8.80159;9.30967;10.0731;10.6001;11.1322;11.704;12.2218;12.5342;12.8361;13.6891;14.4559;14.7248;15",2.44198,"0;0.4;0.6"
1.6691,4.47243,1.08985,"1;1.26954;1.41128;1.71808;1.99263;2.32977;2.62662;2.91589;3.14578;3.42313;3.55626;3.72489;3.94027;4.40709;4.61276;4.7228;4.93476;5.47879;5.86577;6.28495;7.78671;7.98367;8.92997;9.40497;10.2473;10.8585;11.5741;12.4292;13.471;14.68;15.2337;15.9359;16.8882;17.8273;18.215;18.9027;19.314;19.7643;20.0017;20.581;20.9778;21.4912;21.6022;22.2368;22.3749;22.5233;22.5776;22.7921;22.8436;22.8853;22.8766;22.7519;22.7058;22.5966;22.4811;22.2064;22.0377;21.9308;21.6836;21.4035;21","15;14.7759;14.6379;14.1112;13.3567;11.8426;10.2915;9.06634;8.23782;7.47554;7.14143;6.75075;6.35896;5.66344;5.41108;5.29679;5.0921;4.65402;4.45054;4.25151;3.82882;3.79243;3.62794;3.58517;3.52214;3.50496;3.50508;3.55283;3.64319;3.81624;3.92504;4.10194;4.4049;4.77013;4.93793;5.3206;5.59788;5.91168;6.09092;6.58139;6.93983;7.4958;7.64214;8.62364;8.91006;9.27909;9.42089;10.1379;10.5551;11.48;11.6141;12.347;12.527;12.8763;13.1694;13.6986;13.9547;14.1057;14.3971;14.6701;15",2.78114,"0;0.5;0.5"
1.68871,4.46277,1.1043,"1;1.12173;1.34767;1.5942;1.85702;2.00511;2.19026;2.48366;2.8473;2.99708;3.10301;3.39966;3.74106;4.16678;4.30041;4.46262;4.6444;5.00816;5.53062;6.49672;7.0555;7.5223;8.51609;9.16397;9.79438;10.5359;11.0551;11.4646;12.223;12.2713;13.0696;13.8826;14.8562;15.3374;15.8887;16.7976;17.2811;18.1996;18.8979;19.7983;20.5618;20.8687;21.0764;21.495;22.0708;22.2651;22.4739;22.7988;23.0226;23.1616;23.247;23.2346;23.0775;23.0289;22.7607;22.5612;22.4691;21.9399;21.5276;21","15;14.8873;14.633;14.2301;13.704;13.1774;12.341;11.0541;9.44573;8.82315;8.4032;7.5217;6.72263;6.00668;5.81883;5.60752;5.36627;5.03045;4.668;4.20847;4.01477;3.88299;3.6726;3.57554;3.51839;3.47238;3.46943;3.47052;3.50186;3.50545;3.57723;3.66634;3.82843;3.93481;4.07226;4.33493;4.51756;4.90635;5.25931;5.8044;6.39693;6.65429;6.85789;7.28974;8.00713;8.30363;8.62119;9.28781;9.95252;10.452;11.2776;11.8256;12.5162;12.6865;13.2837;13.5992;13.7253;14.2753;14.6215;15",3.11938,"0;0.6;0.4"
1.70826,4.45432,1.11799,"1;1.42928;1.499;1.68226;1.83145;2.00547;2.11904;2.41411;2.54614;2.64132;2.83581;3.11113;3.33827;3.62748;4.19165;4.45549;4.6811;5.00757;5.27679;5.898;5.94825;6.39813;7.74696;8.52605;9.65079;10.6026;11.3111;12.0341;12.8015;13.8708;14.7575;16.01;16.7961;16.9595;17.8827;18.2968;18.6648;19.1715;19.691;19.9772;20.7757;21.3497;21.7875;22.1563;22.1904;22.6554;23.0024;23.3072;23.4068;23.4576;23.4121;23.3233;23.2738;23.1806;22.6498;22.4739;22.3011;21.8526;21.0929;21","15;14.6639;14.5604;14.2153;13.8834;13.3053;12.8592;11.4332;10.7181;10.2674;9.36291;8.24192;7.52922;6.80249;5.84662;5.4718;5.24438;4.94366;4.71973;4.34507;4.32238;4.1558;3.76418;3.61088;3.49503;3.44266;3.43774;3.46434;3.51236;3.64991;3.79674;4.104;4.33809;4.39225;4.75198;4.93228;5.10253;5.38327;5.70848;5.90472;6.47287;6.98682;7.40406;7.8397;7.88231;8.52732;9.19668;10.0656;10.5312;11.2726;11.8249;12.3001;12.4602;12.7437;13.6133;13.8249;14.0271;14.431;14.9459;15",3.45342,"0;0.7;0.3"
1.72524,4.44861,1.13026,"1;1.18924;1.51454;1.63398;1.92031;2.13089;2.14753;2.25868;2.50938;2.83743;3.12541;3.48134;3.64416;3.83734;4.14632;4.49817;5.01307;5.35633;5.84108;6.31014;7.23414;8.36922;9.35709;10.0169;10.4648;11.3979;11.889;13.1515;13.5925;14.8528;15.9393;16.726;17.3896;17.7024;18.2433;18.7481;19.3418;20.5787;21.3951;21.9802;22.5485;22.8822;22.9334;23.2619;23.4522;23.4709;23.5597;23.6885;23.7547;23.7524;23.6685;23.4608;23.1108;22.4785;21.9098;21.1358;21","15;14.8718;14.4955;14.2815;13.5536;12.8106;12.7357;12.2218;10.9895;9.37587;8.19069;7.13006;6.76127;6.39164;5.8886;5.39977;4.94743;4.6698;4.37777;4.17147;3.86652;3.64453;3.51802;3.47281;3.44472;3.43755;3.44432;3.5426;3.60162;3.81415;4.07151;4.30398;4.52466;4.64202;4.85972;5.08151;5.38704;6.22185;6.87232;7.41108;8.09016;8.61441;8.70534;9.35343;9.82139;9.87245;10.1613;10.7281;11.2881;11.5729;12.1053;12.6668;13.2847;13.9776;14.4143;14.9172;15",3.78494,"0;0.8;0.2"
1.74804,4.44602,1.14858,"1;1.04477;1.43418;1.5803;1.78211;1.83278;2.10167;2.14487;2.46647;2.65037;2.85785;3.10168;3.32837;3.4241;3.54539;3.76521;3.93657;4.20375;4.61389;4.7438;5.05685;5.29186;6.01525;6.59656;6.8331;7.15263;8.12655;8.57085;9.21114;10.3819;11.8697;12.845;13.512;13.7308;14.0889;14.4761;14.8009;16.0932;16.3028;16.8983;17.4368;17.8777;19.0587;19.1645;20.0751;20.997;21.4008;22.0399;22.5236;22.7802;23.2826;23.4955;23.5812;23.7728;23.925;24.0827;24.1093;24.1015;24.0489;23.8823;23.4973;23.0824;22.6139;22.5018;22.1518;21.5584;21","15;14.9662;14.6242;14.4176;13.9415;13.805;12.9166;12.7449;11.1427;10.1719;9.24813;8.29685;7.51375;7.25044;6.9477;6.49172;6.1771;5.72581;5.24419;5.10895;4.84162;4.67292;4.31434;4.06375;3.98941;3.89062;3.66287;3.59273;3.51945;3.44578;3.44146;3.50837;3.5848;3.61524;3.66758;3.72503;3.78373;4.10014;4.16506;4.37207;4.56418;4.72473;5.26817;5.32101;5.85346;6.51251;6.8174;7.42463;7.95575;8.24026;8.95655;9.33635;9.50556;9.92761;10.2955;11.0387;11.3732;11.6495;12.0816;12.5946;13.2253;13.7022;14.0759;14.1574;14.3827;14.7062;15",4.11627,"0;0.9;0.1"
