Length, Risk, TravelTime, Paths.x, Paths.y, Cost, Weight
20.9247,75.4818,0.224249,"1;1.10368;1.37233;1.92693;2.73262;3.46995;4.15669;4.99524;5.96874;6.90499;7.82668;8.5513;9.41033;10.2073;10.9666;11.7199;12.2825;13.0728;13.6222;14.4252;15.2162;16.0307;16.4541;17.3865;17.9142;18.6153;19.097;19.6379;20.4038;21","15;14.8504;14.5741;14.2996;14.0415;13.759;13.5476;13.4332;13.2928;13.3267;13.3615;13.3647;13.3242;13.2672;13.2849;13.3413;13.317;13.2459;13.2386;13.3416;13.4851;13.5461;13.4668;13.6524;13.6468;13.6703;13.7452;14.0215;14.2551;15",0.224249,"0;0;1"
35.8722,4.68763,0.368661,"1;1.54562;1.59721;1.77378;2.03774;2.43187;2.39889;2.38364;2.47533;2.49935;2.78853;3.08889;3.44224;3.69101;3.99523;4.46198;4.88635;5.4142;5.78092;6.54708;6.68636;7.24955;7.79495;8.4454;9.11222;9.93891;10.5313;11.2825;11.7957;12.668;13.4605;14.4136;15.3209;15.9201;16.398;17.2437;17.79;18.323;19.0783;19.4732;20.0219;20.6924;20.9645;21.4905;21.572;21.6341;21.6375;21.7992;21.8155;21.7648;21.5534;21.477;21","15;14.512;14.4357;14.1368;13.2298;12.455;11.7627;11.4244;10.6651;9.74048;9.05576;8.17949;7.52091;6.91235;6.21996;5.76961;5.40503;5.04353;4.71658;4.4123;4.36263;4.21177;4.05517;3.89694;3.70975;3.5574;3.56653;3.46002;3.49452;3.68481;3.69202;3.80416;4.045;4.27257;4.46075;4.93222;5.31433;5.66473;6.17756;6.66151;7.22789;7.903;8.54926;9.3329;9.78197;10.4714;10.9529;11.9004;12.3169;13.0071;13.8316;14.2874;15",0.800557,"0;0.1;0.9"
36.3219,4.63258,0.373569,"1;1.52712;1.75905;1.79646;1.97306;2.07743;2.15462;2.4147;2.46174;2.69676;2.74568;2.74899;3.02506;3.33411;3.69407;3.81864;4.16445;4.62707;4.93369;5.67441;6.56423;7.27724;7.68996;8.34293;9.209;9.76389;10.3867;11.3388;12.0255;12.8191;13.7058;14.1014;14.937;15.7036;16.3672;17.0548;17.7424;18.1883;18.9038;19.3957;20.0257;20.2051;20.5035;20.9151;21.2722;21.6411;21.8731;21.9664;22.0479;22.0802;22.0528;21.7784;21.4081;21","15;14.5808;14.2003;14.1226;13.7515;13.3729;12.9949;12.1583;11.4526;10.6134;9.96582;9.50629;8.59248;7.73138;6.93226;6.56412;5.72536;5.11746;4.84043;4.34995;4.04967;4.05149;3.91898;3.84686;3.62884;3.53521;3.5256;3.52233;3.50766;3.63455;3.77257;3.78127;3.99436;4.38426;4.77441;4.92788;5.28551;5.44571;5.9396;6.37291;6.98987;7.19533;7.59236;8.11175;8.64524;9.4249;10.1653;11.0366;11.8373;12.7952;12.9459;13.9051;14.4512;15",1.22537,"0;0.2;0.8"
37.2219,4.61696,0.385016,"1;1.37691;1.69984;1.90831;2.13208;2.30864;2.458;2.66149;2.8258;2.85098;2.97456;3.195;3.32536;3.781;3.8739;4.32443;4.76359;5.29696;5.85016;6.74443;7.21063;8.12131;9.06948;10.036;10.4173;11.1022;11.7519;12.6542;13.6214;14.1423;14.8753;15.8339;16.6451;17.1939;18.033;18.9219;19.7233;20.2652;20.8885;21.3715;21.6319;21.8001;22.0493;22.1321;22.1856;22.3582;22.3513;22.3725;22.3322;21.732;21.1863;21","15;14.8714;14.6328;14.3181;13.8928;12.9626;12.1907;11.3782;10.4694;9.47071;8.53293;8.06258;7.59498;6.83487;6.62856;5.80553;4.97164;4.64556;4.32877;4.00667;3.8354;3.44186;3.46692;3.58156;3.6089;3.61836;3.58641;3.72321;3.59659;3.67271;4.05398;4.17142;4.46291;4.77034;5.24726;5.67351;6.19059;6.61664;7.17165;7.82908;8.34064;8.74196;9.55181;10.2602;10.7563;11.4342;12.2805;13.1121;13.4588;14.2502;14.8799;15",1.6546,"0;0.3;0.7"
37.2062,4.60375,0.383776,"1;1.51728;1.90058;2.19309;2.32676;2.36895;2.39145;2.57281;2.77897;2.92441;3.23533;3.45467;3.70201;4.20142;4.37586;4.67916;5.51164;6.28492;6.98342;7.45566;8.22632;9.18278;9.71869;10.4012;11.3732;12.0847;12.9484;13.1836;13.9481;14.4816;15.295;16.1627;16.9417;17.3384;18.1019;18.4601;19.2223;19.9564;20.6293;21.2198;21.5404;21.7495;22.0358;22.2624;22.4581;22.6014;22.6997;22.6198;22.5493;22.1172;21.5647;21","15;14.6621;13.8967;13.2488;12.5102;11.6408;11.4181;10.5079;9.80901;8.82789;8.08366;7.51508;6.82457;6.23466;5.8719;5.22572;4.71844;4.25579;3.96804;3.80042;3.72697;3.64176;3.65826;3.55974;3.56933;3.51122;3.54395;3.54987;3.47243;3.74939;3.98357;4.24552;4.57244;4.74464;5.22708;5.41092;5.92688;6.47899;7.17074;7.76923;8.29608;8.64019;9.11692;9.83343;10.5008;11.3479;12.2531;13.213;13.574;14.1553;14.4544;15",2.07177,"0;0.4;0.6"
37.9409,4.63614,0.396218,"1;1.24098;1.52932;1.7885;2.06044;2.17232;2.15763;2.11018;2.41799;2.6248;2.72465;2.95374;3.17109;3.30931;3.69595;3.88394;4.22376;4.69458;5.26872;6.20708;7.03201;7.12384;7.78949;8.40849;9.36268;10.2666;10.7055;11.6849;12.6581;13.4665;14.2174;14.6612;15.5492;15.795;16.6895;17.5354;17.8634;18.6741;18.9596;19.7172;20.1658;20.6776;21.1874;21.6674;22.122;22.6176;22.8619;23.0223;23.1835;23.166;23.0259;22.8844;22.5163;21.9158;21","15;14.8076;14.4475;13.9855;13.5777;12.76;11.9154;11.7365;10.8946;10.2383;9.24424;8.55505;7.92514;7.51241;6.93217;6.39561;5.89262;5.24677;4.80441;4.46531;4.16533;4.13987;3.97946;3.81304;3.68959;3.51617;3.4447;3.58273;3.49963;3.56412;3.69703;3.77611;3.95324;4.04966;4.3431;4.74181;4.90826;5.37634;5.62789;6.13435;6.40406;7.00792;7.54511;8.16895;8.94728;9.80598;10.5701;11.0084;11.8898;12.3223;13.1175;13.7275;14.4773;14.836;15",2.51618,"0;0.5;0.5"
37.6492,4.60474,0.390719,"1;1.61799;1.93615;2.05821;2.35278;2.35845;2.35244;2.3839;2.48461;2.64384;2.75777;2.93361;3.02897;3.17104;3.407;3.69891;4.1402;4.52888;5.28824;5.84595;6.72515;6.8251;7.80452;8.6079;9.44646;9.82881;10.6845;11.3787;11.7758;12.3947;12.8806;13.5227;14.1842;14.9818;15.4125;16.249;16.9413;17.7668;18.5208;19.3439;19.9739;20.1518;20.8208;21.5208;21.8169;22.2748;22.5205;22.6982;22.8329;22.8468;22.8589;22.8193;22.7798;22.3409;21.7545;21.218;21","15;14.7437;14.3022;13.6107;12.7556;12.4777;11.8801;11.0282;10.6232;9.90048;9.26348;8.5858;8.22654;7.51621;6.93767;6.49361;5.65583;5.19896;4.56736;4.35181;3.9611;3.95533;3.88824;3.55153;3.55166;3.48505;3.52704;3.45625;3.51216;3.54983;3.59338;3.58747;3.67242;3.89081;4.102;4.45691;4.74147;5.05058;5.61873;6.17447;6.60926;6.76228;7.33376;8.03815;8.55168;9.28149;9.92777;10.8765;11.562;11.7003;12.1945;12.9081;13.1946;13.873;14.5974;14.8932;15",2.91913,"0;0.6;0.4"
38.3755,4.59954,0.399491,"1;1.16523;1.62124;1.9661;2.12518;2.23042;2.32904;2.35592;2.43542;2.478;2.63571;2.83296;3.16702;3.54383;3.90146;3.90741;3.97615;4.64857;4.99232;5.85238;6.68962;7.28675;8.10382;8.99161;9.62815;10.3516;11.2865;12.2236;13.0909;13.4128;14.0921;14.6698;15.6225;16.4623;17.4002;18.1816;18.6726;19.1867;19.6746;20.229;20.7723;21.3284;21.8441;22.2926;22.577;22.916;23.1358;23.2686;23.4337;23.456;23.2892;22.9583;22.5425;22.2475;21.5983;21","15;14.914;14.6341;14.0433;13.686;13.2919;12.4151;11.6998;10.9767;10.0259;9.33473;8.3851;7.99965;7.13144;6.25912;5.97679;5.85749;5.25257;4.93429;4.42707;4.12076;3.89757;3.59828;3.54594;3.51392;3.47017;3.5336;3.46071;3.61651;3.68225;3.78823;4.00035;4.1844;4.30807;4.55239;4.87207;5.26477;5.64437;5.9215;6.49761;7.11213;7.63823;8.44391;8.96146;9.33076;10.1131;10.7793;11.1334;12.023;12.2319;13.0925;13.6674;14.2274;14.474;14.8196;15",3.33953,"0;0.7;0.3"
37.9726,4.62504,0.394802,"1;1.43818;1.79754;2.06199;2.21851;2.32868;2.53203;2.54533;2.87957;3.06231;3.08697;3.61585;3.76025;4.0264;4.47559;4.91283;5.30751;6.00939;6.78234;7.66008;8.38822;9.00285;9.84649;10.376;11.355;12.103;12.5203;13.3934;14.3613;15.2906;16.0572;16.8096;17.5257;17.9226;18.7583;19.0788;19.711;20.292;20.9065;21.1093;21.5217;21.9614;22.4723;22.6332;22.888;23.1303;23.1919;23.258;23.1371;22.9192;22.4167;21.6973;21","15;14.6132;14.2242;13.4607;12.548;11.7039;10.881;10.5483;9.64143;8.84835;8.22783;7.39917;6.74006;6.33124;5.85322;5.28201;4.93404;4.62053;4.22397;4.01219;3.77745;3.66891;3.63504;3.54009;3.35744;3.40572;3.64247;3.86912;3.90036;4.00347;4.38165;4.64883;5.02595;4.94942;5.36692;5.5982;5.97152;6.51047;7.13353;7.40344;7.92952;8.29976;9.13556;9.49529;10.4296;11.195;11.7766;12.7393;13.3553;13.7164;14.2749;14.8324;15",3.77899,"0;0.8;0.2"
38.3198,4.5889,0.398333,"1;1.19464;1.68952;2.20049;2.25352;2.49276;2.47928;2.46116;2.58484;2.70612;2.82472;3.09746;3.31168;3.5366;3.63389;4.11821;4.6182;4.96466;5.80874;6.58218;7.28702;8.00025;8.99219;9.84791;10.3246;11.2202;11.6808;12.5425;13.4022;14.141;14.8531;15.1335;15.6398;16.581;17.1478;17.7664;18.4006;19.1958;19.9683;20.481;20.9402;21.7684;22.1194;22.5555;22.8066;23.035;23.1287;23.3427;23.3564;23.2635;23.0154;22.3872;21.6111;21.3644;21","15;14.9302;14.6404;13.9549;13.6356;12.7364;12.1574;11.6441;10.7904;10.1567;9.29952;8.4961;7.84284;6.99481;6.71322;5.85048;5.24875;4.89089;4.48301;4.03731;3.79999;3.71948;3.64125;3.52485;3.46158;3.46093;3.54153;3.58674;3.70883;3.75835;3.8984;3.99307;4.18418;4.50299;4.54454;4.68542;5.26466;5.69616;6.23314;6.75833;7.21243;7.73401;8.28253;8.98638;9.55931;10.3358;10.5495;11.2655;11.8463;12.5384;13.4218;14.1391;14.7569;14.8662;15",4.16984,"0;0.9;0.1"
